Board Name,Class Name,Subject Name,Series Name,Chapter Number,Chapter Name,Status,Position
CBSE,Class 9,Social Science,CBSE Social Science Video Lesson Series (Course),1,Economics : Chapter 1 The Story Of Village Palampur ,1,1
CBSE,Class 9,Social Science,CBSE Social Science Video Lesson Series (Course),2,Economics : Chapter 2 People As Resource ,1,2
CBSE,Class 9,Social Science,CBSE Social Science Video Lesson Series (Course),3,Economics : Chapter 3 Poverty As A Challenge ,1,3
CBSE,Class 9,Social Science,CBSE Social Science Video Lesson Series (Course),4,Economics : Chapter 4 Food Security In India,1,4
CBSE,Class 9,Social Science,CBSE Social Science Video Lesson Series (Course),5,Geography : Chapter 1 India – Size And Location ,1,5
CBSE,Class 9,Social Science,CBSE Social Science Video Lesson Series (Course),6,Geography : Chapter 2 Physical Features Of India ,1,6
CBSE,Class 9,Social Science,CBSE Social Science Video Lesson Series (Course),7,Geography : Chapter 3 Drainage ,1,7
CBSE,Class 9,Social Science,CBSE Social Science Video Lesson Series (Course),8,Geography : Chapter 4 Climate ,1,8
CBSE,Class 9,Social Science,CBSE Social Science Video Lesson Series (Course),9,Geography : Chapter 5 Natural Vegetation And Wildlife ,1,9
CBSE,Class 9,Social Science,CBSE Social Science Video Lesson Series (Course),10,Geography : Chapter 6 Population,1,10
CBSE,Class 9,Social Science,CBSE Social Science Video Lesson Series (Course),11,History : Chatper 1 The French Revolution ,1,11
CBSE,Class 9,Social Science,CBSE Social Science Video Lesson Series (Course),12,History : Chatper 2 Socialism In Europe And The Russian Revolution ,1,12
CBSE,Class 9,Social Science,CBSE Social Science Video Lesson Series (Course),13,History : Chatper 3 Nazism And The Rise Of Hitler ,1,13
CBSE,Class 9,Social Science,CBSE Social Science Video Lesson Series (Course),14,History : Chatper 4 Forest Society And Colonialism ,1,14
CBSE,Class 9,Social Science,CBSE Social Science Video Lesson Series (Course),15,History : Chatper 5 Pastoralists In The Modern World,1,15
CBSE,Class 9,Social Science,CBSE Social Science Video Lesson Series (Course),16,Pol. Science : Chapter 1 What Is Democracy? Why Democracy?,1,16
CBSE,Class 9,Social Science,CBSE Social Science Video Lesson Series (Course),17,Pol. Science : Chapter 2 Constitutional Design ,1,17
CBSE,Class 9,Social Science,CBSE Social Science Video Lesson Series (Course),18,Pol. Science : Chapter 3 Electoral Politics ,1,18
CBSE,Class 9,Social Science,CBSE Social Science Video Lesson Series (Course),19,Pol. Science : Chapter 4 Working Of Institutions ,1,19
CBSE,Class 9,Social Science,CBSE Social Science Video Lesson Series (Course),20,Pol. Science : Chapter 5 Democratic Rights,1,20
