Board Name,Class Name,Subject Name,Series Name,Chapter Name,Topic Name,Subtopic Name,Question Type,"Question(If question is mcq or Assertion & Reason  use option 1 to option 4 and in answer give 1,2,3,4 number only not option value, if true false, or any other type question give answer in answer coloumn and for fill in the blanks you can use comma seprator for multiple filling answers eg fill1,fill2, fill3)",Answer,Option1,Option2,Option3,Option4,Explanation,Question Weight(optional),Difficulty Level,Learning Outcomes(optional),"Skills(optional if any seprate with comma ,)","Tags(optional if any seprate with comma ,)","Status(1==active,0=Inactive)"
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 17- Amazing World of Animals,,,Multiple Choice Question (QPG) Test Paper,Wild animals live in  ,jungle,zoo,jungle,sheds,water,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 17- Amazing World of Animals Test Paper Generator MCQ 1 ,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 17- Amazing World of Animals,,,Multiple Choice Question (QPG) Test Paper,Animals that live in water are called ___________animals.,aquatic,aquatic,land,tree,zoo,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 17- Amazing World of Animals Test Paper Generator MCQ 2,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 17- Amazing World of Animals,,,Multiple Choice Question (QPG) Test Paper,Cow and sheep are __animals.,farm,farm,big,small,zoo,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 17- Amazing World of Animals Test Paper Generator MCQ 3,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 17- Amazing World of Animals,,,Multiple Choice Question (QPG) Test Paper,All insects have __________legs.,six,two,four,six,eight,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 17- Amazing World of Animals Test Paper Generator MCQ 4,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 17- Amazing World of Animals,,,Multiple Choice Question (QPG) Test Paper,Wolf is a ___________,flesh eater,flesh eater,plant eater,insect eater,plant and flesh eater ,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 17- Amazing World of Animals Test Paper Generator MCQ 5,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 17- Amazing World of Animals,,,Multiple Choice Question (QPG) Test Paper,Donkeys and horses are used to carry ,loads,machines,clothes,loads,wood only,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 17- Amazing World of Animals Test Paper Generator MCQ 6,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 17- Amazing World of Animals,,,True or False (QPG),Cow and buffalo give us milk.,NA,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 17- Amazing World of Animals Test Paper Generator True or False 1,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 17- Amazing World of Animals,,,True or False (QPG),Hen and ducks give us leather.,NA,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 17- Amazing World of Animals Test Paper Generator True or False 2,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 17- Amazing World of Animals,,,True or False (QPG),Donkeys are flesh eaters.,NA,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 17- Amazing World of Animals Test Paper Generator True or False 3,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 17- Amazing World of Animals,,,True or False (QPG),We get silk fiber from the silkworm.,NA,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 17- Amazing World of Animals Test Paper Generator True or False 4,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 17- Amazing World of Animals,,,True or False (QPG),Animals reared by humans in the farms are called domestic or farm animals.,NA,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 17- Amazing World of Animals Test Paper Generator True or False 5,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 17- Amazing World of Animals,,,True or False (QPG),Dog is kept in the zoo as it is a  wild animal.,NA,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 17- Amazing World of Animals Test Paper Generator True or False 6,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 17- Amazing World of Animals,,,Very Short Answer Questions (QPG),Name any two insects,NA,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 17- Amazing World of Animals Test Paper Generator Very Short Answer Questions 1,1
