Board Name,Class Name,Subject Name,Series Name,Chapter Name,Topic Name,Position,Status
CBSE,Class 9,Information Technology,Basics of Information Technology Open Office for (For Acad. Year 2023-24),Unit - II Data Entry and Keyboarding Skills,3. Using Typing Soft ware,2,1
CBSE,Class 9,Information Technology,Basics of Information Technology Open Office for (For Acad. Year 2023-24),Unit - III Digital Documentation,5. Apply Editing Features,2,1
CBSE,Class 9,Information Technology,Basics of Information Technology Open Office for (For Acad. Year 2023-24),Unit - III Digital Documentation,6. Apply Formatting Features,3,1
CBSE,Class 9,Information Technology,Basics of Information Technology Open Office for (For Acad. Year 2023-24),Unit - III Digital Documentation,7. Create and Work with Tables,4,1
CBSE,Class 9,Information Technology,Basics of Information Technology Open Office for (For Acad. Year 2023-24),Unit - III Digital Documentation,8. Understand and Apply Mail Merge,5,1
CBSE,Class 9,Information Technology,Basics of Information Technology Open Office for (For Acad. Year 2023-24),Unit - III Digital Documentation,9. Using the Print Option,6,1
CBSE,Class 9,Information Technology,Basics of Information Technology Open Office for (For Acad. Year 2023-24),Unit - IV Electronic Spreadsheet,11. Apply Editing Features,2,1
CBSE,Class 9,Information Technology,Basics of Information Technology Open Office for (For Acad. Year 2023-24),Unit - IV Electronic Spreadsheet,12. Format Data in the Spreadsheet,3,1
CBSE,Class 9,Information Technology,Basics of Information Technology Open Office for (For Acad. Year 2023-24),Unit - IV Electronic Spreadsheet,13. Understand and Apply Referencing,4,1
CBSE,Class 9,Information Technology,Basics of Information Technology Open Office for (For Acad. Year 2023-24),Unit - IV Electronic Spreadsheet,14. Create and Insert Diff erent Types of Charts in Spreadsheet,5,1
CBSE,Class 9,Information Technology,Basics of Information Technology Open Office for (For Acad. Year 2023-24),Unit - V Digital Presentation,16. Create a Presentation,2,1
CBSE,Class 9,Information Technology,Basics of Information Technology Open Office for (For Acad. Year 2023-24),Unit - V Digital Presentation,17. Work with Slides,3,1
CBSE,Class 9,Information Technology,Basics of Information Technology Open Office for (For Acad. Year 2023-24),Unit - V Digital Presentation,18. Format Text and Apply Animation,4,1
CBSE,Class 9,Information Technology,Basics of Information Technology Open Office for (For Acad. Year 2023-24),Unit - V Digital Presentation,19. Create and Use Table in Presentation,5,1
CBSE,Class 9,Information Technology,Basics of Information Technology Open Office for (For Acad. Year 2023-24),Unit - V Digital Presentation,20. Insert and Format Image in Presentation,6,1
CBSE,Class 9,Information Technology,Basics of Information Technology Open Office for (For Acad. Year 2023-24),Unit - V Digital Presentation,21. Work with Slide Master,7,1
CBSE,Class 10,Information Technology,Basics of Information Technology Open Office for (For Acad. Year 2023-24),Unit - I Digital Documentation (Advanced),2. Insert And Use Images In Document,2,1
CBSE,Class 10,Information Technology,Basics of Information Technology Open Office for (For Acad. Year 2023-24),Unit - I Digital Documentation (Advanced),3. Create and Use Template,3,1
CBSE,Class 10,Information Technology,Basics of Information Technology Open Office for (For Acad. Year 2023-24),Unit - I Digital Documentation (Advanced),4. Create and Customize a Table of Content,4,1
CBSE,Class 10,Information Technology,Basics of Information Technology Open Office for (For Acad. Year 2023-24),Unit - I Digital Documentation (Advanced),5. Implement Mail Merge,5,1
CBSE,Class 10,Information Technology,Basics of Information Technology Open Office for (For Acad. Year 2023-24),Unit - II Electronic Spreadsheet (Advanced),7. Link Data and Spreadsheet,2,1
CBSE,Class 10,Information Technology,Basics of Information Technology Open Office for (For Acad. Year 2023-24),Unit - II Electronic Spreadsheet (Advanced),8. Share and Review a Spreadsheet,3,1
CBSE,Class 10,Information Technology,Basics of Information Technology Open Office for (For Acad. Year 2023-24),Unit - II Electronic Spreadsheet (Advanced),9. Create and Use Macros in Spreadsheet,4,1
CBSE,Class 10,Information Technology,Basics of Information Technology Open Office for (For Acad. Year 2023-24),Unit - III Database Management System,11. Create a Table Using Table Wizard,2,1
CBSE,Class 10,Information Technology,Basics of Information Technology Open Office for (For Acad. Year 2023-24),Unit - III Database Management System,12. Performing Operations on Table,3,1
CBSE,Class 10,Information Technology,Basics of Information Technology Open Office for (For Acad. Year 2023-24),Unit - III Database Management System,13. Retrieve Data Using Query,4,1
CBSE,Class 10,Information Technology,Basics of Information Technology Open Office for (For Acad. Year 2023-24),Unit - III Database Management System,14. Create Forms and Reports Using Wizard,5,1
CBSE,Class 10,Information Technology,Basics of Information Technology Open Office for (For Acad. Year 2023-24),Unit - III Database Management System,15. SQL and DDL Commands,6,1
CBSE,Class 10,Information Technology,Basics of Information Technology Open Office for (For Acad. Year 2023-24),Unit - IV Web Applications and Security,17. Fundamentals of Network,2,1
CBSE,Class 10,Information Technology,Basics of Information Technology Open Office for (For Acad. Year 2023-24),Unit - IV Web Applications and Security,18. Introduction to Instant Messaging,3,1
CBSE,Class 10,Information Technology,Basics of Information Technology Open Office for (For Acad. Year 2023-24),Unit - IV Web Applications and Security,19. Chatting Using Google Chat,4,1
CBSE,Class 10,Information Technology,Basics of Information Technology Open Office for (For Acad. Year 2023-24),Unit - IV Web Applications and Security,20. Creating and Publishing Blogs,5,1
CBSE,Class 10,Information Technology,Basics of Information Technology Open Office for (For Acad. Year 2023-24),Unit - IV Web Applications and Security,21. Publishing Blogs (Using Off line Blog Editors),6,1
CBSE,Class 10,Information Technology,Basics of Information Technology Open Office for (For Acad. Year 2023-24),Unit - IV Web Applications and Security,22. Online Transactions,7,1
CBSE,Class 10,Information Technology,Basics of Information Technology Open Office for (For Acad. Year 2023-24),Unit - IV Web Applications and Security,23. Internet Security,8,1
CBSE,Class 10,Information Technology,Basics of Information Technology Open Office for (For Acad. Year 2023-24),Unit - IV Web Applications and Security,24. Safety at Workplace,9,1
CBSE,Class 10,Information Technology,Basics of Information Technology Open Office for (For Acad. Year 2023-24),Unit - IV Web Applications and Security,25. Preventing Accidents and Emergencies,10,1
CBSE,Class 10,Information Technology,Basics of Information Technology Open Office for (For Acad. Year 2023-24),Unit - IV Web Applications and Security,26. Health and Safety at Workplace,11,1
