Board Name,Class Name,Subject Name,Series Name,Chapter Name,Topic Name,Subtopic Name,Question Type,"Question(If question is mcq or Assertion & Reason  use option 1 to option 4 and in answer give 1,2,3,4 number only not option value, if true false, or any other type question give answer in answer coloumn and for fill in the blanks you can use comma seprator for multiple filling answers eg fill1,fill2, fill3)",Answer,Option1,Option2,Option3,Option4,Explanation,Question Weight(optional),Difficulty Level,Learning Outcomes(optional),"Skills(optional if any seprate with comma ,)","Tags(optional if any seprate with comma ,)","Status(1==active,0=Inactive)"
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,CHAPTER 8 Keeping Healthy,,,Multiple Choice Question (QPG) Test Paper,Keep your body,clean,dirty,clean,tired,sleepy,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 CHAPTER 8 Keeping Healthy Test Paper Generator MCQ 1 ,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,CHAPTER 8 Keeping Healthy,,,Multiple Choice Question (QPG) Test Paper,Eat_____food.,healthy,cold,salty,uncovered,healthy,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 CHAPTER 8 Keeping Healthy Test Paper Generator MCQ 2,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,CHAPTER 8 Keeping Healthy,,,Multiple Choice Question (QPG) Test Paper,Maintan a _________posture.,correct,correct,incorrect,bent,crooked,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 CHAPTER 8 Keeping Healthy Test Paper Generator MCQ 3,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,CHAPTER 8 Keeping Healthy,,,Multiple Choice Question (QPG) Test Paper,We should take a bath ,everyday,once a week,everyday,thrice a week,alternate weeks,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 CHAPTER 8 Keeping Healthy Test Paper Generator MCQ 4,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,CHAPTER 8 Keeping Healthy,,,Multiple Choice Question (QPG) Test Paper,Nails must be trimmed ,regularly,everyday,regularly,every month,every year,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 CHAPTER 8 Keeping Healthy Test Paper Generator MCQ 5,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,CHAPTER 8 Keeping Healthy,,,Multiple Choice Question (QPG) Test Paper,Eat a _____diet.,heavy,unhealthy,heavy,heavy,salty,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 CHAPTER 8 Keeping Healthy Test Paper Generator MCQ 6,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,CHAPTER 8 Keeping Healthy,,,Multiple Choice Question (QPG) Test Paper,Sleep for atleast __________hours.,8,24,8,12,18,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 CHAPTER 8 Keeping Healthy Test Paper Generator MCQ 7,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,CHAPTER 8 Keeping Healthy,,,Multiple Choice Question (QPG) Test Paper,Drink plenty of ,water,juice,cold drinks,water,milk shakes,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 CHAPTER 8 Keeping Healthy Test Paper Generator MCQ 8,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,CHAPTER 8 Keeping Healthy,,,Multiple Choice Question (QPG) Test Paper,We must brush our teeth ______a day.,twice,twice,once,thrice,four times ,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 CHAPTER 8 Keeping Healthy Test Paper Generator MCQ 9,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,CHAPTER 8 Keeping Healthy,,,Multiple Choice Question (QPG) Test Paper,Exercise ___________,daily,twice  a day,thrice  a day,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 CHAPTER 8 Keeping Healthy Test Paper Generator MCQ 10,1
