Board Name,Class Name,Subject Name,Series Name,Chapter Number,Chapter Name,Status,Position
CBSE,Class 1,Social Studies,Illustrative Social Studies,1,Chapter 1- Myself,1,1
CBSE,Class 1,Social Studies,Illustrative Social Studies,2,Chapter 2- My Family,1,2
CBSE,Class 1,Social Studies,Illustrative Social Studies,3,Chapter 3- Roles in the Family,1,3
CBSE,Class 1,Social Studies,Illustrative Social Studies,4,Chapter 4- Good Manners and Good Habits,1,4
CBSE,Class 1,Social Studies,Illustrative Social Studies,5,Chapter 5- Food,1,5
CBSE,Class 1,Social Studies,Illustrative Social Studies,6,Chapter 6- Clothes,1,6
CBSE,Class 1,Social Studies,Illustrative Social Studies,7,Chapter 7- Safety Rules,1,7
CBSE,Class 1,Social Studies,Illustrative Social Studies,8,Chapter 8- Home is the Best,1,8
CBSE,Class 1,Social Studies,Illustrative Social Studies,9,Chapter 9- Rooms in a House,1,9
CBSE,Class 1,Social Studies,Illustrative Social Studies,10,Chapter 10- Homes of Animals,1,10
CBSE,Class 1,Social Studies,Illustrative Social Studies,11,Chapter 11- Stepping into School,1,11
CBSE,Class 1,Social Studies,Illustrative Social Studies,12,Chapter 12- Our Supporters,1,12
CBSE,Class 1,Social Studies,Illustrative Social Studies,13,Chapter 13- Celebrations and Recreation,1,13
