Board Name,Class Name,Subject Name,Series Name,Chapter Number,Chapter Name,Status,Position
CBSE,Class 1,Environmental Studies,Exploring Environmental Studies,1,Chapter 1. About Myself ,1,1
CBSE,Class 1,Environmental Studies,Exploring Environmental Studies,2,Chapter 2. My Body ,1,2
CBSE,Class 1,Environmental Studies,Exploring Environmental Studies,3,Chapter 3. How Our Body Parts Help Us ,1,3
CBSE,Class 1,Environmental Studies,Exploring Environmental Studies,4,Chapter 4. Clothes ,1,4
CBSE,Class 1,Environmental Studies,Exploring Environmental Studies,5,Chapter 5. Our Food ,1,5
CBSE,Class 1,Environmental Studies,Exploring Environmental Studies,6,Chapter 6. Air ,1,6
CBSE,Class 1,Environmental Studies,Exploring Environmental Studies,7,Chapter 7. Water ,1,7
CBSE,Class 1,Environmental Studies,Exploring Environmental Studies,8,Chapter 8. Keeping Healthy,1,8
CBSE,Class 1,Environmental Studies,Exploring Environmental Studies,9,Chapter 9. Safety Rules ,1,9
CBSE,Class 1,Environmental Studies,Exploring Environmental Studies,10,Chapter 10. A Family,1,10
CBSE,Class 1,Environmental Studies,Exploring Environmental Studies,11,Chapter 11. Helping Each Other,1,11
CBSE,Class 1,Environmental Studies,Exploring Environmental Studies,12,Chapter 12. Home Sweet Home,1,12
CBSE,Class 1,Environmental Studies,Exploring Environmental Studies,13,Chapter 13. Rooms in a House ,1,13
CBSE,Class 1,Environmental Studies,Exploring Environmental Studies,14,Chapter 14. Neighbourhood Services,1,14
CBSE,Class 1,Environmental Studies,Exploring Environmental Studies,15,Chapter 15. Festivals are Fun ,1,15
CBSE,Class 1,Environmental Studies,Exploring Environmental Studies,16,Chapter 16. My School,1,16
