Board Name,Class Name,Subject Name,Series Name,Chapter Name,Topic Name,Subtopic Name,Question Type,"Question(If question is mcq or Assertion & Reason  use option 1 to option 4 and in answer give 1,2,3,4 number only not option value, if true false, or any other type question give answer in answer coloumn and for fill in the blanks you can use comma seprator for multiple filling answers eg fill1,fill2, fill3)",Answer,Option1,Option2,Option3,Option4,Explanation,Question Weight(optional),Difficulty Level,Learning Outcomes(optional),"Skills(optional if any seprate with comma ,)","Tags(optional if any seprate with comma ,)","Status(1==active,0=Inactive)"
CBSE,Class 2,Science,Learning Elementary Science (For Acad. Year 2023-24),Chapter 10. Air,NA,NA,Fill in the Blanks,__________ make the air clean.,NA,NA,NA,NA,NA,NA,Other,Easy,Test Learning Outcome 1,Skillone,tagone,1
CBSE,Class 2,Science,Learning Elementary Science (For Acad. Year 2023-24),Chapter 10. Air,NA,NA,Fill in the Blanks,__________ makes the air impure.,NA,NA,NA,NA,NA,NA,Other,Easy,Test Learning Outcome 1,Skillone,tagone,1
CBSE,Class 2,Science,Learning Elementary Science (For Acad. Year 2023-24),Chapter 10. Air,NA,NA,Fill in the Blanks,Air contains__________ .,NA,NA,NA,NA,NA,NA,Other,Easy,Test Learning Outcome 1,Skillone,tagone,1
CBSE,Class 2,Science,Learning Elementary Science (For Acad. Year 2023-24),Chapter 10. Air,NA,NA,Fill in the Blanks,All__________ things need air to live.,NA,NA,NA,NA,NA,NA,Other,Easy,Test Learning Outcome 1,Skillone,tagone,1
CBSE,Class 2,Science,Learning Elementary Science (For Acad. Year 2023-24),Chapter 10. Air,NA,NA,Fill in the Blanks,Germs can make us___________ .,NA,NA,NA,NA,NA,NA,Other,Easy,Test Learning Outcome 1,Skillone,tagone,1
CBSE,Class 2,Science,Learning Elementary Science (For Acad. Year 2023-24),Chapter 10. Air,NA,NA,Short Answer type Questions,List two properties of air.,NA,NA,NA,NA,NA,NA,Other,Easy,Test Learning Outcome 1,Skillone,tagone,1
CBSE,Class 2,Science,Learning Elementary Science (For Acad. Year 2023-24),Chapter 10. Air,NA,NA,Short Answer type Questions,What do we call the dirty air coming out of the factories?,NA,NA,NA,NA,NA,NA,Other,Easy,Test Learning Outcome 1,Skillone,tagone,1
CBSE,Class 2,Science,Learning Elementary Science (For Acad. Year 2023-24),Chapter 10. Air,NA,NA,Short Answer type Questions,What does air contain?,NA,NA,NA,NA,NA,NA,Other,Easy,Test Learning Outcome 1,Skillone,tagone,1
CBSE,Class 2,Science,Learning Elementary Science (For Acad. Year 2023-24),Chapter 10. Air,NA,NA,Short Answer type Questions,Why would we let the windows open?,NA,NA,NA,NA,NA,NA,Other,Easy,Test Learning Outcome 1,Skillone,tagone,1
CBSE,Class 2,Science,Learning Elementary Science (For Acad. Year 2023-24),Chapter 10. Air,NA,NA,True or False,Air is needed for burning.,NA,NA,NA,NA,NA,NA,Other,Easy,Test Learning Outcome 1,Skillone,tagone,1
CBSE,Class 2,Science,Learning Elementary Science (For Acad. Year 2023-24),Chapter 10. Air,NA,NA,True or False,It is healthy to breathe in dirty air.,NA,NA,NA,NA,NA,NA,Other,Easy,Test Learning Outcome 1,Skillone,tagone,1
CBSE,Class 2,Science,Learning Elementary Science (For Acad. Year 2023-24),Chapter 10. Air,NA,NA,True or False,"On heating, water changes to water vapour.",NA,NA,NA,NA,NA,NA,Other,Easy,Test Learning Outcome 1,Skillone,tagone,1
CBSE,Class 2,Science,Learning Elementary Science (For Acad. Year 2023-24),Chapter 10. Air,NA,NA,True or False,We can see the air around us.,NA,NA,NA,NA,NA,NA,Other,Easy,Test Learning Outcome 1,Skillone,tagone,1
CBSE,Class 2,Science,Learning Elementary Science (For Acad. Year 2023-24),Chapter 10. Air,NA,NA,True or False,We should cover our face while sleeping.,NA,NA,NA,NA,NA,NA,Other,Easy,Test Learning Outcome 1,Skillone,tagone,1
CBSE,Class 2,Science,Learning Elementary Science (For Acad. Year 2023-24),Chapter 6. Bones and Muscles,NA,NA,Fill in the Blanks,__________ make all parts of our body work well.,NA,NA,NA,NA,NA,NA,Other,Easy,Test Learning Outcome 1,Skillone,tagone,1
CBSE,Class 2,Science,Learning Elementary Science (For Acad. Year 2023-24),Chapter 6. Bones and Muscles,NA,NA,Fill in the Blanks,__________ move all parts of our body.,NA,NA,NA,NA,NA,NA,Other,Easy,Test Learning Outcome 1,Skillone,tagone,1
CBSE,Class 2,Science,Learning Elementary Science (For Acad. Year 2023-24),Chapter 6. Bones and Muscles,NA,NA,Fill in the Blanks,There are__________ bones in our body.,NA,NA,NA,NA,NA,NA,Other,Easy,Test Learning Outcome 1,Skillone,tagone,1
CBSE,Class 2,Science,Learning Elementary Science (For Acad. Year 2023-24),Chapter 6. Bones and Muscles,NA,NA,Fill in the Blanks,Bones and muscles give__________ to the body.,NA,NA,NA,NA,NA,NA,Other,Easy,Test Learning Outcome 1,Skillone,tagone,1
CBSE,Class 2,Science,Learning Elementary Science (For Acad. Year 2023-24),Chapter 6. Bones and Muscles,NA,NA,Fill in the Blanks,Do not__________ while sitting.,NA,NA,NA,NA,NA,NA,Other,Easy,Test Learning Outcome 1,Skillone,tagone,1
