Board Name,Class Name,Subject Name,Series Name,Chapter Number,Chapter Name,Status,Position
ICSE/ISC,Class 6,Geography,A Textbook of Geography (2023-24),1,Chapter 1 Map Reading,1,1
ICSE/ISC,Class 6,Geography,A Textbook of Geography (2023-24),2,Chapter 2 Landforms,1,2
ICSE/ISC,Class 6,Geography,A Textbook of Geography (2023-24),3,Chapter 3 Water Bodies,1,3
ICSE/ISC,Class 6,Geography,A Textbook of Geography (2023-24),4,Chapter 4 Agriculture,1,4
ICSE/ISC,Class 6,Geography,A Textbook of Geography (2023-24),5,Chapter 5 Minerals,1,5
ICSE/ISC,Class 6,Geography,A Textbook of Geography (2023-24),6,Chapter 6 Study Of Continents – North America,1,6
ICSE/ISC,Class 6,Geography,A Textbook of Geography (2023-24),7,Chapter 7 Study Of Continents – South America,1,7
ICSE/ISC,Class 7,Geography,A Textbook of Geography (2023-24),1,Chapter 1 Representation Of Geographical Features,1,1
ICSE/ISC,Class 7,Geography,A Textbook of Geography (2023-24),2,Chapter 2 Atmosphere,1,2
ICSE/ISC,Class 7,Geography,A Textbook of Geography (2023-24),3,Chapter 3 Weather And Climate,1,3
ICSE/ISC,Class 7,Geography,A Textbook of Geography (2023-24),4,Chapter 4 Weathering And Soil Formation,1,4
ICSE/ISC,Class 7,Geography,A Textbook of Geography (2023-24),5,Chapter 5 Industries,1,5
ICSE/ISC,Class 7,Geography,A Textbook of Geography (2023-24),6,Chapter 6 Energy And Power Resources,1,6
ICSE/ISC,Class 7,Geography,A Textbook of Geography (2023-24),7,"Chapter 7 Europe - Location, Political Divisions And Physical Features",1,7
ICSE/ISC,Class 7,Geography,A Textbook of Geography (2023-24),8,"Chapter 8 Africa - Location, Political Divisions And Physical Features",1,8
ICSE/ISC,Class 7,Geography,A Textbook of Geography (2023-24),9,"Chapter 9 Australia - Location, Political Divisions And Physical Features",1,9
ICSE/ISC,Class 7,Geography,A Textbook of Geography (2023-24),10,Chapter 10 Antarctica,1,10
ICSE/ISC,Class 8,Geography,A Textbook of Geography (2023-24),1,Chapter 1 Representation Of Geographical Features,1,1
ICSE/ISC,Class 8,Geography,A Textbook of Geography (2023-24),2,Chapter 2 Population Dynamics,1,2
ICSE/ISC,Class 8,Geography,A Textbook of Geography (2023-24),3,Chapter 3 Migration,1,3
ICSE/ISC,Class 8,Geography,A Textbook of Geography (2023-24),4,Chapter 4 Urbanisation,1,4
ICSE/ISC,Class 8,Geography,A Textbook of Geography (2023-24),5,Chapter 5 Natural And Man-Made Disaster,1,5
ICSE/ISC,Class 8,Geography,A Textbook of Geography (2023-24),6,Chapter 6 Asia : The Largest Continent - Location And Physical Features,1,6
ICSE/ISC,Class 8,Geography,A Textbook of Geography (2023-24),7,"Chapter 7 Asia: Climate, Natural Vegetation And Wildlife",1,7
ICSE/ISC,Class 8,Geography,A Textbook of Geography (2023-24),8,Chapter 8 India : Geographical Features,1,8
ICSE/ISC,Class 8,Geography,A Textbook of Geography (2023-24),9,"Chapter 9 India : Climate, Flora And Fauna",1,9
ICSE/ISC,Class 8,Geography,A Textbook of Geography (2023-24),10,Chapter 10 India : Human Resources,1,10
ICSE/ISC,Class 9,Geography,A Textbook of Geography (2023-24),1,Chapter 1 Earth As A Planet,1,1
ICSE/ISC,Class 9,Geography,A Textbook of Geography (2023-24),2,Chapter 2 Latitudes And Longitudes,1,2
ICSE/ISC,Class 9,Geography,A Textbook of Geography (2023-24),3,Chapter 3 Rotation And Revolution,1,3
ICSE/ISC,Class 9,Geography,A Textbook of Geography (2023-24),4,Chapter 4 Earth's Structure,1,4
ICSE/ISC,Class 9,Geography,A Textbook of Geography (2023-24),5,Chapter 5 Landforms Of The Earth,1,5
ICSE/ISC,Class 9,Geography,A Textbook of Geography (2023-24),6,Chapter 6 Rocks And Rock Cycle,1,6
ICSE/ISC,Class 9,Geography,A Textbook of Geography (2023-24),7,Chapter 7 Volcanoes,1,7
ICSE/ISC,Class 9,Geography,A Textbook of Geography (2023-24),8,Chapter 8 Earthquakes,1,8
ICSE/ISC,Class 9,Geography,A Textbook of Geography (2023-24),9,Chapter 9 Weathering And Denudation,1,9
ICSE/ISC,Class 9,Geography,A Textbook of Geography (2023-24),10,Chapter 10 Tides And Ocean Currents,1,10
ICSE/ISC,Class 9,Geography,A Textbook of Geography (2023-24),11,Chapter 11 Composition And Structure Of The Atmosphere,1,11
ICSE/ISC,Class 9,Geography,A Textbook of Geography (2023-24),12,Chapter 12 Insolation,1,12
ICSE/ISC,Class 9,Geography,A Textbook of Geography (2023-24),13,Chapter 13 Atmospheric Pressure And Winds,1,13
ICSE/ISC,Class 9,Geography,A Textbook of Geography (2023-24),14,Chapter 14 Humidity,1,14
ICSE/ISC,Class 9,Geography,A Textbook of Geography (2023-24),15,Chapter 15 Pollution -Types And Sources,1,15
