Board Name,Class Name,Subject Name,Series Name,Chapter Name,Topic Name,Subtopic Name,Question Type,"Question(If question is mcq or Assertion & Reason  use option 1 to option 4 and in answer give 1,2,3,4 number only not option value, if true false, or any other type question give answer in answer coloumn and for fill in the blanks you can use comma seprator for multiple filling answers eg fill1,fill2, fill3)",Answer,Option1,Option2,Option3,Option4,Explanation,Question Weight(optional),Difficulty Level,Learning Outcomes(optional),"Skills(optional if any seprate with comma ,)","Tags(optional if any seprate with comma ,)","Status(1==active,0=Inactive)"
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 2 My Body,,,Multiple Choice Question (QPG) Test Paper, What is the body part we use to smell?,N/A,Eyes,Nose,Ears,Mouth,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Environmental Studies Chapter 2 My Body: MCQ 1,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 2 My Body,,,Multiple Choice Question (QPG) Test Paper, Which body part do we use for hearing?,N/A,Hands,Feet,Eyes,Ears,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Environmental Studies Chapter 2 My Body: MCQ 2,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 2 My Body,,,Multiple Choice Question (QPG) Test Paper, Which part of the body helps us to taste food?,N/A,Tongue,Elbow,Knee,Shoulder,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Environmental Studies Chapter 2 My Body: MCQ 3,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 2 My Body,,,Multiple Choice Question (QPG) Test Paper, What do we use to see things around us?,N/A,Nose,Eyes,Mouth,Ears,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Environmental Studies Chapter 2 My Body: MCQ 4,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 2 My Body,,,Multiple Choice Question (QPG) Test Paper, Which body part helps us to walk and run?,N/A,Hands,Feet,Head,Stomach,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Environmental Studies Chapter 2 My Body: MCQ 5,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 2 My Body,,,Multiple Choice Question (QPG) Test Paper, What is the body part we use for talking and eating?,N/A,Nose,Eyes,Mouth,Ears,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Environmental Studies Chapter 2 My Body: MCQ 6,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 2 My Body,,,Multiple Choice Question (QPG) Test Paper, Which part of the body helps us to write and draw?,N/A,Feet,Hands,Head,Stomach,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Environmental Studies Chapter 2 My Body: MCQ 7,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 2 My Body,,,Multiple Choice Question (QPG) Test Paper, What do we use to feel things?,N/A,Eyes,Nose,Skin,Ears,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Environmental Studies Chapter 2 My Body: MCQ 8,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 2 My Body,,,Multiple Choice Question (QPG) Test Paper, Which body part do we use for kicking a ball?,N/A,Hands,Feet,Head,Elbow,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Environmental Studies Chapter 2 My Body: MCQ 9,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 2 My Body,,,Multiple Choice Question (QPG) Test Paper, What is the sense organ  we use to taste food?,N/A,Eyes,Tongue,Mouth,Ears,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Environmental Studies Chapter 2 My Body: MCQ 10,1
