Board Name,Class Name,Subject Name,Series Name,Chapter Name,Topic Name,Subtopic Name,Question Type,Question,Answer,Option1,Option2,Option3,Option4,Explanation,Question Weight(optional),Difficulty Level,Learning Outcomes(optional),"Skills(optional if any seprate with comma ,)","Tags(optional if any seprate with comma ,)","Status(1==active,0=Inactive)"
CBSE,Class 4,Science,Illustrative Science,Chapter 1 Plants The Producers,,,Multiple Choice Question (QPG) Test Paper, Which of the following is not a part of a plant?,N/A, Flower, Stem, Root, Stomach,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","Illustrative science Class 4 Chapter 1, Test Paper Generator",1
CBSE,Class 4,Science,Illustrative Science,Chapter 1 Plants The Producers,,,Multiple Choice Question (QPG) Test Paper, The green pigment in leaves that helps in photosynthesis is called:,N/A, Chlorophyll, Carotene, Xanthophyll, Melanin,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","Illustrative science Class 4 Chapter 1, Test Paper Generator",1
CBSE,Class 4,Science,Illustrative Science,Chapter 1 Plants The Producers,,,Multiple Choice Question (QPG) Test Paper, What is the process by which plants make their own food?,N/A, Digestion, Photosynthesis, Respiration, Transpiration,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","Illustrative science Class 4 Chapter 1, Test Paper Generator",1
CBSE,Class 4,Science,Illustrative Science,Chapter 1 Plants The Producers,,,Multiple Choice Question (QPG) Test Paper," Which type of plant has a thick, woody stem called a trunk?",N/A, Herb, Shrub, Climber, Tree,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","Illustrative science Class 4 Chapter 1, Test Paper Generator",1
CBSE,Class 4,Science,Illustrative Science,Chapter 1 Plants The Producers,,,Multiple Choice Question (QPG) Test Paper, What are the tiny holes on the underside of leaves called?,N/A, Veins, Stomata, Midrib, Petiole,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","Illustrative science Class 4 Chapter 1, Test Paper Generator",1
CBSE,Class 4,Science,Illustrative Science,Chapter 1 Plants The Producers,,,Multiple Choice Question (QPG) Test Paper, Which of the following plants has a taproot system?,N/A, Grass, Onion, Carrot, Wheat,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","Illustrative science Class 4 Chapter 1, Test Paper Generator",1
CBSE,Class 4,Science,Illustrative Science,Chapter 1 Plants The Producers,,,Multiple Choice Question (QPG) Test Paper, Which plant is known as the largest herb on earth?,N/A, Bamboo, Banana, Sunflower, Eucalyptus,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","Illustrative science Class 4 Chapter 1, Test Paper Generator",1
CBSE,Class 4,Science,Illustrative Science,Chapter 1 Plants The Producers,,,Multiple Choice Question (QPG) Test Paper, Which type of plant needs support to grow vertically?,N/A, Tree, Shrub, Climber, Creeper,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","Illustrative science Class 4 Chapter 1, Test Paper Generator",1
CBSE,Class 4,Science,Illustrative Science,Chapter 1 Plants The Producers,,,Multiple Choice Question (QPG) Test Paper, What is the purpose of stomata on the underside of a leaf?,N/A, Absorption of sunlight, Water storage, Gas exchange, Flower reproduction,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","Illustrative science Class 4 Chapter 1, Test Paper Generator",1
CBSE,Class 4,Science,Illustrative Science,Chapter 1 Plants The Producers,,,Multiple Choice Question (QPG) Test Paper," Which type of root system is found in grass, wheat, onion, and sugarcane?",N/A, Tap root, Fibrous root, Adventitious root, Storage root,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","Illustrative science Class 4 Chapter 1, Test Paper Generator",1
