Board Name,Class Name,Subject Name,Series Name,Chapter Name,Topic Name,Subtopic Name,Question Type,"Question(If question is mcq or Assertion & Reason  use option 1 to option 4 and in answer give 1,2,3,4 number only not option value, if true false, or any other type question give answer in answer coloumn and for fill in the blanks you can use comma seprator for multiple filling answers eg fill1,fill2, fill3)",Answer,Option1,Option2,Option3,Option4,Explanation,Question Weight(optional),Difficulty Level,Learning Outcomes(optional),"Skills(optional if any seprate with comma ,)","Tags(optional if any seprate with comma ,)","Status(1==active,0=Inactive)"
CBSE,Class 3,Science,Learning Elementary Science (For Acad. Year 2023-24),Chapter 1 Living and Non-Living Things,,,Fill in the Blanks,___________________ breathe with the help of spiracles.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
CBSE,Class 3,Science,Learning Elementary Science (For Acad. Year 2023-24),Chapter 1 Living and Non-Living Things,,,Fill in the Blanks,All living things _____________________ .,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
CBSE,Class 3,Science,Learning Elementary Science (For Acad. Year 2023-24),Chapter 1 Living and Non-Living Things,,,Fill in the Blanks,All living things need__________ to grow.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
CBSE,Class 3,Science,Learning Elementary Science (For Acad. Year 2023-24),Chapter 1 Living and Non-Living Things,,,Fill in the Blanks,All living things produce their own__________ .,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
CBSE,Class 3,Science,Learning Elementary Science (For Acad. Year 2023-24),Chapter 1 Living and Non-Living Things,,,Fill in the Blanks,Plants breathe through__________ present on their leaves.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
CBSE,Class 3,Science,Learning Elementary Science (For Acad. Year 2023-24),Chapter 1 Living and Non-Living Things,,,Fill in the Blanks,Plants prepare their own __________.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
CBSE,Class 3,Science,Learning Elementary Science (For Acad. Year 2023-24),Chapter 1 Living and Non-Living Things,,,Fill in the Blanks,Some plants like__________ have a sense of touch.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
CBSE,Class 3,Science,Learning Elementary Science (For Acad. Year 2023-24),Chapter 1 Living and Non-Living Things,,,Fill in the Blanks,Young birds hatch out of an __________.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
CBSE,Class 3,Science,Learning Elementary Science (For Acad. Year 2023-24),Chapter 1 Living and Non-Living Things,,,Multiple Choice Questions,Animals feel with the help of,N/A,fins,sense organs,leaves,stomata,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
CBSE,Class 3,Science,Learning Elementary Science (For Acad. Year 2023-24),Chapter 1 Living and Non-Living Things,,,Multiple Choice Questions,Things which have been provided by nature are called,N/A,None of these,Man-made things,Natural things,None of the above,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
CBSE,Class 3,Science,Learning Elementary Science (For Acad. Year 2023-24),Chapter 1 Living and Non-Living Things,,,Multiple Choice Questions,Which one of the following is a living thing?,N/A,Table,Plant,Bus,None of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
CBSE,Class 3,Science,Learning Elementary Science (For Acad. Year 2023-24),Chapter 1 Living and Non-Living Things,,,Multiple Choice Questions,Which one of the following is a non-living thing?,N/A,Plant,Dog,None of these,Car,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
CBSE,Class 3,Science,Learning Elementary Science (For Acad. Year 2023-24),Chapter 1 Living and Non-Living Things,,,Short Answer type Questions,What are man-made things?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
CBSE,Class 3,Science,Learning Elementary Science (For Acad. Year 2023-24),Chapter 1 Living and Non-Living Things,,,Short Answer type Questions,What are natural things?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
CBSE,Class 3,Science,Learning Elementary Science (For Acad. Year 2023-24),Chapter 1 Living and Non-Living Things,,,Short Answer type Questions,What are the organs of respiration in a plant? Where are they found?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
