Board Name,Class Name,Subject Name,Series Name,Chapter Number,Chapter Name,Status,Position
CBSE,LKG,Semester Books,Bloomsbury,1,Semester 1 : English,1,1
CBSE,LKG,Semester Books,Bloomsbury,2,Semester 1 : Mathematics,1,2
CBSE,LKG,Semester Books,Bloomsbury,3,Semester 1 : Environmental Studies,1,3
CBSE,LKG,Semester Books,Bloomsbury,4,Semester 2 : English,1,4
CBSE,LKG,Semester Books,Bloomsbury,5,Semester 2 : Mathematics,1,5
CBSE,LKG,Semester Books,Bloomsbury,6,Semester 2 : Environmental Studies,1,6
CBSE,UKG,Semester Books,Bloomsbury,1,Semester 1 : English,1,1
CBSE,UKG,Semester Books,Bloomsbury,2,Semester 1 : Mathematics,1,2
CBSE,UKG,Semester Books,Bloomsbury,3,Semester 1 : Environmental Studies,1,3
CBSE,UKG,Semester Books,Bloomsbury,4,Semester 2 : English,1,4
CBSE,UKG,Semester Books,Bloomsbury,5,Semester 2 : Mathematics,1,5
CBSE,UKG,Semester Books,Bloomsbury,6,Semester 2 : Environmental Studies,1,6
CBSE,Class 1,Semester Books,Bloomsbury,1,Semester 1 : English,1,1
CBSE,Class 1,Semester Books,Bloomsbury,2,Semester 1 : Mathematics,1,2
CBSE,Class 1,Semester Books,Bloomsbury,3,Semester 1 : Environmental Studies,1,3
CBSE,Class 1,Semester Books,Bloomsbury,4,Semester 2 : English,1,4
CBSE,Class 1,Semester Books,Bloomsbury,5,Semester 2 : Mathematics,1,5
CBSE,Class 1,Semester Books,Bloomsbury,6,Semester 2 : Environmental Studies,1,6
CBSE,Class 2,Semester Books,Bloomsbury,1,Semester 1 : English,1,1
CBSE,Class 2,Semester Books,Bloomsbury,2,Semester 1 : Mathematics,1,2
CBSE,Class 2,Semester Books,Bloomsbury,3,Semester 1 : Environmental Studies,1,3
CBSE,Class 2,Semester Books,Bloomsbury,4,Semester 2 : English,1,4
CBSE,Class 2,Semester Books,Bloomsbury,5,Semester 2 : Mathematics,1,5
CBSE,Class 2,Semester Books,Bloomsbury,6,Semester 2 : Environmental Studies,1,6
CBSE,Class 3,Semester Books,Bloomsbury,1,Semester 1 : English,1,1
CBSE,Class 3,Semester Books,Bloomsbury,2,Semester 1 : Mathematics,1,2
CBSE,Class 3,Semester Books,Bloomsbury,3,Semester 1 : Science,1,3
CBSE,Class 3,Semester Books,Bloomsbury,4,Semester 1 : Social Studies,1,4
CBSE,Class 3,Semester Books,Bloomsbury,5,Semester 1 : English,1,5
CBSE,Class 3,Semester Books,Bloomsbury,6,Semester 1 : Mathematics,1,6
CBSE,Class 3,Semester Books,Bloomsbury,7,Semester 1 : Science,1,7
CBSE,Class 3,Semester Books,Bloomsbury,8,Semester 1 : Social Studies,1,8
CBSE,Class 4,Semester Books,Bloomsbury,1,Semester 1 : English,1,1
CBSE,Class 4,Semester Books,Bloomsbury,2,Semester 1 : Mathematics,1,2
CBSE,Class 4,Semester Books,Bloomsbury,3,Semester 1 : Science,1,3
CBSE,Class 4,Semester Books,Bloomsbury,4,Semester 1 : Social Studies,1,4
CBSE,Class 4,Semester Books,Bloomsbury,5,Semester 1 : English,1,5
CBSE,Class 4,Semester Books,Bloomsbury,6,Semester 1 : Mathematics,1,6
CBSE,Class 4,Semester Books,Bloomsbury,7,Semester 1 : Science,1,7
CBSE,Class 4,Semester Books,Bloomsbury,8,Semester 1 : Social Studies,1,8
CBSE,Class 5,Semester Books,Bloomsbury,1,Semester 1 : English,1,1
CBSE,Class 5,Semester Books,Bloomsbury,2,Semester 1 : Mathematics,1,2
CBSE,Class 5,Semester Books,Bloomsbury,3,Semester 1 : Science,1,3
CBSE,Class 5,Semester Books,Bloomsbury,4,Semester 1 : Social Studies,1,4
CBSE,Class 5,Semester Books,Bloomsbury,5,Semester 1 : English,1,5
CBSE,Class 5,Semester Books,Bloomsbury,6,Semester 1 : Mathematics,1,6
CBSE,Class 5,Semester Books,Bloomsbury,7,Semester 1 : Science,1,7
CBSE,Class 5,Semester Books,Bloomsbury,8,Semester 1 : Social Studies,1,8
