Board Name,Class Name,Subject Name,Series Name,Chapter Name,Topic Name,Subtopic Name,Question Type,"Question(If question is mcq or Assertion & Reason  use option 1 to option 4 and in answer give 1,2,3,4 number only not option value, if true false, or any other type question give answer in answer coloumn and for fill in the blanks you can use comma seprator for multiple filling answers eg fill1,fill2, fill3)",Answer,Option1,Option2,Option3,Option4,Explanation,Question Weight(optional),Difficulty Level,Learning Outcomes(optional),"Skills(optional if any seprate with comma ,)","Tags(optional if any seprate with comma ,)","Status(1==active,0=Inactive)"
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 13 My Country,,,Multiple Choice Question (QPG) Test Paper,Our national flag is called ,Tiranga,three stripes,Tiranga,rupee,banyan,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 13 My Country Test Paper Generator MCQ 1 ,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 13 My Country,,,Multiple Choice Question (QPG) Test Paper,_______is our national tree.,Banyan,Neem,Peepal,Mango,Banyan,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 13 My Country Test Paper Generator MCQ 2,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 13 My Country,,,Multiple Choice Question (QPG) Test Paper,Peacock is our national_______,bird,bird,game,tree,animal,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 13 My Country Test Paper Generator MCQ 3,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 13 My Country,,,Multiple Choice Question (QPG) Test Paper,Our national currency is,rupee,dollars,rupee,pound,rial,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 13 My Country Test Paper Generator MCQ 4,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 13 My Country,,,Multiple Choice Question (QPG) Test Paper,Republic Day is a  ____________festival.,national,religious,national,international,harvest,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 13 My Country Test Paper Generator MCQ 5,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 13 My Country,,,Multiple Choice Question (QPG) Test Paper,________is our national flower.,Lotus,Rose,Hibiscus,Lotus,Sunflower,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 13 My Country Test Paper Generator MCQ 6,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 13 My Country,,,True or False (QPG),Apple is the national fruit of India.,NA,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 13 My Country Test Paper Generator True or False 1,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 13 My Country,,,True or False (QPG),Gandhi Jayanti is a national festival. ,NA,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 13 My Country Test Paper Generator True or False 2,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 13 My Country,,,True or False (QPG),National Festivals are celebrated by the entire nation.,NA,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 13 My Country Test Paper Generator True or False 3,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 13 My Country,,,True or False (QPG),Peepal is our national tree.,NA,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 13 My Country Test Paper Generator True or False 4,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 13 My Country,,,True or False (QPG),Republic Day s celebrated at Red Fort every year.,NA,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 13 My Country Test Paper Generator True or False 5,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 13 My Country,,,True or False (QPG),Gandhiji was born in Porbandar in Gujarat.,NA,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 13 My Country Test Paper Generator True or False 6,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 13 My Country,,,Very Short Answer Questions (QPG),Name our national animal.,NA,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 13 My Country Test Paper Generator Very Short Answer Questions 1,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 13 My Country,,,Very Short Answer Questions (QPG),Name our national song.,NA,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 13 My Country Test Paper Generator Very Short Answer Questions 2,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 13 My Country,,,Very Short Answer Questions (QPG),Name our national anthem.,NA,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 13 My Country Test Paper Generator Very Short Answer Questions 3,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 13 My Country,,,Very Short Answer Questions (QPG),Name our national flower.,NA,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 13 My Country Test Paper Generator Very Short Answer Questions 4,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 13 My Country,,,Very Short Answer Questions (QPG),When was Gandhiji born?,NA,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 13 My Country Test Paper Generator Very Short Answer Questions 5,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 13 My Country,,,Very Short Answer Questions (QPG),When did India gain independence?,NA,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 13 My Country Test Paper Generator Very Short Answer Questions 6,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 13 My Country,,,Short Answer Questions (QPG),Write about our national animal and national bird. ,NA,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 13 My Country Test Paper Generator Short Answer Questions 1 ,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 13 My Country,,,Short Answer Questions (QPG),How should you behave when the national anthem is played?,NA,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 13 My Country Test Paper Generator Short Answer Questions 2,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 13 My Country,,,Short Answer Questions (QPG),What are national festivals?,NA,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 13 My Country Test Paper Generator Short Answer Questions 3,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 13 My Country,,,Short Answer Questions (QPG),Who wrote our national anthem?,NA,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 13 My Country Test Paper Generator Short Answer Questions 4,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 13 My Country,,,Short Answer Questions (QPG),What are our national anthem and national song?,NA,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 13 My Country Test Paper Generator Short Answer Questions 5,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 13 My Country,,,Short Answer Questions (QPG),Write two lines about Independence Day.,NA,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 13 My Country Test Paper Generator Short Answer Questions 6,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 13 My Country,,,Fill in the blank (QPG),Our national flag is a  _______________,NA,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 13 My Country Test Paper Generator Fill in the blanks 1,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 13 My Country,,,Fill in the blank (QPG),Our national fruit is ___________,NA,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 13 My Country Test Paper Generator Fill in the blanks 2,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 13 My Country,,,Fill in the blank (QPG),India became independent on _____________,NA,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 13 My Country Test Paper Generator Fill in the blanks 3,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 13 My Country,,,Fill in the blank (QPG),On 26th January 1950 we celebrated our first___________________,NA,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 13 My Country Test Paper Generator Fill in the blanks 4,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 13 My Country,,,Fill in the blank (QPG),Gandhiji’s birthday is celebrated as  Gandhi __________,NA,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 13 My Country Test Paper Generator Fill in the blanks 5,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 13 My Country,,,Fill in the blank (QPG),___________________is the national anthem of India.,NA,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 13 My Country Test Paper Generator Fill in the blanks 6,1
