Board Name,Class Name,Subject Name,Series Name,Chapter Name,Topic Name,Subtopic Name,Question Type,Question,Answer,Option1,Option2,Option3,Option4,Explanation,Question Weight(optional),Difficulty Level,Learning Outcomes(optional),"Skills(optional if any seprate with comma ,)","Tags(optional if any seprate with comma ,)","Status(1==active,0=Inactive)"
CBSE,Class 4,Computer Science,Computer Science Success 2024,"Chapter 1 Computer Hardware Devices(Input, Process, Output, Storage)",,,Multiple Choice Question (QPG) Test Paper,_______________is used to record sound into the computer.,N/A,Telephone ,Microphone ,Scanner,All of the Above,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","Computer Science Success 2024 Chapter 1 Computer Hardware Devices(Input, Process, Output, Storage) Multiple Choice Question (QPG) Test Paper 1",1
CBSE,Class 4,Computer Science,Computer Science Success 2024,"Chapter 1 Computer Hardware Devices(Input, Process, Output, Storage)",,,Multiple Choice Question (QPG) Test Paper,_______________ looks like an upside-down mouse.,N/A,Volleyball ,Basketball ,Trackball,All of the Above,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","Computer Science Success 2024 Chapter 1 Computer Hardware Devices(Input, Process, Output, Storage) Multiple Choice Question (QPG) Test Paper 2",1
CBSE,Class 4,Computer Science,Computer Science Success 2024,"Chapter 1 Computer Hardware Devices(Input, Process, Output, Storage)",,,Multiple Choice Question (QPG) Test Paper,_______________ is not a pointing device.,N/A,Mouse ,Monitor ,Light pen,All of the Above,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","Computer Science Success 2024 Chapter 1 Computer Hardware Devices(Input, Process, Output, Storage) Multiple Choice Question (QPG) Test Paper 3",1
CBSE,Class 4,Computer Science,Computer Science Success 2024,"Chapter 1 Computer Hardware Devices(Input, Process, Output, Storage)",,,Multiple Choice Question (QPG) Test Paper,_______________ is a sequence of black lines on white background.,N/A,Printer ,Barcode ,Scanner,All of the Above,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","Computer Science Success 2024 Chapter 1 Computer Hardware Devices(Input, Process, Output, Storage) Multiple Choice Question (QPG) Test Paper 4",1
CBSE,Class 4,Computer Science,Computer Science Success 2024,"Chapter 1 Computer Hardware Devices(Input, Process, Output, Storage)",,,Multiple Choice Question (QPG) Test Paper,_______________Which of the following storage devices is plugged into the USB port of the computer?,N/A,Hard disk,Compact disc,Pen drive,All of the Above,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","Computer Science Success 2024 Chapter 1 Computer Hardware Devices(Input, Process, Output, Storage) Multiple Choice Question (QPG) Test Paper 5",1
CBSE,Class 4,Computer Science,Computer Science Success 2024,"Chapter 1 Computer Hardware Devices(Input, Process, Output, Storage)",,,Fill in the blank (QPG),________ is used to play games on a computer.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","Computer Science Success 2024 Chapter 1 Computer Hardware Devices(Input, Process, Output, Storage) Fill in the blank (QPG) 1",1
CBSE,Class 4,Computer Science,Computer Science Success 2024,"Chapter 1 Computer Hardware Devices(Input, Process, Output, Storage)",,,Fill in the blank (QPG),________ is commonly used in laptops.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","Computer Science Success 2024 Chapter 1 Computer Hardware Devices(Input, Process, Output, Storage) Fill in the blank (QPG) 2",1
CBSE,Class 4,Computer Science,Computer Science Success 2024,"Chapter 1 Computer Hardware Devices(Input, Process, Output, Storage)",,,Fill in the blank (QPG),________ is used to read and scan the text.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","Computer Science Success 2024 Chapter 1 Computer Hardware Devices(Input, Process, Output, Storage) Fill in the blank (QPG) 3",1
CBSE,Class 4,Computer Science,Computer Science Success 2024,"Chapter 1 Computer Hardware Devices(Input, Process, Output, Storage)",,,Fill in the blank (QPG),________ is a pen-shaped pointing device.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","Computer Science Success 2024 Chapter 1 Computer Hardware Devices(Input, Process, Output, Storage) Fill in the blank (QPG) 4",1
CBSE,Class 4,Computer Science,Computer Science Success 2024,"Chapter 1 Computer Hardware Devices(Input, Process, Output, Storage)",,,Fill in the blank (QPG),________ is the brain of a computer.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","Computer Science Success 2024 Chapter 1 Computer Hardware Devices(Input, Process, Output, Storage) Fill in the blank (QPG) 5",1
CBSE,Class 4,Computer Science,Computer Science Success 2024,"Chapter 1 Computer Hardware Devices(Input, Process, Output, Storage)",,,True or False (QPG),ALU stands for Arithmetic and Long Unit.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","Computer Science Success 2024 Chapter 1 Computer Hardware Devices(Input, Process, Output, Storage) True or False (QPG) 1",1
CBSE,Class 4,Computer Science,Computer Science Success 2024,"Chapter 1 Computer Hardware Devices(Input, Process, Output, Storage)",,,True or False (QPG),Speakers are used to hear the sound.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","Computer Science Success 2024 Chapter 1 Computer Hardware Devices(Input, Process, Output, Storage) True or False (QPG) 2",1
CBSE,Class 4,Computer Science,Computer Science Success 2024,"Chapter 1 Computer Hardware Devices(Input, Process, Output, Storage)",,,True or False (QPG),Barcode readers are used in supermarkets.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","Computer Science Success 2024 Chapter 1 Computer Hardware Devices(Input, Process, Output, Storage) True or False (QPG) 3",1
CBSE,Class 4,Computer Science,Computer Science Success 2024,"Chapter 1 Computer Hardware Devices(Input, Process, Output, Storage)",,,True or False (QPG),Scanner is an output device.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","Computer Science Success 2024 Chapter 1 Computer Hardware Devices(Input, Process, Output, Storage) True or False (QPG) 4",1
CBSE,Class 4,Computer Science,Computer Science Success 2024,"Chapter 1 Computer Hardware Devices(Input, Process, Output, Storage)",,,True or False (QPG),Light pen is a ball-shaped device.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","Computer Science Success 2024 Chapter 1 Computer Hardware Devices(Input, Process, Output, Storage) True or False (QPG) 5",1
CBSE,Class 4,Computer Science,Computer Science Success 2024,"Chapter 1 Computer Hardware Devices(Input, Process, Output, Storage)",,,Short Answer Questions (QPG),Write the names of any two: (a) Input devices (b) Output devices (c) Storage devices,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","Computer Science Success 2024 Chapter 1 Computer Hardware Devices(Input, Process, Output, Storage) Short Answer Questions (QPG) 1",1
CBSE,Class 4,Computer Science,Computer Science Success 2024,"Chapter 1 Computer Hardware Devices(Input, Process, Output, Storage)",,,Short Answer Questions (QPG),Write down the names of different parts of CPU.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","Computer Science Success 2024 Chapter 1 Computer Hardware Devices(Input, Process, Output, Storage) Short Answer Questions (QPG) 2",1
CBSE,Class 4,Computer Science,Computer Science Success 2024,"Chapter 1 Computer Hardware Devices(Input, Process, Output, Storage)",,,Short Answer Questions (QPG),Name any two types of monitors used nowadays.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","Computer Science Success 2024 Chapter 1 Computer Hardware Devices(Input, Process, Output, Storage) Short Answer Questions (QPG) 3",1
CBSE,Class 4,Computer Science,Computer Science Success 2024,"Chapter 1 Computer Hardware Devices(Input, Process, Output, Storage)",,,Short Answer Questions (QPG),What is a scanner? Also1 name the two types of scanner.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","Computer Science Success 2024 Chapter 1 Computer Hardware Devices(Input, Process, Output, Storage) Short Answer Questions (QPG) 4",1
CBSE,Class 4,Computer Science,Computer Science Success 2024,"Chapter 1 Computer Hardware Devices(Input, Process, Output, Storage)",,,Short Answer Questions (QPG),What is a light pen?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","Computer Science Success 2024 Chapter 1 Computer Hardware Devices(Input, Process, Output, Storage) Short Answer Questions (QPG) 5",1
CBSE,Class 4,Computer Science,Computer Science Success 2024,"Chapter 1 Computer Hardware Devices(Input, Process, Output, Storage)",,,Activity Based Question QPG,Rakesh has recently bought a laptop. He previously worked on a desktop computer. In the laptop he cannot locate the mouse. Help Rakesh find the replacement for mouse in the laptop.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","Computer Science Success 2024 Chapter 1 Computer Hardware Devices(Input, Process, Output, Storage) Activity Based Question QPG 1",1
CBSE,Class 4,Computer Science,Computer Science Success 2024,"Chapter 1 Computer Hardware Devices(Input, Process, Output, Storage)",,,Activity Based Question QPG,Tarun wants to record his own voice in the computer and find out how good his singing voice is. He does not know which device will let him to record his voice. How can you help Tarun?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","Computer Science Success 2024 Chapter 1 Computer Hardware Devices(Input, Process, Output, Storage) Activity Based Question QPG 2",1
CBSE,Class 4,Computer Science,Computer Science Success 2024,Chapter 2 Memory and Data Storage,,,Multiple Choice Question (QPG) Test Paper,A group of 8 bits is called____________,N/A,nibble ,byte ,memory,All of the Above,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Computer Science Success 2024 Chapter 2 Memory and Data Storage Multiple Choice Question (QPG) Test Paper 1,1
CBSE,Class 4,Computer Science,Computer Science Success 2024,Chapter 2 Memory and Data Storage,,,Multiple Choice Question (QPG) Test Paper,1 TB is equals to 1024____________,N/A,KB ,GB ,MB,All of the Above,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Computer Science Success 2024 Chapter 2 Memory and Data Storage Multiple Choice Question (QPG) Test Paper 2,1
