Board Name,Class Name,Subject Name,Series Name,Chapter Name,Topic Name,Subtopic Name,Question Type,"Question(If question is mcq or Assertion & Reason  use option 1 to option 4 and in answer give 1,2,3,4 number only not option value, if true false, or any other type question give answer in answer coloumn and for fill in the blanks you can use comma seprator for multiple filling answers eg fill1,fill2, fill3)",Answer,Option1,Option2,Option3,Option4,Explanation,Question Weight(optional),Difficulty Level,Learning Outcomes(optional),"Skills(optional if any seprate with comma ,)","Tags(optional if any seprate with comma ,)","Status(1==active,0=Inactive)"
CBSE,Class 6,English,Elementary English Grammar and Composition ,ACTIVE AND PASSIVE VOICE,,,Fill in the blank (QPG),"It ________ (suggest) last week that a new pension plan should be presented before the
Lok Sabha.",N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Elementary English Grammar and Composition Class 6,1
CBSE,Class 6,English,Elementary English Grammar and Composition ,ACTIVE AND PASSIVE VOICE,,,Fill in the blank (QPG),"We ______________ (send) a reminder by the telephone company that we had not paid
our bill.",N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Elementary English Grammar and Composition Class 6,1
CBSE,Class 6,English,Elementary English Grammar and Composition ,ACTIVE AND PASSIVE VOICE,,,Fill in the blank (QPG),The coach always _______ (encourage) the children to practice swimming everyday,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Elementary English Grammar and Composition Class 6,1
CBSE,Class 6,English,Elementary English Grammar and Composition ,ACTIVE AND PASSIVE VOICE,,,Fill in the blank (QPG),A high wall ______________ (build) around the compound to protect the garden.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Elementary English Grammar and Composition Class 6,1
CBSE,Class 6,English,Elementary English Grammar and Composition ,ACTIVE AND PASSIVE VOICE,,,Fill in the blank (QPG),I __________ (send) food parcels regularly by my parents when I was studying abroad.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Elementary English Grammar and Composition Class 6,1
CBSE,Class 6,English,Elementary English Grammar and Composition ,ACTIVE AND PASSIVE VOICE,,,Fill in the blank (QPG),It ________ (believe) that the government will soon reduce the price of petrol in Delhi.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Elementary English Grammar and Composition Class 6,1
CBSE,Class 6,English,Elementary English Grammar and Composition ,ACTIVE AND PASSIVE VOICE,,,Fill in the blank (QPG),It ______________ (predict) that there will be heavy snowfall in New York tomorrow.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Elementary English Grammar and Composition Class 6,1
CBSE,Class 6,English,Elementary English Grammar and Composition ,ACTIVE AND PASSIVE VOICE,,,Fill in the blank (QPG),People ______________ (say) that Mr. Khan is a brilliant lawyer.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Elementary English Grammar and Composition Class 6,1
CBSE,Class 6,English,Elementary English Grammar and Composition ,ACTIVE AND PASSIVE VOICE,,,Fill in the blank (QPG),The tenants ______________ (warn) about their noisy behaviour by the landlord.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Elementary English Grammar and Composition Class 6,1
CBSE,Class 6,English,Elementary English Grammar and Composition ,ACTIVE AND PASSIVE VOICE,,,Fill in the blank (QPG),We ______________ (give) a variety of books to read on the subject.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Elementary English Grammar and Composition Class 6,1
CBSE,Class 6,English,Elementary English Grammar and Composition ,ACTIVE AND PASSIVE VOICE,,,Fill in the blank (QPG),"My fiend did not eat _______________ sweets, but ate a number
of chappatis.",N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Elementary English Grammar and Composition Class 6,1
CBSE,Class 6,English,Elementary English Grammar and Composition ,ACTIVE AND PASSIVE VOICE,,,Fill in the blank (QPG),"We did not have ________________ milk in the house to give
to the hungry child.",N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Elementary English Grammar and Composition Class 6,1
CBSE,Class 6,English,Elementary English Grammar and Composition ,ACTIVE AND PASSIVE VOICE,,,Fill in the blank (QPG),A _____________________ person does not make a good friend.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Elementary English Grammar and Composition Class 6,1
CBSE,Class 6,English,Elementary English Grammar and Composition ,ACTIVE AND PASSIVE VOICE,,,Fill in the blank (QPG),He has _______________ sense and talks too much.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Elementary English Grammar and Composition Class 6,1
CBSE,Class 6,English,Elementary English Grammar and Composition ,ACTIVE AND PASSIVE VOICE,,,Fill in the blank (QPG),He showed ___________________ patience in solving the problem.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Elementary English Grammar and Composition Class 6,1
CBSE,Class 6,English,Elementary English Grammar and Composition ,ACTIVE AND PASSIVE VOICE,,,Fill in the blank (QPG),"I ate ______________ vegetables, _______________ rice and drank_____________ water.",N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Elementary English Grammar and Composition Class 6,1
CBSE,Class 6,English,Elementary English Grammar and Composition ,ACTIVE AND PASSIVE VOICE,,,Fill in the blank (QPG),It is _________________ to drive fast on a __________________ day.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Elementary English Grammar and Composition Class 6,1
CBSE,Class 6,English,Elementary English Grammar and Composition ,ACTIVE AND PASSIVE VOICE,,,Fill in the blank (QPG),My sister is too ___________________ to go to school.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Elementary English Grammar and Composition Class 6,1
CBSE,Class 6,English,Elementary English Grammar and Composition ,ACTIVE AND PASSIVE VOICE,,,Fill in the blank (QPG),Snow White's step mother was very ___________________ to her.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Elementary English Grammar and Composition Class 6,1
CBSE,Class 6,English,Elementary English Grammar and Composition ,ACTIVE AND PASSIVE VOICE,,,Fill in the blank (QPG),The man spent the _________________ bundle of notes he had.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Elementary English Grammar and Composition Class 6,1
CBSE,Class 6,English,Elementary English Grammar and Composition ,ACTIVE AND PASSIVE VOICE,,,Fill in the blank (QPG),The old man was ______________________________after a long walk.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Elementary English Grammar and Composition Class 6,1
CBSE,Class 6,English,Elementary English Grammar and Composition ,ACTIVE AND PASSIVE VOICE,,,Fill in the blank (QPG),The principal was very _________________ yesterday and I couldn't meet him.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Elementary English Grammar and Composition Class 6,1
CBSE,Class 6,English,Elementary English Grammar and Composition ,ACTIVE AND PASSIVE VOICE,,,Fill in the blank (QPG),The teacher was ____________________ with my homework.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Elementary English Grammar and Composition Class 6,1
CBSE,Class 6,English,Elementary English Grammar and Composition ,ACTIVE AND PASSIVE VOICE,,,Fill in the blank (QPG),We all a g d that the food was _____________________ .,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Elementary English Grammar and Composition Class 6,1
CBSE,Class 6,English,Elementary English Grammar and Composition ,ACTIVE AND PASSIVE VOICE,,,Fill in the blank (QPG),He is ____________ deaf.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Elementary English Grammar and Composition Class 6,1
CBSE,Class 6,English,Elementary English Grammar and Composition ,ACTIVE AND PASSIVE VOICE,,,Fill in the blank (QPG),He was ___________ exhausted.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Elementary English Grammar and Composition Class 6,1
CBSE,Class 6,English,Elementary English Grammar and Composition ,ACTIVE AND PASSIVE VOICE,,,Fill in the blank (QPG),He was ___________ worn out.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Elementary English Grammar and Composition Class 6,1
CBSE,Class 6,English,Elementary English Grammar and Composition ,ACTIVE AND PASSIVE VOICE,,,Fill in the blank (QPG),He works ___________ hard.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Elementary English Grammar and Composition Class 6,1
CBSE,Class 6,English,Elementary English Grammar and Composition ,ACTIVE AND PASSIVE VOICE,,,Fill in the blank (QPG),I am ___________ better today.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Elementary English Grammar and Composition Class 6,1
CBSE,Class 6,English,Elementary English Grammar and Composition ,ACTIVE AND PASSIVE VOICE,,,Fill in the blank (QPG),l am ___________ glad to see you.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Elementary English Grammar and Composition Class 6,1
CBSE,Class 6,English,Elementary English Grammar and Composition ,ACTIVE AND PASSIVE VOICE,,,Fill in the blank (QPG),She __________ comes here now.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Elementary English Grammar and Composition Class 6,1
CBSE,Class 6,English,Elementary English Grammar and Composition ,ACTIVE AND PASSIVE VOICE,,,Fill in the blank (QPG),She rose ___________ early.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Elementary English Grammar and Composition Class 6,1
CBSE,Class 6,English,Elementary English Grammar and Composition ,ACTIVE AND PASSIVE VOICE,,,Fill in the blank (QPG),The burglar crept __________.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Elementary English Grammar and Composition Class 6,1
CBSE,Class 6,English,Elementary English Grammar and Composition ,ACTIVE AND PASSIVE VOICE,,,Fill in the blank (QPG),The child has been _________ treated.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Elementary English Grammar and Composition Class 6,1
CBSE,Class 6,English,Elementary English Grammar and Composition ,ACTIVE AND PASSIVE VOICE,,,Fill in the blank (QPG),The children played ________ in the house.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Elementary English Grammar and Composition Class 6,1
CBSE,Class 6,English,Elementary English Grammar and Composition ,ACTIVE AND PASSIVE VOICE,,,Fill in the blank (QPG),The cup was ___________ full.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Elementary English Grammar and Composition Class 6,1
CBSE,Class 6,English,Elementary English Grammar and Composition ,ACTIVE AND PASSIVE VOICE,,,Fill in the blank (QPG),The sea was ____________ calm.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Elementary English Grammar and Composition Class 6,1
CBSE,Class 6,English,Elementary English Grammar and Composition ,ACTIVE AND PASSIVE VOICE,,,Fill in the blank (QPG),The Sikhs fought _________.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Elementary English Grammar and Composition Class 6,1
CBSE,Class 6,English,Elementary English Grammar and Composition ,ACTIVE AND PASSIVE VOICE,,,Fill in the blank (QPG),Tortoises walk very __________ .,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Elementary English Grammar and Composition Class 6,1
CBSE,Class 6,English,Elementary English Grammar and Composition ,ACTIVE AND PASSIVE VOICE,,,Fill in the blank (QPG),You are ___________ right.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Elementary English Grammar and Composition Class 6,1
CBSE,Class 6,English,Elementary English Grammar and Composition ,AGREEMENT OF THE VERB WITH THE SUBJECT,,,Fill in the blank (QPG),Bread and butter __________________ a wholesome food.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Elementary English Grammar and Composition Class 6,1
CBSE,Class 6,English,Elementary English Grammar and Composition ,AGREEMENT OF THE VERB WITH THE SUBJECT,,,Fill in the blank (QPG),Each of these boys __________________ passed.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Elementary English Grammar and Composition Class 6,1
CBSE,Class 6,English,Elementary English Grammar and Composition ,AGREEMENT OF THE VERB WITH THE SUBJECT,,,Fill in the blank (QPG),Good news __________________ always welcome.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Elementary English Grammar and Composition Class 6,1
CBSE,Class 6,English,Elementary English Grammar and Composition ,AGREEMENT OF THE VERB WITH THE SUBJECT,,,Fill in the blank (QPG),Mathematics __________________ a difficult subject.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Elementary English Grammar and Composition Class 6,1
CBSE,Class 6,English,Elementary English Grammar and Composition ,AGREEMENT OF THE VERB WITH THE SUBJECT,,,Fill in the blank (QPG),Neither of us __________________ there.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Elementary English Grammar and Composition Class 6,1
CBSE,Class 6,English,Elementary English Grammar and Composition ,AGREEMENT OF THE VERB WITH THE SUBJECT,,,Fill in the blank (QPG),Neither you nor I __________________ to be blame.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Elementary English Grammar and Composition Class 6,1
CBSE,Class 6,English,Elementary English Grammar and Composition ,AGREEMENT OF THE VERB WITH THE SUBJECT,,,Fill in the blank (QPG),None of these boys __________________ passed.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Elementary English Grammar and Composition Class 6,1
CBSE,Class 6,English,Elementary English Grammar and Composition ,AGREEMENT OF THE VERB WITH THE SUBJECT,,,Fill in the blank (QPG),Not one of you __________________ done his work properly.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Elementary English Grammar and Composition Class 6,1
CBSE,Class 6,English,Elementary English Grammar and Composition ,AGREEMENT OF THE VERB WITH THE SUBJECT,,,Fill in the blank (QPG),"The boy, as well as his father, __________________ present.",N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Elementary English Grammar and Composition Class 6,1
CBSE,Class 6,English,Elementary English Grammar and Composition ,AGREEMENT OF THE VERB WITH THE SUBJECT,,,Fill in the blank (QPG),The quality of these apples __________________ not good.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Elementary English Grammar and Composition Class 6,1
CBSE,Class 6,English,Elementary English Grammar and Composition ,COMPARISON OF ADJECTIVES,,,Fill in the blank (QPG),He is the ____________ boy in the class. (1. lazy 2. lazier 3. laziest.),N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Elementary English Grammar and Composition Class 6,1
