Board Name,Class Name,Subject Name,Series Name,Chapter Name,Topic Name,Subtopic Name,Question Type,"Question(If question is mcq or Assertion & Reason  use option 1 to option 4 and in answer give 1,2,3,4 number only not option value, if true false, or any other type question give answer in answer coloumn and for fill in the blanks you can use comma seprator for multiple filling answers eg fill1,fill2, fill3)",Answer,Option1,Option2,Option3,Option4,Explanation,Question Weight(optional),Difficulty Level,Learning Outcomes(optional),"Skills(optional if any seprate with comma ,)","Tags(optional if any seprate with comma ,)","Status(1==active,0=Inactive)"
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 16- Plants Around Us,,,Multiple Choice Question (QPG) Test Paper,Big plants are called,trees,climbers,trees,shrubs,creepers,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 16- Plants Around Us Test Paper Generator MCQ 1 ,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 16- Plants Around Us,,,Multiple Choice Question (QPG) Test Paper,Small and bushy plants are called,shrubs,shrubs,trees,creepers,climbers,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 16- Plants Around Us Test Paper Generator MCQ 2,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 16- Plants Around Us,,,Multiple Choice Question (QPG) Test Paper,Grass and mint are examples of,herbs,herbs,bush,shrub,creeper,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 16- Plants Around Us Test Paper Generator MCQ 3,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 16- Plants Around Us,,,Multiple Choice Question (QPG) Test Paper,We get fruits and _____from plants.,vegetables,eggs,vegetables,leather,meat,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 16- Plants Around Us Test Paper Generator MCQ 4,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 16- Plants Around Us,,,Multiple Choice Question (QPG) Test Paper,Moong and grams from plants are,pulses,pulses,herb,leaves,stems,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 16- Plants Around Us Test Paper Generator MCQ 5,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 16- Plants Around Us,,,Multiple Choice Question (QPG) Test Paper,Neem and aloe vera are used to make ,medicines,food,clothes,medicines,paper,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 16- Plants Around Us Test Paper Generator MCQ 6,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 16- Plants Around Us,,,True or False (QPG),There are only two types of plants around us.,NA,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 16- Plants Around Us Test Paper Generator True or False 1,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 16- Plants Around Us,,,True or False (QPG),Tulsi and neem are medicinal plants.,NA,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 16- Plants Around Us Test Paper Generator True or False 2,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 16- Plants Around Us,,,True or False (QPG),Climbers grow along the ground.,NA,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 16- Plants Around Us Test Paper Generator True or False 3,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 16- Plants Around Us,,,True or False (QPG),Creepers have heavy fruits.,NA,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 16- Plants Around Us Test Paper Generator True or False 4,1
