Board Name,Class Name,Subject Name,Series Name,Chapter Number,Chapter Name,Status,Position
CBSE,Class 6,English Grammar,Step up English Grammar and Composition (For Acad. Year 2023-24),1,Chapter 1. Sentences,1,1
CBSE,Class 6,English Grammar,Step up English Grammar and Composition (For Acad. Year 2023-24),2,Chapter 2. Subject and Predicate,1,2
CBSE,Class 6,English Grammar,Step up English Grammar and Composition (For Acad. Year 2023-24),3,Chapter 3. Nouns,1,3
CBSE,Class 6,English Grammar,Step up English Grammar and Composition (For Acad. Year 2023-24),4,Chapter 4. Nouns: Number,1,4
CBSE,Class 6,English Grammar,Step up English Grammar and Composition (For Acad. Year 2023-24),5,Chapter 5. Nouns: Gender,1,5
CBSE,Class 6,English Grammar,Step up English Grammar and Composition (For Acad. Year 2023-24),6,Chapter 6. Nouns: Case,1,6
CBSE,Class 6,English Grammar,Step up English Grammar and Composition (For Acad. Year 2023-24),7,Chapter 7. Pronouns,1,7
CBSE,Class 6,English Grammar,Step up English Grammar and Composition (For Acad. Year 2023-24),8,"Chapter 8. Personal Pronouns: Number, Gender and Case",1,8
CBSE,Class 6,English Grammar,Step up English Grammar and Composition (For Acad. Year 2023-24),9,Chapter 9. Articles,1,9
CBSE,Class 6,English Grammar,Step up English Grammar and Composition (For Acad. Year 2023-24),10,Chapter 10. Adjectives,1,10
CBSE,Class 6,English Grammar,Step up English Grammar and Composition (For Acad. Year 2023-24),11,Chapter 11. Adjectives: Degrees of Comparison,1,11
CBSE,Class 6,English Grammar,Step up English Grammar and Composition (For Acad. Year 2023-24),12,Chapter 12. Verbs,1,12
CBSE,Class 6,English Grammar,Step up English Grammar and Composition (For Acad. Year 2023-24),13,Chapter 13. Simple Present Tense,1,13
CBSE,Class 6,English Grammar,Step up English Grammar and Composition (For Acad. Year 2023-24),14,Chapter 14. Simple Past Tense,1,14
CBSE,Class 6,English Grammar,Step up English Grammar and Composition (For Acad. Year 2023-24),15,Chapter 15. Simple Future Tense,1,15
CBSE,Class 6,English Grammar,Step up English Grammar and Composition (For Acad. Year 2023-24),16,Chapter 16. Continuous Tenses,1,16
CBSE,Class 6,English Grammar,Step up English Grammar and Composition (For Acad. Year 2023-24),17,Chapter 17. Perfect Tenses,1,17
