ID,Type,Variant,Physical price,Discount Physical Price,Ebook Price,Ebook Discount Price
533,book,,326,293,326,245
536,book,,380,342,380,285
543,book,,305,275,305,229
535,book,,350,315,350,263
544,book,,335,302,335,251
537,book,,370,333,370,278
540,book,,345,311,345,259
538,book,,320,288,320,240
542,book,,245,221,245,184
532,book,,350,315,350,263
534,book,,370,333,370,278
539,book,,345,311,345,259
545,book,,265,239,265,199
541,book,,245,221,245,184
546,book,,449,404,449,337
531,book,,320,288,320,240
