Board Name,Class Name,Subject Name,Series Name,Chapter Name,Topic Name,Subtopic Name,Question Type,"Question(If question is mcq or Assertion & Reason  use option 1 to option 4 and in answer give 1,2,3,4 number only not option value, if true false, or any other type question give answer in answer coloumn and for fill in the blanks you can use comma seprator for multiple filling answers eg fill1,fill2, fill3)",Answer,Option1,Option2,Option3,Option4,Explanation,Question Weight(optional),Difficulty Level,Learning Outcomes(optional),"Skills(optional if any seprate with comma ,)","Tags(optional if any seprate with comma ,)","Status(1==active,0=Inactive)"
CBSE,Class 1,Social Studies,Illustrative Social Studies,Chapter 5- Food,,,Short Answer Questions (QPG),Which fruits do you like to eat?,N/A,,,,,,Weight1,Easy,Test Learning Outcome 1,Easy, Illustrative Social StudiesClass 1 Chapter 5- Food Short Answer Questions (QPG) 1_1,1
CBSE,Class 1,Social Studies,Illustrative Social Studies,Chapter 5- Food,,,Short Answer Questions (QPG),What colours do you see in fruits and vegetables?,N/A,,,,,,Weight1,Easy,Test Learning Outcome 1,Easy, Illustrative Social StudiesClass 1 Chapter 5- Food Short Answer Questions (QPG) 1_2,1
CBSE,Class 1,Social Studies,Illustrative Social Studies,Chapter 5- Food,,,Short Answer Questions (QPG),"When do you have your breakfast, lunch and dinner?",N/A,,,,,,Weight1,Easy,Test Learning Outcome 1,Easy, Illustrative Social StudiesClass 1 Chapter 5- Food Short Answer Questions (QPG) 1_3,1
CBSE,Class 1,Social Studies,Illustrative Social Studies,Chapter 5- Food,,,One Word Answer (QPG),Milk is used to make idli/butter.,N/A,,,,,,Weight2,Easy,Test Learning Outcome 1,Easy, Illustrative Social StudiesClass 1 Chapter 5- Food One Word Answer (QPG) 2_1,1
CBSE,Class 1,Social Studies,Illustrative Social Studies,Chapter 5- Food,,,One Word Answer (QPG),Food makes us strong/weak.,N/A,,,,,,Weight2,Easy,Test Learning Outcome 1,Easy, Illustrative Social StudiesClass 1 Chapter 5- Food One Word Answer (QPG) 2_2,1
CBSE,Class 1,Social Studies,Illustrative Social Studies,Chapter 5- Food,,,One Word Answer (QPG),We eat lunch/breakfast in the morning.,N/A,,,,,,Weight2,Easy,Test Learning Outcome 1,Easy, Illustrative Social StudiesClass 1 Chapter 5- Food One Word Answer (QPG) 2_3,1
CBSE,Class 1,Social Studies,Illustrative Social Studies,Chapter 5- Food,,,One Word Answer (QPG),We get fruits from animals/plants.,N/A,,,,,,Weight2,Easy,Test Learning Outcome 1,Easy, Illustrative Social StudiesClass 1 Chapter 5- Food One Word Answer (QPG) 2_4,1
CBSE,Class 1,Social Studies,Illustrative Social Studies,Chapter 5- Food,,,One Word Answer (QPG),Pizza is a junk/healthy food.,N/A,,,,,,Weight2,Easy,Test Learning Outcome 1,Easy, Illustrative Social StudiesClass 1 Chapter 5- Food One Word Answer (QPG) 2_5,1
CBSE,Class 1,Social Studies,Illustrative Social Studies,Chapter 5- Food,,,Fill in the blank (QPG),Breakfast ______________________________ ______________________________ ______________________________,N/A,,,,,,Weight3,Easy,Test Learning Outcome 1,Easy, Illustrative Social StudiesClass 1 Chapter 5- Food Fill in the blank (QPG) 3_1,1
CBSE,Class 1,Social Studies,Illustrative Social Studies,Chapter 5- Food,,,Fill in the blank (QPG),Lunch ______________________________ ______________________________ ______________________________,N/A,,,,,,Weight3,Easy,Test Learning Outcome 1,Easy, Illustrative Social StudiesClass 1 Chapter 5- Food Fill in the blank (QPG) 3_2,1
