Board Name,Class Name,Subject Name,Series Name,Chapter Name,Topic Name,Subtopic Name,Question Type,"Question(If question is mcq or Assertion & Reason  use option 1 to option 4 and in answer give 1,2,3,4 number only not option value, if true false, or any other type question give answer in answer coloumn and for fill in the blanks you can use comma seprator for multiple filling answers eg fill1,fill2, fill3)",Answer,Option1,Option2,Option3,Option4,Explanation,Question Weight(optional),Difficulty Level,Learning Outcomes(optional),"Skills(optional if any seprate with comma ,)","Tags(optional if any seprate with comma ,)","Status(1==active,0=Inactive)"
CBSE,Class 1,Computer Science,Computer Science Success 2024,Chapter 1. Computer - A Machine,,,Multiple Choice Question (QPG) Test Paper,A computer works on,N/A,Fuel,Electricity,Manpower,All of these,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Computer science success class 1 chapter 1 Computer-A Machine :MCQ 1,1
CBSE,Class 1,Computer Science,Computer Science Success 2024,Chapter 1. Computer - A Machine,,,Multiple Choice Question (QPG) Test Paper,A _______ makes our work easier.,N/A,Train,Machine,Sun,None of these,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Computer science success class 1 chapter 1 Computer-A Machine :MCQ 2,1
CBSE,Class 1,Computer Science,Computer Science Success 2024,Chapter 1. Computer - A Machine,,,Multiple Choice Question (QPG) Test Paper,A is used to watch cartoons and movies.,N/A,Television,Washing machine,Bicycle,All of these,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Computer science success class 1 chapter 1 Computer-A Machine :MCQ 3,1
CBSE,Class 1,Computer Science,Computer Science Success 2024,Chapter 1. Computer - A Machine,,,Multiple Choice Question (QPG) Test Paper,A _______ is used to wash dirty clothes.,N/A,Aeroplane,Refrigerator,Washing machine,All of these,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Computer science success class 1 chapter 1 Computer-A Machine :MCQ 4,1
CBSE,Class 1,Computer Science,Computer Science Success 2024,Chapter 1. Computer - A Machine,,,Fill in the blank (QPG),Train runs on______.,"Hints: human-made, Refrigerator, Tracks, ENIAC",,,,,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Computer science success class 1 chapter 1 Computer-A Machine :Fill in the blanks 1,1
CBSE,Class 1,Computer Science,Computer Science Success 2024,Chapter 1. Computer - A Machine,,,Fill in the blank (QPG),A computer is a ______machine.,"Hints: human-made, Refrigerator, Tracks, ENIAC",,,,,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Computer science success class 1 chapter 1 Computer-A Machine :Fill in the blanks 2,1
CBSE,Class 1,Computer Science,Computer Science Success 2024,Chapter 1. Computer - A Machine,,,Fill in the blank (QPG),_______was the first general-purpose computer.,"Hints: human-made, Refrigerator, Tracks, ENIAC",,,,,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Computer science success class 1 chapter 1 Computer-A Machine :Fill in the blanks 3,1
CBSE,Class 1,Computer Science,Computer Science Success 2024,Chapter 1. Computer - A Machine,,,Fill in the blank (QPG),A_______is used to keep food and drinks cold and fresh.,"Hints: human-made, Refrigerator, Tracks, ENIAC",,,,,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Computer science success class 1 chapter 1 Computer-A Machine :Fill in the blanks 4,1
CBSE,Class 1,Computer Science,Computer Science Success 2024,Chapter 1. Computer - A Machine,,,True or False (QPG),All machines work on electricity.,N/A,,,,,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Computer science success class 1 chapter 1 Computer-A Machine :True and False 1,1
CBSE,Class 1,Computer Science,Computer Science Success 2024,Chapter 1. Computer - A Machine,,,True or False (QPG),A train requires human power to work.,N/A,,,,,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Computer science success class 1 chapter 1 Computer-A Machine :True and False 2,1
CBSE,Class 1,Computer Science,Computer Science Success 2024,Chapter 1. Computer - A Machine,,,True or False (QPG),A computer is not a machine.,N/A,,,,,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Computer science success class 1 chapter 1 Computer-A Machine :True and False 3,1
CBSE,Class 1,Computer Science,Computer Science Success 2024,Chapter 1. Computer - A Machine,,,True or False (QPG),An aeroplane runs on fuel.,N/A,,,,,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Computer science success class 1 chapter 1 Computer-A Machine :True and False 4,1
CBSE,Class 1,Computer Science,Computer Science Success 2024,Chapter 1. Computer - A Machine,,,One Word Answer (QPG),Who made machines?,N/A,,,,,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Computer science success class 1 chapter 1 Computer-A Machine : One Word Answer 1,1
CBSE,Class 1,Computer Science,Computer Science Success 2024,Chapter 1. Computer - A Machine,,,One Word Answer (QPG),Name one machine that works on fuel.,N/A,,,,,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Computer science success class 1 chapter 1 Computer-A Machine : One Word Answer 2,1
CBSE,Class 1,Computer Science,Computer Science Success 2024,Chapter 1. Computer - A Machine,,,One Word Answer (QPG),Small children use which kind of cycle?,N/A,,,,,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Computer science success class 1 chapter 1 Computer-A Machine : One Word Answer 3,1
CBSE,Class 1,Computer Science,Computer Science Success 2024,Chapter 1. Computer - A Machine,,,One Word Answer (QPG),Name one machine that works on electricity.,N/A,,,,,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Computer science success class 1 chapter 1 Computer-A Machine : One Word Answer 4,1
CBSE,Class 1,Computer Science,Computer Science Success 2024,Chapter 2. Parts of a Computer,,,Multiple Choice Question (QPG) Test Paper,The CPU is called the _______ of the computer.,N/A,Heart,Hand,Brain,None of these,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Computer science success class 1 chapter 2 Parts of a Computer :MCQ 1,1
CBSE,Class 1,Computer Science,Computer Science Success 2024,Chapter 2. Parts of a Computer,,,Multiple Choice Question (QPG) Test Paper,A mouse has two or three ________ on it.,N/A,Keys,Tabs,Buttons,All of these,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Computer science success class 1 chapter 2 Parts of a Computer :MCQ 2,1
CBSE,Class 1,Computer Science,Computer Science Success 2024,Chapter 2. Parts of a Computer,,,Multiple Choice Question (QPG) Test Paper,The monitor of a computer looks like a _______.,N/A,Television,Refrigerator,Fan,All of these,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Computer science success class 1 chapter 2 Parts of a Computer :MCQ 3,1
CBSE,Class 1,Computer Science,Computer Science Success 2024,Chapter 2. Parts of a Computer,,,Multiple Choice Question (QPG) Test Paper,A ________ is used to point at things on the monitor screen.,N/A,Mouse,Keyboard,CPU,None of these,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Computer science success class 1 chapter 2 Parts of a Computer :MCQ 4,1
CBSE,Class 1,Computer Science,Computer Science Success 2024,Chapter 2. Parts of a Computer,,,Fill in the blank (QPG),A keyboard has many______on it.,"Hints: System cabinet, Monitor, Click, Television, Keys",,,,,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Computer science success class 1 chapter 2 Parts of a Computer :Fill in the blanks 1,1
CBSE,Class 1,Computer Science,Computer Science Success 2024,Chapter 2. Parts of a Computer,,,Fill in the blank (QPG),A_______displays the work that you do on the computer.,"Hints: System cabinet, Monitor, Click, Television, Keys",,,,,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Computer science success class 1 chapter 2 Parts of a Computer :Fill in the blanks 2,1
CBSE,Class 1,Computer Science,Computer Science Success 2024,Chapter 2. Parts of a Computer,,,Fill in the blank (QPG),A mouse is used to point and ______ on things on the monitor screen.,"Hints: System cabinet, Monitor, Click, Television, Keys",,,,,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Computer science success class 1 chapter 2 Parts of a Computer :Fill in the blanks 3,1
CBSE,Class 1,Computer Science,Computer Science Success 2024,Chapter 2. Parts of a Computer,,,Fill in the blank (QPG),A_______has a button that you press to switch ON the computer.,"Hints: System cabinet, Monitor, Click, Television, Keys",,,,,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Computer science success class 1 chapter 2 Parts of a Computer :Fill in the blanks 4,1
CBSE,Class 1,Computer Science,Computer Science Success 2024,Chapter 2. Parts of a Computer,,,Fill in the blank (QPG),A monitor looks like a ______.,"Hints: System cabinet, Monitor, Click, Television, Keys",,,,,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Computer science success class 1 chapter 2 Parts of a Computer :Fill in the blanks 5,1
CBSE,Class 1,Computer Science,Computer Science Success 2024,Chapter 2. Parts of a Computer,,,True or False (QPG),A computer works on fuel.,N/A,,,,,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Computer science success class 1 chapter 2 Parts of a Computer :True and False 1,1
CBSE,Class 1,Computer Science,Computer Science Success 2024,Chapter 2. Parts of a Computer,,,True or False (QPG),A mouse looks like a television.,N/A,,,,,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Computer science success class 1 chapter 2 Parts of a Computer :True and False 2,1
CBSE,Class 1,Computer Science,Computer Science Success 2024,Chapter 2. Parts of a Computer,,,True or False (QPG),A computer does not work on its own.,N/A,,,,,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Computer science success class 1 chapter 2 Parts of a Computer :True and False 3,1
CBSE,Class 1,Computer Science,Computer Science Success 2024,Chapter 2. Parts of a Computer,,,True or False (QPG),A system cabinet holds the CPU.,N/A,,,,,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Computer science success class 1 chapter 2 Parts of a Computer :True and False 4,1
CBSE,Class 1,Computer Science,Computer Science Success 2024,Chapter 2. Parts of a Computer,,,True or False (QPG),A keyboard is called the brain of the computer.,N/A,,,,,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Computer science success class 1 chapter 2 Parts of a Computer :True and False 5,1
CBSE,Class 1,Computer Science,Computer Science Success 2024,Chapter 2. Parts of a Computer,,,Short Answer Questions (QPG),What are the small buttons on the keyboard called ?,N/A,,,,,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Computer science success class 1 chapter 2 Parts of a Computer : Short Answer Question 1,1
CBSE,Class 1,Computer Science,Computer Science Success 2024,Chapter 2. Parts of a Computer,,,Short Answer Questions (QPG),Why is mouse used?,N/A,,,,,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Computer science success class 1 chapter 2 Parts of a Computer : Short Answer Question 2,1
