Board Name,Class Name,Subject Name,Series Name,Chapter Name,Topic Name,Subtopic Name,Question Type,"Question(If question is mcq or Assertion & Reason  use option 1 to option 4 and in answer give 1,2,3,4 number only not option value, if true false, or any other type question give answer in answer coloumn and for fill in the blanks you can use comma seprator for multiple filling answers eg fill1,fill2, fill3)",Answer,Option1,Option2,Option3,Option4,Explanation,Question Weight(optional),Difficulty Level,Learning Outcomes(optional),"Skills(optional if any seprate with comma ,)","Tags(optional if any seprate with comma ,)","Status(1==active,0=Inactive)"
CBSE,Class 7,Computer Science,Computer Science Success 2024,Chapter 1. Number System,,,Multiple Choice Question (QPG) Test Paper,Who gave the concept of O?,N/A,Aryabhatta,Bill Gates,John Kemeny,None of these,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Computer Science Success Class 7 Chapter 1. Number System : MCQ 1,1
CBSE,Class 7,Computer Science,Computer Science Success 2024,Chapter 1. Number System,,,Multiple Choice Question (QPG) Test Paper,Which number is equivalent to 3°?,N/A,1,3,0,None of these,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Computer Science Success Class 7 Chapter 1. Number System : MCQ 2,1
CBSE,Class 7,Computer Science,Computer Science Success 2024,Chapter 1. Number System,,,Multiple Choice Question (QPG) Test Paper,What is the base of hexadecimal number system?,N/A,16,8,2,All of these,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Computer Science Success Class 7 Chapter 1. Number System : MCQ 3,1
CBSE,Class 7,Computer Science,Computer Science Success 2024,Chapter 1. Number System,,,Multiple Choice Question (QPG) Test Paper,What is the decimal equivalent of (111)2?,N/A,7,9,11,None of these,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Computer Science Success Class 7 Chapter 1. Number System : MCQ 4,1
CBSE,Class 7,Computer Science,Computer Science Success 2024,Chapter 1. Number System,,,Multiple Choice Question (QPG) Test Paper,What is the binary equivalent of 5?,N/A,101,100,1,None of these,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Computer Science Success Class 7 Chapter 1. Number System : MCQ 5,1
CBSE,Class 7,Computer Science,Computer Science Success 2024,Chapter 1. Number System,,,True or False (QPG),The base of decimal number system is 16.,N/A,,,,,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Computer Science Success Class 7 Chapter 1. Number System : True and false 1,1
CBSE,Class 7,Computer Science,Computer Science Success 2024,Chapter 1. Number System,,,True or False (QPG),The binary number system consists of 7 digits.,N/A,,,,,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Computer Science Success Class 7 Chapter 1. Number System : True and false 2,1
CBSE,Class 7,Computer Science,Computer Science Success 2024,Chapter 1. Number System,,,True or False (QPG),The computer system understands only machine language.,N/A,,,,,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Computer Science Success Class 7 Chapter 1. Number System : True and false 3,1
CBSE,Class 7,Computer Science,Computer Science Success 2024,Chapter 1. Number System,,,True or False (QPG),"Whenever you count your number of friends, the counting process is done using binary number system.",N/A,,,,,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Computer Science Success Class 7 Chapter 1. Number System : True and false 4,1
CBSE,Class 7,Computer Science,Computer Science Success 2024,Chapter 1. Number System,,,True or False (QPG),"In changing to a decimal number, you should always start the multiplication process from the extreme right digit.",N/A,,,,,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Computer Science Success Class 7 Chapter 1. Number System : True and false 5,1
CBSE,Class 7,Computer Science,Computer Science Success 2024,Chapter 1. Number System,,,Fill in the blank (QPG),The base of binary number system is _________.,"Hints: Face,2,0 1,14,8",,,,,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Computer Science Success Class 7 Chapter 1. Number System : Fill in the blanks 1,1
CBSE,Class 7,Computer Science,Computer Science Success 2024,Chapter 1. Number System,,,Fill in the blank (QPG),________and_______________ are called binary digits.,"Hints: Face,2,0 1,14,8",,,,,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Computer Science Success Class 7 Chapter 1. Number System : Fill in the blanks 2,1
CBSE,Class 7,Computer Science,Computer Science Success 2024,Chapter 1. Number System,,,Fill in the blank (QPG),The base of octal number system is __________.,"Hints: Face,2,0 1,14,8",,,,,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Computer Science Success Class 7 Chapter 1. Number System : Fill in the blanks 3,1
CBSE,Class 7,Computer Science,Computer Science Success 2024,Chapter 1. Number System,,,Fill in the blank (QPG),"In hexadecimal number system, E represents value _______.","Hints: Face,2,0 1,14,8",,,,,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Computer Science Success Class 7 Chapter 1. Number System : Fill in the blanks 4,1
CBSE,Class 7,Computer Science,Computer Science Success 2024,Chapter 1. Number System,,,Fill in the blank (QPG),______ value represents the digit itself as a number.,"Hints: Face,2,0 1,14,8",,,,,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Computer Science Success Class 7 Chapter 1. Number System : Fill in the blanks 5,1
CBSE,Class 7,Computer Science,Computer Science Success 2024,Chapter 1. Number System,,,Long Answer Questions (QPG),What is number system? Explain its types.,N/A,,,,,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Computer Science Success Class 7 Chapter 1. Number System : Long answer type questions 1,1
CBSE,Class 7,Computer Science,Computer Science Success 2024,Chapter 1. Number System,,,Long Answer Questions (QPG),Explain the different steps with an example to convert decimal number to binary.,N/A,,,,,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Computer Science Success Class 7 Chapter 1. Number System : Long answer type questions 2,1
CBSE,Class 7,Computer Science,Computer Science Success 2024,Chapter 1. Number System,,,Long Answer Questions (QPG),"Convert the following decimal numbers into binary numbers:
a. 321 b. 876 c. 898 d. 675",N/A,,,,,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Computer Science Success Class 7 Chapter 1. Number System : Long answer type questions 3,1
CBSE,Class 7,Computer Science,Computer Science Success 2024,Chapter 1. Number System,,,Long Answer Questions (QPG),"Convert the following binary number into decimal numbers:
a. 10010 b. 1010101 c. 11110 d. 10100001",N/A,,,,,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Computer Science Success Class 7 Chapter 1. Number System : Long answer type questions 4,1
CBSE,Class 7,Computer Science,Computer Science Success 2024,Chapter 1. Number System,,,Long Answer Questions (QPG),"Convert the following decimal numbers into octal numbers:
a. 23 b. 32 c. 45 d. 87",N/A,,,,,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Computer Science Success Class 7 Chapter 1. Number System : Long answer type questions 5,1
CBSE,Class 7,Computer Science,Computer Science Success 2024,Chapter 1. Number System,,,Long Answer Questions (QPG),"Convert the following decimal numbers into hexadecimal numbers:
a. 66 b. 90 c. 51 d. 101",N/A,,,,,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Computer Science Success Class 7 Chapter 1. Number System : Long answer type questions 6,1
CBSE,Class 7,Computer Science,Computer Science Success 2024,Chapter 1. Number System,,,Activity Based Question (QPG),Neeta has converted a decimal number (10)10 into a binary number. But she is confused how to write the remainders. Help her in obtaining the binary number in correct form.,N/A,,,,,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Computer Science Success Class 7 Chapter 1. Number System : Activity based question 1,1
CBSE,Class 7,Computer Science,Computer Science Success 2024,Chapter 1. Number System,,,Activity Based Question (QPG),Mohit's computer teacher asked him to convert a binary number (1001)2 into decimal number. Suggest to him the step-by step way to do the same.,N/A,,,,,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Computer Science Success Class 7 Chapter 1. Number System : Activity based question 2,1
CBSE,Class 7,Computer Science,Computer Science Success 2024,Chapter 1. Number System,,,Project Questions (QPG),"Make a presentation in MS-PowerPoint to represent the topic ""Number System"".",N/A,,,,,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Computer Science Success Class 7 Chapter 1. Number System: Project question ,1
CBSE,Class 7,Computer Science,Computer Science Success 2024,Chapter 2. Charts in Excel 2016,,,Multiple Choice Question (QPG) Test Paper,Which function key is used to insert a chart in worksheet?,N/A,FS key,Fll key,F9 key,None of these,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Computer Science Success Class 7 Chapter 2. Charts in Excel 2016: MCQ 1,1
CBSE,Class 7,Computer Science,Computer Science Success 2024,Chapter 2. Charts in Excel 2016,,,Multiple Choice Question (QPG) Test Paper,Which chart type displays the data in the form of grid net?,N/A,Pie chart,Radar chart,Line chart,None of these,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Computer Science Success Class 7 Chapter 2. Charts in Excel 2016: MCQ 2,1
CBSE,Class 7,Computer Science,Computer Science Success 2024,Chapter 2. Charts in Excel 2016,,,Multiple Choice Question (QPG) Test Paper,A unique color that identifies a data series is called:,N/A,Axis,Data point,Legend,All of these,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Computer Science Success Class 7 Chapter 2. Charts in Excel 2016: MCQ 3,1
CBSE,Class 7,Computer Science,Computer Science Success 2024,Chapter 2. Charts in Excel 2016,,,Multiple Choice Question (QPG) Test Paper,The points that are plotted in the chart are called:,N/A,Label,Value,Data points,All of these,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Computer Science Success Class 7 Chapter 2. Charts in Excel 2016: MCQ 4,1
CBSE,Class 7,Computer Science,Computer Science Success 2024,Chapter 2. Charts in Excel 2016,,,Multiple Choice Question (QPG) Test Paper,"______option is used to fill the text with color, picture or texture and also to apply text outline.",N/A,Text box,Text effects,Text fill and outline,All of these,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Computer Science Success Class 7 Chapter 2. Charts in Excel 2016: MCQ 5,1
CBSE,Class 7,Computer Science,Computer Science Success 2024,Chapter 2. Charts in Excel 2016,,,True or False (QPG),Y-axis is the horizontal axis.,N/A,,,,,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Computer Science Success Class 7 Chapter 2. Charts in Excel 2016: True and false 1,1
CBSE,Class 7,Computer Science,Computer Science Success 2024,Chapter 2. Charts in Excel 2016,,,True or False (QPG),You cannot modify a chart by changing its layout and style.,N/A,,,,,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Computer Science Success Class 7 Chapter 2. Charts in Excel 2016: True and false 2,1
CBSE,Class 7,Computer Science,Computer Science Success 2024,Chapter 2. Charts in Excel 2016,,,True or False (QPG),A pie chart displays the data in the form of a circle.,N/A,,,,,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Computer Science Success Class 7 Chapter 2. Charts in Excel 2016: True and false 3,1
CBSE,Class 7,Computer Science,Computer Science Success 2024,Chapter 2. Charts in Excel 2016,,,True or False (QPG),You can easily change the data series in a chart.,N/A,,,,,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Computer Science Success Class 7 Chapter 2. Charts in Excel 2016: True and false 4,1
CBSE,Class 7,Computer Science,Computer Science Success 2024,Chapter 2. Charts in Excel 2016,,,True or False (QPG),Title bar contains three tabs.,N/A,,,,,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Computer Science Success Class 7 Chapter 2. Charts in Excel 2016: True and false 5,1
CBSE,Class 7,Computer Science,Computer Science Success 2024,Chapter 2. Charts in Excel 2016,,,Fill in the blank (QPG),________ represent data graphically.,"Hints: Format,Charts,Design,Bar,Chartarea,Pie",,,,,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Computer Science Success Class 7 Chapter 2. Charts in Excel 2016: Fill in the blanks 1,1
CBSE,Class 7,Computer Science,Computer Science Success 2024,Chapter 2. Charts in Excel 2016,,,Fill in the blank (QPG),Chart Tools has tabs namely ________ and _______.,"Hints: Format,Charts,Design,Bar,Chartarea,Pie",,,,,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Computer Science Success Class 7 Chapter 2. Charts in Excel 2016: Fill in the blanks 2,1
CBSE,Class 7,Computer Science,Computer Science Success 2024,Chapter 2. Charts in Excel 2016,,,Fill in the blank (QPG),A___________ chart displays the data in the form of rectangular bars.,"Hints: Format,Charts,Design,Bar,Chartarea,Pie",,,,,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Computer Science Success Class 7 Chapter 2. Charts in Excel 2016: Fill in the blanks 3,1
CBSE,Class 7,Computer Science,Computer Science Success 2024,Chapter 2. Charts in Excel 2016,,,Fill in the blank (QPG),A ________ chart displays the data in the form of circle.,"Hints: Format,Charts,Design,Bar,Chartarea,Pie",,,,,,Other,Medium,Test Learning Outcome 1,"Skillone,skilltwo",Computer Science Success Class 7 Chapter 2. Charts in Excel 2016: Fill in the blanks 4,1
