Board Name,Class Name,Subject Name,Series Name,Chapter Number,Chapter Name,Status,Position
CBSE,Class 6,Social Science,Social Science Success (2023-24),1,"History 1. Introduction : What. Where, How and When?",1,1
CBSE,Class 6,Social Science,Social Science Success (2023-24),2,History 2. The Earliest People,1,2
CBSE,Class 6,Social Science,Social Science Success (2023-24),3,History 3.The First Farmers and Herders,1,3
CBSE,Class 6,Social Science,Social Science Success (2023-24),4,History 4. The First Cities,1,4
CBSE,Class 6,Social Science,Social Science Success (2023-24),5,History 5. Different Ways Of Life : The Vedic Period,1,5
CBSE,Class 6,Social Science,Social Science Success (2023-24),6,History 6. Early Kingdoms,1,6
CBSE,Class 6,Social Science,Social Science Success (2023-24),7,History 7. Spread of New Ideas,1,7
CBSE,Class 6,Social Science,Social Science Success (2023-24),8,History 8. The First Empire,1,8
CBSE,Class 6,Social Science,Social Science Success (2023-24),9,History 9. Life in Villages and Towns (600 BCE - 300 CE),1,9
CBSE,Class 6,Social Science,Social Science Success (2023-24),10,History 10. Contacts with Distant Lands (200 BCE — 300 CE),1,10
CBSE,Class 6,Social Science,Social Science Success (2023-24),11,History 11. Political Developments — The Gupta Period: CE 320 - CE 540,1,11
CBSE,Class 6,Social Science,Social Science Success (2023-24),12,History 12. Culture and Science,1,12
CBSE,Class 6,Social Science,Social Science Success (2023-24),13,Geography 1. The Planet Earth and the Solar System,1,13
CBSE,Class 6,Social Science,Social Science Success (2023-24),14,Geography 2. Globe — Latitudes and Longitudes,1,14
CBSE,Class 6,Social Science,Social Science Success (2023-24),15,Geography 3. Motions of the Earth,1,15
CBSE,Class 6,Social Science,Social Science Success (2023-24),16,Geography 4. Map Reading,1,16
CBSE,Class 6,Social Science,Social Science Success (2023-24),17,Geography 5. Major Domains Of the Earth,1,17
CBSE,Class 6,Social Science,Social Science Success (2023-24),18,Geography 6. India — Our Country,1,18
CBSE,Class 6,Social Science,Social Science Success (2023-24),19,Geography 7. India — Climate,1,19
CBSE,Class 6,Social Science,Social Science Success (2023-24),20,Social and Political Life 1. Understanding Diversity,1,20
CBSE,Class 6,Social Science,Social Science Success (2023-24),21,Social and Political Life 2. Diversity and Discrimination,1,21
CBSE,Class 6,Social Science,Social Science Success (2023-24),22,Social and Political Life 3.What is Government?,1,22
CBSE,Class 6,Social Science,Social Science Success (2023-24),23,Social and Political Life 4. Panchayati Raj,1,23
CBSE,Class 6,Social Science,Social Science Success (2023-24),24,Social and Political Life 5. Rural Administration,1,24
CBSE,Class 6,Social Science,Social Science Success (2023-24),25,Social and Political Life 6. Urban Administration,1,25
CBSE,Class 6,Social Science,Social Science Success (2023-24),26,Social and Political Life 7. Rural Livelihoods,1,26
CBSE,Class 6,Social Science,Social Science Success (2023-24),27,Social and Political Life 8. Urban Livelihoods,1,27
CBSE,Class 7,Social Science,Social Science Success (2023-24),1,History 1. Trxing Changes in the Medieval period,1,1
CBSE,Class 7,Social Science,Social Science Success (2023-24),2,History 2. New Kings and Kingdoms,1,2
CBSE,Class 7,Social Science,Social Science Success (2023-24),3,History 3. The Sultans of Delhi,1,3
CBSE,Class 7,Social Science,Social Science Success (2023-24),4,History 4. The Mughal Empire,1,4
CBSE,Class 7,Social Science,Social Science Success (2023-24),5,"History 5. Tritrs, Nomads and Settled Communities",1,5
CBSE,Class 7,Social Science,Social Science Success (2023-24),6,History 6. Religious Beliefs and Devotional paths,1,6
CBSE,Class 7,Social Science,Social Science Success (2023-24),7,History 7. The Flowering of Regional Cultures,1,7
CBSE,Class 7,Social Science,Social Science Success (2023-24),8,History 8. Political Formations in the Eighteenth Century,1,8
CBSE,Class 7,Social Science,Social Science Success (2023-24),9,Geography 1. Environment,1,9
CBSE,Class 7,Social Science,Social Science Success (2023-24),10,Geography 2. Interior Of the Earth,1,10
CBSE,Class 7,Social Science,Social Science Success (2023-24),11,Geography 3. Our Changing Earth,1,11
CBSE,Class 7,Social Science,Social Science Success (2023-24),12,"Geography 4. Atmosphere, Weather and Climate",1,12
CBSE,Class 7,Social Science,Social Science Success (2023-24),13,Geography 5. Hydrosphere : Oceans and Their Circulation,1,13
CBSE,Class 7,Social Science,Social Science Success (2023-24),14,Geography 6. Life in the Natural Regions—The Tropical and Subtropical Regions,1,14
CBSE,Class 7,Social Science,Social Science Success (2023-24),15,Geography 7. Life in the Deserts,1,15
CBSE,Class 7,Social Science,Social Science Success (2023-24),16,Social and Political Life 1. Equality in a Democracy,1,16
CBSE,Class 7,Social Science,Social Science Success (2023-24),17,Social and Political Life 2. Role of Government in Health,1,17
CBSE,Class 7,Social Science,Social Science Success (2023-24),18,Social and Political Life 3. How a State Government Works,1,18
CBSE,Class 7,Social Science,Social Science Success (2023-24),19,Social and Political Life 4. Growing up as Boys and Girls,1,19
CBSE,Class 7,Social Science,Social Science Success (2023-24),20,Social and Political Life 5. Women Change the World,1,20
CBSE,Class 7,Social Science,Social Science Success (2023-24),21,Social and Political Life 6. Understanding Media,1,21
CBSE,Class 7,Social Science,Social Science Success (2023-24),22,Social and Political Life 7. Markets Around Us,1,22
CBSE,Class 7,Social Science,Social Science Success (2023-24),23,Social and Political Life 8. A Shirt in the Market,1,23
CBSE,Class 8,Social Science,Social Science Success (2023-24),1,History 1. Beginning Of The Modern Period,1,1
CBSE,Class 8,Social Science,Social Science Success (2023-24),2,History 2. From Traders to Rulers,1,2
CBSE,Class 8,Social Science,Social Science Success (2023-24),3,History 3. The Countryside Under The Companys Rule,1,3
CBSE,Class 8,Social Science,Social Science Success (2023-24),4,History 4. Tribals During the Colonial Rule,1,4
CBSE,Class 8,Social Science,Social Science Success (2023-24),5,History 5. The Rebellion of 1857,1,5
CBSE,Class 8,Social Science,Social Science Success (2023-24),6,History 6. Attempts to 'Civilise' and the Native,1,6
CBSE,Class 8,Social Science,Social Science Success (2023-24),7,History 7. Reforms. Reformers and Women,1,7
CBSE,Class 8,Social Science,Social Science Success (2023-24),8,History 8. The National Movement (1870-1947),1,8
CBSE,Class 8,Social Science,Social Science Success (2023-24),9,Geography 1. Resources,1,9
CBSE,Class 8,Social Science,Social Science Success (2023-24),10,Geography 2. Natural Resources—Land and Soil,1,10
CBSE,Class 8,Social Science,Social Science Success (2023-24),11,Geography 3. Natural Resources—Water,1,11
CBSE,Class 8,Social Science,Social Science Success (2023-24),12,Geography 4. Natural Resources—Natural Vegetation and Wildlife,1,12
CBSE,Class 8,Social Science,Social Science Success (2023-24),13,Geography 5. Agriculture—Types of Farming,1,13
CBSE,Class 8,Social Science,Social Science Success (2023-24),14,Geography 6. Major Agricultural Crops and Development —Case Studies,1,14
CBSE,Class 8,Social Science,Social Science Success (2023-24),15,Geography 7. Industries—Classification and Location,1,15
CBSE,Class 8,Social Science,Social Science Success (2023-24),16,Geography 8. Major Industries Of the World,1,16
CBSE,Class 8,Social Science,Social Science Success (2023-24),17,Geography 9. Importance of Human Resources,1,17
CBSE,Class 8,Social Science,Social Science Success (2023-24),18,Geography 10. Natural and Man-Made Disasters,1,18
CBSE,Class 8,Social Science,Social Science Success (2023-24),19,Social and Political Life 1. The Indian Constitution,1,19
CBSE,Class 8,Social Science,Social Science Success (2023-24),20,Social and Political Life 2. Understanding Secularism,1,20
CBSE,Class 8,Social Science,Social Science Success (2023-24),21,Social and Political Life 3. Role of the Parliament,1,21
CBSE,Class 8,Social Science,Social Science Success (2023-24),22,Social and Political Life 4. The Need to Establish The Rule of Law,1,22
CBSE,Class 8,Social Science,Social Science Success (2023-24),23,Social and Political Life 5. The Judicial System,1,23
CBSE,Class 8,Social Science,Social Science Success (2023-24),24,Social and Political Life 6. Understanding Marginalisation,1,24
CBSE,Class 8,Social Science,Social Science Success (2023-24),25,Social and Political Life 7. Confronting Marginalisation,1,25
CBSE,Class 8,Social Science,Social Science Success (2023-24),26,Social and Political Life 8. Public Facilities,1,26
CBSE,Class 8,Social Science,Social Science Success (2023-24),27,Social and Political Life 9. Law and Social Justice,1,27
