Board Name,Class Name,Subject Name,Series Name,Chapter Name,Topic Name,Subtopic Name,Question Type,"Question(If question is mcq or Assertion & Reason  use option 1 to option 4 and in answer give 1,2,3,4 number only not option value, if true false, or any other type question give answer in answer coloumn and for fill in the blanks you can use comma seprator for multiple filling answers eg fill1,fill2, fill3)",Answer,Option1,Option2,Option3,Option4,Explanation,Question Weight(optional),Difficulty Level,Learning Outcomes(optional),"Skills(optional if any seprate with comma ,)","Tags(optional if any seprate with comma ,)","Status(1==active,0=Inactive)"
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 9 Good Manners and Habits,,,Multiple Choice Question (QPG) Test Paper,Always speak the,truth,lie,truth,language,mother tongue,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 CHAPTER 9 GOOD  MANNERS AND HABITS Test Paper Generator MCQ 1 ,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 9 Good Manners and Habits,,,Multiple Choice Question (QPG) Test Paper,_______make fun of anyone.,Never,Always,Sometimes,On Sunday,Never,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 CHAPTER 9 GOOD  MANNERS AND HABITS Test Paper Generator MCQ 2,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 9 Good Manners and Habits,,,Multiple Choice Question (QPG) Test Paper,Do not _______things.,waste,waste,save,mend,decorate,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 CHAPTER 9 GOOD  MANNERS AND HABITS Test Paper Generator MCQ 3,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 9 Good Manners and Habits,,,Multiple Choice Question (QPG) Test Paper,Be a ____________child.,well-mannered,angry,well-mannered,disobedient,naughty,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 CHAPTER 9 GOOD  MANNERS AND HABITS Test Paper Generator MCQ 4,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 9 Good Manners and Habits,,,Multiple Choice Question (QPG) Test Paper,____________others.,Compliment,Ignore,Compliment,Dislike,Lie to ,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 CHAPTER 9 GOOD  MANNERS AND HABITS Test Paper Generator MCQ 5,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 9 Good Manners and Habits,,,Multiple Choice Question (QPG) Test Paper,________the needy.,Help,Ignore,Hurt,Help,Tease,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 CHAPTER 9 GOOD  MANNERS AND HABITS Test Paper Generator MCQ 6,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 9 Good Manners and Habits,,,True or False (QPG),Always smile and have good attitude.,NA,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 CHAPTER 9 GOOD  MANNERS AND HABITS Test Paper Generator True or False 1,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 9 Good Manners and Habits,,,True or False (QPG),Never obey your elders.,NA,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 CHAPTER 9 GOOD  MANNERS AND HABITS Test Paper Generator True or False 2,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 9 Good Manners and Habits,,,True or False (QPG),Pay attention to the teacher.,NA,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 CHAPTER 9 GOOD  MANNERS AND HABITS Test Paper Generator True or False 3,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 9 Good Manners and Habits,,,True or False (QPG),Do not interrupt when others are talking.,NA,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 CHAPTER 9 GOOD  MANNERS AND HABITS Test Paper Generator True or False 4,1
