Board Name,Class Name,Subject Name,Series Name,Chapter Name,Topic Name,Subtopic Name,Question Type,"Question(If question is mcq or Assertion & Reason  use option 1 to option 4 and in answer give 1,2,3,4 number only not option value, if true false, or any other type question give answer in answer coloumn and for fill in the blanks you can use comma seprator for multiple filling answers eg fill1,fill2, fill3)",Answer,Option1,Option2,Option3,Option4,Explanation,Question Weight(optional),Difficulty Level,Learning Outcomes(optional),"Skills(optional if any seprate with comma ,)","Tags(optional if any seprate with comma ,)","Status(1==active,0=Inactive)"
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 7 Air and Water,,,Multiple Choice Question (QPG) Test Paper,Can you see air?,No,No,Yes,Sometimes,Never,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 CHAPTER 7 AIR AND WATER Test Paper Generator MCQ 1 ,
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 7 Air and Water,,,Multiple Choice Question (QPG) Test Paper,What is moving air called?,Wind,Breeze,Loo,Storm,Wind,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 CHAPTER 7 AIR AND WATER Test Paper Generator MCQ 2,
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 7 Air and Water,,,Multiple Choice Question (QPG) Test Paper,What is a gentle wind called?,Breeze,Breeze,Storm,Loo,Hurricane,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 CHAPTER 7 AIR AND WATER Test Paper Generator MCQ 3,
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 7 Air and Water,,,Multiple Choice Question (QPG) Test Paper,We need air to,breathe,eat,breathe,drink,cook,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 CHAPTER 7 AIR AND WATER Test Paper Generator MCQ 4,
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 7 Air and Water,,,Multiple Choice Question (QPG) Test Paper,Fish breathe through,gills,scales,fins,gills,stomata,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 CHAPTER 7 AIR AND WATER Test Paper Generator MCQ 5,
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 7 Air and Water,,,Multiple Choice Question (QPG) Test Paper,We cannot _____without water.,live,sleep,breathe,live,sit,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 CHAPTER 7 AIR AND WATER Test Paper Generator MCQ 6,
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 7 Air and Water,,,Multiple Choice Question (QPG) Test Paper,The main source of water is,rain,well,rain,river,ocean,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 CHAPTER 7 AIR AND WATER Test Paper Generator MCQ 7,
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 7 Air and Water,,,Multiple Choice Question (QPG) Test Paper,We get water at home through,taps,oceans,rain,taps,ponds,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 CHAPTER 7 AIR AND WATER Test Paper Generator MCQ 8,
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 7 Air and Water,,,Multiple Choice Question (QPG) Test Paper,Plants cannot live without,water,water,fertilizer,ponds,storms,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 CHAPTER 7 AIR AND WATER Test Paper Generator MCQ 9,
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 7 Air and Water,,,Multiple Choice Question (QPG) Test Paper,__________helps in lighting a fire.,Air,Water,Rivers,Air,Snow storms,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 CHAPTER 7 AIR AND WATER Test Paper Generator MCQ 10,
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 7 Air and Water,,,True or False (QPG),We can live without air. _____,NA,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 CHAPTER 7 AIR AND WATER Test Paper Generator True or False 1,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 7 Air and Water,,,True or False (QPG), Air is found only in hilly areas. _____,NA,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 CHAPTER 7 AIR AND WATER Test Paper Generator True or False 2,1
