Board Name,Class Name,Subject Name,Series Name,Chapter Number,Chapter Name,Status,Position
CBSE,Class 1,English Grammar,Elementary English Grammar and Composition (2024 Edition),1,Chapter 1. The Alphabet ,1,1
CBSE,Class 1,English Grammar,Elementary English Grammar and Composition (2024 Edition),2,Chapter 2. Vowels and Consonants ,1,2
CBSE,Class 1,English Grammar,Elementary English Grammar and Composition (2024 Edition),3,Chapter 3. Naming Words ,1,3
CBSE,Class 1,English Grammar,Elementary English Grammar and Composition (2024 Edition),4,Chapter 4. Common Names and Special Names ,1,4
CBSE,Class 1,English Grammar,Elementary English Grammar and Composition (2024 Edition),5,Chapter 5. One and More than One ,1,5
CBSE,Class 1,English Grammar,Elementary English Grammar and Composition (2024 Edition),6,Chapter 6. He or She ,1,6
CBSE,Class 1,English Grammar,Elementary English Grammar and Composition (2024 Edition),7,"Chapter 7. I, We You, He, She, It, They ",1,7
CBSE,Class 1,English Grammar,Elementary English Grammar and Composition (2024 Edition),8,"Chapter 8. A, An, The ",1,8
CBSE,Class 1,English Grammar,Elementary English Grammar and Composition (2024 Edition),9,Chapter 9. Describing Words ,1,9
CBSE,Class 1,English Grammar,Elementary English Grammar and Composition (2024 Edition),10,Chapter 10. Doing Words ,1,10
CBSE,Class 1,English Grammar,Elementary English Grammar and Composition (2024 Edition),11,"Chapter 11. Am, Is, Are ",1,11
CBSE,Class 1,English Grammar,Elementary English Grammar and Composition (2024 Edition),12,"Chapter 12. Am, Is, Are + -ing ",1,12
CBSE,Class 1,English Grammar,Elementary English Grammar and Composition (2024 Edition),13,Chapter 13. Has and Have ,1,13
CBSE,Class 1,English Grammar,Elementary English Grammar and Composition (2024 Edition),14,Chapter 14. Position Words ,1,14
CBSE,Class 1,English Grammar,Elementary English Grammar and Composition (2024 Edition),15,Chapter 15. Joining Words ,1,15
CBSE,Class 1,English Grammar,Elementary English Grammar and Composition (2024 Edition),16,Chapter 16. The Sentence ,1,16
CBSE,Class 1,English Grammar,Elementary English Grammar and Composition (2024 Edition),17,Chapter 17. Vocabulary ,1,17
CBSE,Class 1,English Grammar,Elementary English Grammar and Composition (2024 Edition),18,Chapter 18. Comprehension ,1,18
CBSE,Class 1,English Grammar,Elementary English Grammar and Composition (2024 Edition),19,Chapter 19. Composition,1,19
CBSE,Class 2,English Grammar,Elementary English Grammar and Composition (2024 Edition),1,Chapter 1. The Sentence ,1,1
CBSE,Class 2,English Grammar,Elementary English Grammar and Composition (2024 Edition),2,Chapter 2. The Two Parts of a Sentence ,1,2
CBSE,Class 2,English Grammar,Elementary English Grammar and Composition (2024 Edition),3,Chapter 3. Naming Words ,1,3
CBSE,Class 2,English Grammar,Elementary English Grammar and Composition (2024 Edition),4,Chapter 4. Common Names and Special Names ,1,4
CBSE,Class 2,English Grammar,Elementary English Grammar and Composition (2024 Edition),5,Chapter 5. One and Many,1,5
CBSE,Class 2,English Grammar,Elementary English Grammar and Composition (2024 Edition),6,Chapter 6. He or She ,1,6
CBSE,Class 2,English Grammar,Elementary English Grammar and Composition (2024 Edition),7,"Chapter 7. I, We, You, He, She, It, They ",1,7
CBSE,Class 2,English Grammar,Elementary English Grammar and Composition (2024 Edition),8,"Chapter 8. Me, Us, You, Him, Her, It, Them ",1,8
