Board Name,Class Name,Subject Name,Series Name,Chapter Name,Topic Name,Subtopic Name,Question Type,"Question(If question is mcq or Assertion & Reason  use option 1 to option 4 and in answer give 1,2,3,4 number only not option value, if true false, or any other type question give answer in answer coloumn and for fill in the blanks you can use comma seprator for multiple filling answers eg fill1,fill2, fill3)",Answer,Option1,Option2,Option3,Option4,Explanation,Question Weight(optional),Difficulty Level,Learning Outcomes(optional),"Skills(optional if any seprate with comma ,)","Tags(optional if any seprate with comma ,)","Status(1==active,0=Inactive)"
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 14- Our Helpers,,,Multiple Choice Question (QPG) Test Paper,A __________helps in household chores.,househelp,driver,househelp,sweeper,postman,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 14- Our Helpers Test Paper Generator MCQ 1 ,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 14- Our Helpers,,,Multiple Choice Question (QPG) Test Paper,A  _______grows foodgrains for us.,farmer,farmer,doctorl,teacher,postman,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 14- Our Helpers Test Paper Generator MCQ 2,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 14- Our Helpers,,,Multiple Choice Question (QPG) Test Paper,A policeman catches_________,thieves,thieves,animals,birds,fish,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 14- Our Helpers Test Paper Generator MCQ 3,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 14- Our Helpers,,,Multiple Choice Question (QPG) Test Paper,A carpenter makes things out of _______,wood,steel,wood,plastic,paper,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 14- Our Helpers Test Paper Generator MCQ 4,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 14- Our Helpers,,,Multiple Choice Question (QPG) Test Paper,A barber cuts ______________,hair,trees,hair,grass,vegetables,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 14- Our Helpers Test Paper Generator MCQ 5,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 14- Our Helpers,,,Multiple Choice Question (QPG) Test Paper,A  ________takes us to school.,driver,sweeper,teacher,driver,doctor,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 14- Our Helpers Test Paper Generator MCQ 6,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 14- Our Helpers,,,True or False (QPG),A househelp sweeps the streets. ,NA,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 14- Our Helpers Test Paper Generator True or False 1,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 14- Our Helpers,,,True or False (QPG),Madam Prerna teaches us in a school.,NA,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 14- Our Helpers Test Paper Generator True or False 2,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 14- Our Helpers,,,True or False (QPG),A driver takes us to school and brings us back to home.,NA,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 14- Our Helpers Test Paper Generator True or False 3,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 14- Our Helpers,,,True or False (QPG),No one helps us in our daily lives.,NA,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 14- Our Helpers Test Paper Generator True or False 4,1
