Board Name,Class Name,Subject Name,Series Name,Chapter Name,Topic Name,Subtopic Name,Question Type,"Question(If question is mcq or Assertion & Reason  use option 1 to option 4 and in answer give 1,2,3,4 number only not option value, if true false, or any other type question give answer in answer coloumn and for fill in the blanks you can use comma seprator for multiple filling answers eg fill1,fill2, fill3)",Answer,Option1,Option2,Option3,Option4,Explanation,Question Weight(optional),Difficulty Level,Learning Outcomes(optional),"Skills(optional if any seprate with comma ,)","Tags(optional if any seprate with comma ,)","Status(1==active,0=Inactive)"
CBSE,Class 4,Environmental Studies,Illustrative Environmental Studies,Chapter 6- Soil and Geographical Features,,,True or False (QPG),Soil is the loose upper layer of the land where plants grow.,NA,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 4 Chapter 6- Soil and Geographical Features Test Paper Generator True or False 1,1
CBSE,Class 4,Environmental Studies,Illustrative Environmental Studies,Chapter 6- Soil and Geographical Features,,,True or False (QPG),Formation of soil is a short and continuous process.,NA,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 4 Chapter 6- Soil and Geographical Features Test Paper Generator True or False 2,1
CBSE,Class 4,Environmental Studies,Illustrative Environmental Studies,Chapter 6- Soil and Geographical Features,,,True or False (QPG),There are four oceans on the Earth.,NA,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 4 Chapter 6- Soil and Geographical Features Test Paper Generator True or False 3,1
CBSE,Class 4,Environmental Studies,Illustrative Environmental Studies,Chapter 6- Soil and Geographical Features,,,True or False (QPG),Deserts are dry areas that are covered with sand.,NA,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 4 Chapter 6- Soil and Geographical Features Test Paper Generator True or False 4,1
CBSE,Class 4,Environmental Studies,Illustrative Environmental Studies,Chapter 6- Soil and Geographical Features,,,True or False (QPG),The remains of dead plants and animals in the soil are called humus.,NA,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 4 Chapter 6- Soil and Geographical Features Test Paper Generator True or False 5,1
CBSE,Class 4,Environmental Studies,Illustrative Environmental Studies,Chapter 6- Soil and Geographical Features,,,True or False (QPG),Loamy soil is found in desert areas.,NA,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 4 Chapter 6- Soil and Geographical Features Test Paper Generator True or False 6,1
CBSE,Class 4,Environmental Studies,Illustrative Environmental Studies,Chapter 6- Soil and Geographical Features,,,True or False (QPG),Clayey soil can hold much water.,NA,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 4 Chapter 6- Soil and Geographical Features Test Paper Generator True or False 7,1
CBSE,Class 4,Environmental Studies,Illustrative Environmental Studies,Chapter 6- Soil and Geographical Features,,,True or False (QPG),The flat lands on the Earth are called hills.,NA,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 4 Chapter 6- Soil and Geographical Features Test Paper Generator True or False 8,1
CBSE,Class 4,Environmental Studies,Illustrative Environmental Studies,Chapter 6- Soil and Geographical Features,,,True or False (QPG),The weather is pleasant on the hills around the year but it is very cold during winters.,NA,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 4 Chapter 6- Soil and Geographical Features Test Paper Generator True or False 9,1
CBSE,Class 4,Environmental Studies,Illustrative Environmental Studies,Chapter 6- Soil and Geographical Features,,,True or False (QPG),A sea is a large body of fresh water.,NA,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 4 Chapter 6- Soil and Geographical Features Test Paper Generator True or False 10,1
CBSE,Class 4,Environmental Studies,Illustrative Environmental Studies,Chapter 6- Soil and Geographical Features,,,Very Short Answer Questions (QPG),Name three types of soil.,NA,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 4 Chapter 6- Soil and Geographical Features Test Paper Generator Very Short Answer Questions 1,1
CBSE,Class 4,Environmental Studies,Illustrative Environmental Studies,Chapter 6- Soil and Geographical Features,,,Very Short Answer Questions (QPG),What do you understand by humus?,NA,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 4 Chapter 6- Soil and Geographical Features Test Paper Generator Very Short Answer Questions 2,1
CBSE,Class 4,Environmental Studies,Illustrative Environmental Studies,Chapter 6- Soil and Geographical Features,,,Very Short Answer Questions (QPG),Who are known as farmer’s friends?,NA,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 4 Chapter 6- Soil and Geographical Features Test Paper Generator Very Short Answer Questions 3,1
