Board Name,Class Name,Subject Name,Series Name,Chapter Number,Chapter Name,Status,Position
CBSE,Class 3,Integrated Subjects,Rosemary,1,Sem 01 - English : Chapter 1 A Little Bird Sees,1,1
CBSE,Class 3,Integrated Subjects,Rosemary,2,Sem 01 - English : Chapter 2 A Secret Riddle,1,2
CBSE,Class 3,Integrated Subjects,Rosemary,3,Sem 01 - English : Chapter 3 One Bad Habit,1,3
CBSE,Class 3,Integrated Subjects,Rosemary,4,Sem 01 - English : Chapter 4 Five Little Chickens,1,4
CBSE,Class 3,Integrated Subjects,Rosemary,5,Sem 01 - English : Chapter 5 Days of Celebration - Pongal,1,5
CBSE,Class 3,Integrated Subjects,Rosemary,6,Sem 01 - English : Chapter 6 The Magic Lamp,1,6
CBSE,Class 3,Integrated Subjects,Rosemary,7,Sem 01 - English : Chapter 7 A Witty Answer,1,7
CBSE,Class 3,Integrated Subjects,Rosemary,8,Sem 01 - Mathematics : Chapter 1 Numbers Beyond 999,1,8
CBSE,Class 3,Integrated Subjects,Rosemary,9,Sem 01 - Mathematics : Chapter 2 Addition,1,9
CBSE,Class 3,Integrated Subjects,Rosemary,10,Sem 01 - Mathematics : Chapter 3 Subtraction,1,10
CBSE,Class 3,Integrated Subjects,Rosemary,11,Sem 01 - Mathematics : Chapter 4 Multiplication,1,11
CBSE,Class 3,Integrated Subjects,Rosemary,12,Sem 01 - Mathematics : Chapter 5 Division,1,12
CBSE,Class 3,Integrated Subjects,Rosemary,13,Sem 01 - Mathematics : Chapter 6 More About Division,1,13
CBSE,Class 3,Integrated Subjects,Rosemary,14,Sem 01 - Mathematics : Chapter 6 More About Division,1,14
CBSE,Class 3,Integrated Subjects,Rosemary,15,Sem 01 - Science : Chapter 1 Living and Non-Living Things,1,15
CBSE,Class 3,Integrated Subjects,Rosemary,16,Sem 01 - Science : Chapter 2 Plants and their Parts,1,16
CBSE,Class 3,Integrated Subjects,Rosemary,17,Sem 01 - Science : Chapter 3 Birds,1,17
CBSE,Class 3,Integrated Subjects,Rosemary,18,Sem 01 - Science : Chapter 4 Insects,1,18
CBSE,Class 3,Integrated Subjects,Rosemary,19,Sem 01 - Science : Chapter 5 Human Body: A Living Wonder,1,19
CBSE,Class 3,Integrated Subjects,Rosemary,20,Sem 01 - Science : Chapter 6 Food and Feeding Habits of Animals,1,20
CBSE,Class 3,Integrated Subjects,Rosemary,21,Sem 01 - Science : Chapter 7 Housing and Clothing,1,21
CBSE,Class 3,Integrated Subjects,Rosemary,22,Sem 01 - Social Studies : Chapter 1 The Earth - Our Home,1,22
CBSE,Class 3,Integrated Subjects,Rosemary,23,Sem 01 - Social Studies : Chapter 2 How Our Earth Looks,1,23
CBSE,Class 3,Integrated Subjects,Rosemary,24,Sem 01 - Social Studies : Chapter 3 Our Country India,1,24
CBSE,Class 3,Integrated Subjects,Rosemary,25,Sem 01 - Social Studies : Chapter 4 Water-Our Precious Resource,1,25
CBSE,Class 3,Integrated Subjects,Rosemary,26,Sem 01 - Social Studies : Chapter 5 Family-The Foundation,1,26
CBSE,Class 3,Integrated Subjects,Rosemary,27,Sem 01 - Social Studies : Chapter 6 Food We Eat,1,27
CBSE,Class 3,Integrated Subjects,Rosemary,28,Sem 01 - Social Studies : Chapter 7 Indian Dresses,1,28
CBSE,Class 3,Integrated Subjects,Rosemary,29,Sem 01 - Social Studies : Chapter 8 Our Festivals,1,29
CBSE,Class 3,Integrated Subjects,Rosemary,30,"Sem 02 - English : Chapter 1 Robot, the Life Saver",1,30
CBSE,Class 3,Integrated Subjects,Rosemary,31,Sem 02 - English : Chapter 2 The Earth Speaks,1,31
CBSE,Class 3,Integrated Subjects,Rosemary,32,Sem 02 - English : Chapter 3 The Three Brothers (A Folk tale from Nagaland),1,32
CBSE,Class 3,Integrated Subjects,Rosemary,33,Sem 02 - English : Chapter 4 New Friends,1,33
CBSE,Class 3,Integrated Subjects,Rosemary,34,Sem 02 - English : Chapter 5 I Wonder,1,34
CBSE,Class 3,Integrated Subjects,Rosemary,35,Sem 02 - English : Chapter 6 Sharing,1,35
CBSE,Class 3,Integrated Subjects,Rosemary,36,Sem 02 - English : Chapter 7 God Gave Me Eyes,1,36
CBSE,Class 3,Integrated Subjects,Rosemary,37,Sem 02 - Mathematics : Chapter 1 Fractions,1,37
CBSE,Class 3,Integrated Subjects,Rosemary,38,Sem 02 - Mathematics : Chapter 2 Geometry,1,38
CBSE,Class 3,Integrated Subjects,Rosemary,39,Sem 02 - Mathematics : Chapter 3 Patterns,1,39
CBSE,Class 3,Integrated Subjects,Rosemary,40,Sem 02 - Mathematics : Chapter 4 Measurement,1,40
CBSE,Class 3,Integrated Subjects,Rosemary,41,Sem 02 - Mathematics : Chapter 5 Time,1,41
CBSE,Class 3,Integrated Subjects,Rosemary,42,Sem 02 - Mathematics : Chapter 6 Money,1,42
CBSE,Class 3,Integrated Subjects,Rosemary,43,Sem 02 - Mathematics : Chapter 7 Data Handling,1,43
CBSE,Class 3,Integrated Subjects,Rosemary,44,Sem 02 - Science : Chapter 1 Safety and First Aid,1,44
CBSE,Class 3,Integrated Subjects,Rosemary,45,Sem 02 - Science : Chapter 2 Soil: A Natural Wonder,1,45
CBSE,Class 3,Integrated Subjects,Rosemary,46,"Sem 02 - Science : Chapter 3 Solids, Liquids and Gases",1,46
