Board Name,Class Name,Subject Name,Series Name,Chapter Name,Topic Name,Subtopic Name,Question Type,"Question(If question is mcq or Assertion & Reason  use option 1 to option 4 and in answer give 1,2,3,4 number only not option value, if true false, or any other type question give answer in answer coloumn and for fill in the blanks you can use comma seprator for multiple filling answers eg fill1,fill2, fill3)",Answer,Option1,Option2,Option3,Option4,Explanation,Question Weight(optional),Difficulty Level,Learning Outcomes(optional),"Skills(optional if any seprate with comma ,)","Tags(optional if any seprate with comma ,)","Status(1==active,0=Inactive)"
CBSE,Class 2,Social Studies,Social Studies for Juniors with Online Support for Class 2,Chapter 1 My Self,NA,NA,Fill in the Blanks,I am _________________ years old.,NA,NA,NA,NA,NA,NA,Other,Easy,Test Learning Outcome 1,Skillone,tagone,1
CBSE,Class 2,Social Studies,Social Studies for Juniors with Online Support for Class 2,Chapter 1 My Self,NA,NA,Fill in the Blanks,I study in Class _______________________.,NA,NA,NA,NA,NA,NA,Other,Easy,Test Learning Outcome 1,Skillone,tagone,1
CBSE,Class 2,Social Studies,Social Studies for Juniors with Online Support for Class 2,Chapter 1 My Self,NA,NA,Fill in the Blanks,My father’s name is ___________________.,NA,NA,NA,NA,NA,NA,Other,Easy,Test Learning Outcome 1,Skillone,tagone,1
CBSE,Class 2,Social Studies,Social Studies for Juniors with Online Support for Class 2,Chapter 1 My Self,NA,NA,Fill in the Blanks,My home address is _________________________ .,NA,NA,NA,NA,NA,NA,Other,Easy,Test Learning Outcome 1,Skillone,tagone,1
CBSE,Class 2,Social Studies,Social Studies for Juniors with Online Support for Class 2,Chapter 1 My Self,NA,NA,Fill in the Blanks,My mother’s name is _____________________.,NA,NA,NA,NA,NA,NA,Other,Easy,Test Learning Outcome 1,Skillone,tagone,1
CBSE,Class 2,Social Studies,Social Studies for Juniors with Online Support for Class 2,Chapter 1 My Self,NA,NA,Fill in the Blanks,My name is _______________________.,NA,NA,NA,NA,NA,NA,Other,Easy,Test Learning Outcome 1,Skillone,tagone,1
CBSE,Class 2,Social Studies,Social Studies for Juniors with Online Support for Class 2,Chapter 1 My Self,NA,NA,Fill in the Blanks,My telephone number is ___________________________.,NA,NA,NA,NA,NA,NA,Other,Easy,Test Learning Outcome 1,Skillone,tagone,1
CBSE,Class 2,Social Studies,Social Studies for Juniors with Online Support for Class 2,Chapter 1 My Self,NA,NA,Fill in the Blanks,The name of my school is ______________________________.,NA,NA,NA,NA,NA,NA,Other,Easy,Test Learning Outcome 1,Skillone,tagone,1
CBSE,Class 2,Social Studies,Social Studies for Juniors with Online Support for Class 2,Chapter 1 My Self,NA,NA,Fill in the Blanks,The name of the Principal of my school is,NA,NA,NA,NA,NA,NA,Other,Easy,Test Learning Outcome 1,Skillone,tagone,1
CBSE,Class 2,Social Studies,Social Studies for Juniors with Online Support for Class 2,Chapter 1 My Self,NA,NA,True or False,Can you balance yourself on one leg?,NA,NA,NA,NA,NA,NA,Other,Easy,Test Learning Outcome 1,Skillone,tagone,1
CBSE,Class 2,Social Studies,Social Studies for Juniors with Online Support for Class 2,Chapter 1 My Self,NA,NA,True or False,Can you hop on one leg across a park?,NA,NA,NA,NA,NA,NA,Other,Easy,Test Learning Outcome 1,Skillone,tagone,1
CBSE,Class 2,Social Studies,Social Studies for Juniors with Online Support for Class 2,Chapter 1 My Self,NA,NA,True or False,Can you ride a bicycle?,NA,NA,NA,NA,NA,NA,Other,Easy,Test Learning Outcome 1,Skillone,tagone,1
CBSE,Class 2,Social Studies,Social Studies for Juniors with Online Support for Class 2,Chapter 1 My Self,NA,NA,True or False,Can you write with your left hand?,NA,NA,NA,NA,NA,NA,Other,Easy,Test Learning Outcome 1,Skillone,tagone,1
CBSE,Class 2,Social Studies,Social Studies for Juniors with Online Support for Class 2,Chapter 1 My Self,NA,NA,True or False,Do you do your homework every day?,NA,NA,NA,NA,NA,NA,Other,Easy,Test Learning Outcome 1,Skillone,tagone,1
CBSE,Class 2,Social Studies,Social Studies for Juniors with Online Support for Class 2,Chapter 1 My Self,NA,NA,True or False,Do you have curly hair?,NA,NA,NA,NA,NA,NA,Other,Easy,Test Learning Outcome 1,Skillone,tagone,1
CBSE,Class 2,Social Studies,Social Studies for Juniors with Online Support for Class 2,Chapter 1 My Self,NA,NA,True or False,Do you wear spectacles?,NA,NA,NA,NA,NA,NA,Other,Easy,Test Learning Outcome 1,Skillone,tagone,1
