Board Name,Class Name,Subject Name,Series Name,Chapter Name,Topic Name,Subtopic Name,Question Type,"Question(If question is mcq or Assertion & Reason  use option 1 to option 4 and in answer give 1,2,3,4 number only not option value, if true false, or any other type question give answer in answer coloumn and for fill in the blanks you can use comma seprator for multiple filling answers eg fill1,fill2, fill3)",Answer,Option1,Option2,Option3,Option4,Explanation,Question Weight(optional),Difficulty Level,Learning Outcomes(optional),"Skills(optional if any seprate with comma ,)","Tags(optional if any seprate with comma ,)","Status(1==active,0=Inactive)"
CBSE,Class 3,English,Stepping Stones,Chapter 3 How the Sultan Found an Honest Man,,,Fill in the blank (QPG),"The guests did not dance as ___________________________________ and they would have
________________________ caught.",N\A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","English, STEPPING STONES COURSE BOOK 3",1
CBSE,Class 3,English,Stepping Stones,Chapter 3 How the Sultan Found an Honest Man,,,Fill in the blank (QPG),The ___________________________________________________ for ____________________________________,N\A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","English, STEPPING STONES COURSE BOOK 3",1
CBSE,Class 3,English,Stepping Stones,Chapter 3 How the Sultan Found an Honest Man,,,Fill in the blank (QPG),The guests _______________________________________________________________ were punished.,N\A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","English, STEPPING STONES COURSE BOOK 3",1
CBSE,Class 3,English,Stepping Stones,Chapter 3 How the Sultan Found an Honest Man,,,Fill in the blank (QPG),The man who _______________________________________________________________ the treasure.,N\A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","English, STEPPING STONES COURSE BOOK 3",1
CBSE,Class 3,English,Stepping Stones,Chapter 3 How the Sultan Found an Honest Man,,,Fill in the blank (QPG),My sister _______________ in class one.,N\A,,,,,,Other,Hard,Test Learning Outcome 2,"Skillone,skilltwo","English, STEPPING STONES COURSE BOOK 3",1
CBSE,Class 3,English,Stepping Stones,Chapter 3 How the Sultan Found an Honest Man,,,Fill in the blank (QPG),Raman ________________ the best speaker of our class.,N\A,,,,,,Other,Hard,Test Learning Outcome 3,"Skillone,skilltwo","English, STEPPING STONES COURSE BOOK 3",1
CBSE,Class 3,English,Stepping Stones,Chapter 3 How the Sultan Found an Honest Man,,,Fill in the blank (QPG),Sunita _______________ singing on the stage.,N\A,,,,,,Other,Hard,Test Learning Outcome 4,"Skillone,skilltwo","English, STEPPING STONES COURSE BOOK 3",1
CBSE,Class 3,English,Stepping Stones,Chapter 3 How the Sultan Found an Honest Man,,,Fill in the blank (QPG),The boys ________________ playing football.,N\A,,,,,,Other,Hard,Test Learning Outcome 5,"Skillone,skilltwo","English, STEPPING STONES COURSE BOOK 3",1
CBSE,Class 3,English,Stepping Stones,Chapter 3 How the Sultan Found an Honest Man,,,Fill in the blank (QPG),The stars _________________ shining in the sky.,N\A,,,,,,Other,Hard,Test Learning Outcome 6,"Skillone,skilltwo","English, STEPPING STONES COURSE BOOK 3",1
CBSE,Class 3,English,Stepping Stones,Chapter 3 How the Sultan Found an Honest Man,,,Fill in the blank (QPG),They _________________ going to the market.,N\A,,,,,,Other,Hard,Test Learning Outcome 7,"Skillone,skilltwo","English, STEPPING STONES COURSE BOOK 3",1
CBSE,Class 3,English,Stepping Stones,Chapter 3 How the Sultan Found an Honest Man,,,Fill in the blank (QPG),This _______________ a beautiful card.,N\A,,,,,,Other,Hard,Test Learning Outcome 8,"Skillone,skilltwo","English, STEPPING STONES COURSE BOOK 3",1
CBSE,Class 3,English,Stepping Stones,Chapter 3 How the Sultan Found an Honest Man,,,Fill in the blank (QPG),"This _______________ a school rule, your must be punctual.",N\A,,,,,,Other,Hard,Test Learning Outcome 9,"Skillone,skilltwo","English, STEPPING STONES COURSE BOOK 3",1
CBSE,Class 3,English,Stepping Stones,Chapter 3 How the Sultan Found an Honest Man,,,Fill in the blank (QPG),Who _______________ your partner in this game?,N\A,,,,,,Other,Hard,Test Learning Outcome 10,"Skillone,skilltwo","English, STEPPING STONES COURSE BOOK 3",1
CBSE,Class 3,English,Stepping Stones,Chapter 3 How the Sultan Found an Honest Man,,,Fill in the blank (QPG),You _______________ a very naughty boy.,N\A,,,,,,Other,Hard,Test Learning Outcome 11,"Skillone,skilltwo","English, STEPPING STONES COURSE BOOK 3",1
CBSE,Class 3,English,Stepping Stones,Chapter 3 How the Sultan Found an Honest Man,,,Short Answer Questions (QPG),Describe the passage through which the guests had to pass for the feast.,N\A,,,,,,Other,Hard,Test Learning Outcome 12,"Skillone,skilltwo","English, STEPPING STONES COURSE BOOK 3",1
CBSE,Class 3,English,Stepping Stones,Chapter 3 How the Sultan Found an Honest Man,,,Short Answer Questions (QPG),How did the Vizier find the honest man?,N\A,,,,,,Other,Hard,Test Learning Outcome 13,"Skillone,skilltwo","English, STEPPING STONES COURSE BOOK 3",1
CBSE,Class 3,English,Stepping Stones,Chapter 3 How the Sultan Found an Honest Man,,,Short Answer Questions (QPG),What advice did the Vizier give the Sultan?,N\A,,,,,,Other,Hard,Test Learning Outcome 14,"Skillone,skilltwo","English, STEPPING STONES COURSE BOOK 3",1
CBSE,Class 3,English,Stepping Stones,Chapter 3 How the Sultan Found an Honest Man,,,Short Answer Questions (QPG),What did the Sultan ask his guests to do after they had eaten ?,N\A,,,,,,Other,Hard,Test Learning Outcome 15,"Skillone,skilltwo","English, STEPPING STONES COURSE BOOK 3",1
CBSE,Class 3,English,Stepping Stones,Chapter 3 How the Sultan Found an Honest Man,,,Short Answer Questions (QPG),Why did the Sultan call the Vizier?,N\A,,,,,,Other,Hard,Test Learning Outcome 16,"Skillone,skilltwo","English, STEPPING STONES COURSE BOOK 3",1
CBSE,Class 3,English,Stepping Stones,Chapter 5 Robinson Crusoe,,,Fill in the blank (QPG),"A huge elephant stood on the road, but the ___________________
rabbit ran away.",N\A,,,,,,Other,Hard,Test Learning Outcome 17,"Skillone,skilltwo","English, STEPPING STONES COURSE BOOK 3",1
CBSE,Class 3,English,Stepping Stones,Chapter 5 Robinson Crusoe,,,Fill in the blank (QPG),"The old man is sitting, but his ________________________________
son is playing.",N\A,,,,,,Other,Hard,Test Learning Outcome 18,"Skillone,skilltwo","English, STEPPING STONES COURSE BOOK 3",1
CBSE,Class 3,English,Stepping Stones,Chapter 5 Robinson Crusoe,,,Fill in the blank (QPG),Bali has new shoes but mine are ________________________________,N\A,,,,,,Other,Hard,Test Learning Outcome 19,"Skillone,skilltwo","English, STEPPING STONES COURSE BOOK 3",1
CBSE,Class 3,English,Stepping Stones,Chapter 5 Robinson Crusoe,,,Fill in the blank (QPG),Honey is sweet but lemons are ________________sour______________.,N\A,,,,,,Other,Hard,Test Learning Outcome 20,"Skillone,skilltwo","English, STEPPING STONES COURSE BOOK 3",1
CBSE,Class 3,English,Stepping Stones,Chapter 5 Robinson Crusoe,,,Fill in the blank (QPG),Lions are strong but deer are ________________________________,N\A,,,,,,Other,Hard,Test Learning Outcome 21,"Skillone,skilltwo","English, STEPPING STONES COURSE BOOK 3",1
CBSE,Class 3,English,Stepping Stones,Chapter 5 Robinson Crusoe,,,Fill in the blank (QPG),Mr. Bose is rich but his servant is ______________________________,N\A,,,,,,Other,Hard,Test Learning Outcome 22,"Skillone,skilltwo","English, STEPPING STONES COURSE BOOK 3",1
CBSE,Class 3,English,Stepping Stones,Chapter 5 Robinson Crusoe,,,Fill in the blank (QPG),My hair are black but my grandma’s are ______________________________,N\A,,,,,,Other,Hard,Test Learning Outcome 23,"Skillone,skilltwo","English, STEPPING STONES COURSE BOOK 3",1
CBSE,Class 3,English,Stepping Stones,Chapter 5 Robinson Crusoe,,,Fill in the blank (QPG),Raman is hardworking but Kabeer is __________________________,N\A,,,,,,Other,Hard,Test Learning Outcome 24,"Skillone,skilltwo","English, STEPPING STONES COURSE BOOK 3",1
CBSE,Class 3,English,Stepping Stones,Chapter 5 Robinson Crusoe,,,Fill in the blank (QPG),This knife is sharp but that one is ________________________________,N\A,,,,,,Other,Hard,Test Learning Outcome 25,"Skillone,skilltwo","English, STEPPING STONES COURSE BOOK 3",1
CBSE,Class 3,English,Stepping Stones,Chapter 5 Robinson Crusoe,,,Fill in the blank (QPG),Winters are cold but summers are ______________________________________,N\A,,,,,,Other,Hard,Test Learning Outcome 26,"Skillone,skilltwo","English, STEPPING STONES COURSE BOOK 3",1
CBSE,Class 3,English,Stepping Stones,Chapter 5 Robinson Crusoe,,,Short Answer Questions (QPG),Describe how Crusoe was shipwrecked.,N\A,,,,,,Other,Hard,Test Learning Outcome 27,"Skillone,skilltwo","English, STEPPING STONES COURSE BOOK 3",1
CBSE,Class 3,English,Stepping Stones,Chapter 5 Robinson Crusoe,,,Short Answer Questions (QPG),How did Robinson Crusoe reach the shore?,N\A,,,,,,Other,Hard,Test Learning Outcome 28,"Skillone,skilltwo","English, STEPPING STONES COURSE BOOK 3",1
CBSE,Class 3,English,Stepping Stones,Chapter 5 Robinson Crusoe,,,Short Answer Questions (QPG),What did he find in his pockets?,N\A,,,,,,Other,Hard,Test Learning Outcome 29,"Skillone,skilltwo","English, STEPPING STONES COURSE BOOK 3",1
CBSE,Class 3,English,Stepping Stones,Chapter 5 Robinson Crusoe,,,Short Answer Questions (QPG),What did Robinson want to do when he grew up?,N\A,,,,,,Other,Hard,Test Learning Outcome 30,"Skillone,skilltwo","English, STEPPING STONES COURSE BOOK 3",1
CBSE,Class 3,English,Stepping Stones,Chapter 5 Robinson Crusoe,,,Short Answer Questions (QPG),Why was he worried?,N\A,,,,,,Other,Hard,Test Learning Outcome 31,"Skillone,skilltwo","English, STEPPING STONES COURSE BOOK 3",1
CBSE,Class 3,English,Stepping Stones,Chapter 4 The Bun The Wind (Poem),,,Fill in the blank (QPG),The boys ____________________ on the street.,N\A,,,,,,Other,Hard,Test Learning Outcome 32,"Skillone,skilltwo","English, STEPPING STONES COURSE BOOK 3",1
