Board Name,Class Name,Subject Name,Series Name,Chapter Number,Chapter Name,Status,Position
ICSE/ISC,Class 3,Science,Essential Science (2023-24),1,Chapter 1 Living and Non-Living Things,1,1
ICSE/ISC,Class 3,Science,Essential Science (2023-24),2,Chapter 2 Human Body,1,2
ICSE/ISC,Class 3,Science,Essential Science (2023-24),3,Chapter 3 Birds,1,3
ICSE/ISC,Class 3,Science,Essential Science (2023-24),4,Chapter 4 Insects,1,4
ICSE/ISC,Class 3,Science,Essential Science (2023-24),5,Chapter 5 Plants in the Surroundings,1,5
ICSE/ISC,Class 3,Science,Essential Science (2023-24),6,Chapter 6 Food We Get from Plants,1,6
ICSE/ISC,Class 3,Science,Essential Science (2023-24),7,"Chapter 7 States of Matter : Solids, Liquids and Gases",1,7
ICSE/ISC,Class 3,Science,Essential Science (2023-24),8,Chapter 8 Properties of Water,1,8
ICSE/ISC,Class 3,Science,Essential Science (2023-24),9,Chapter 9 Water as a Resource,1,9
ICSE/ISC,Class 3,Science,Essential Science (2023-24),10,Chapter 10 The Sun,1,10
ICSE/ISC,Class 3,Science,Essential Science (2023-24),11,Chapter 11 Health and Cleanliness,1,11
ICSE/ISC,Class 4,Science,Essential Science (2023-24),1,Chapter 1 Food We Eat,1,1
ICSE/ISC,Class 4,Science,Essential Science (2023-24),2,Chapter 2 The Teeth,1,2
ICSE/ISC,Class 4,Science,Essential Science (2023-24),3,Chapter 3 The Digestive and Excretory System,1,3
ICSE/ISC,Class 4,Science,Essential Science (2023-24),4,Chapter 4 Adapation in Animals,1,4
ICSE/ISC,Class 4,Science,Essential Science (2023-24),5,Chapter 5 Adapation in Plants,1,5
ICSE/ISC,Class 4,Science,Essential Science (2023-24),6,Chapter 6 Plants in the Surroundings and Environment,1,6
ICSE/ISC,Class 4,Science,Essential Science (2023-24),7,Chapter 7 Air,1,7
ICSE/ISC,Class 4,Science,Essential Science (2023-24),8,Chapter 8 Materials and Solutions,1,8
ICSE/ISC,Class 4,Science,Essential Science (2023-24),9,Chapter 9 Light,1,9
ICSE/ISC,Class 4,Science,Essential Science (2023-24),10,Chapter 10 Measurement,1,10
ICSE/ISC,Class 4,Science,Essential Science (2023-24),11,Chapter 11 Push and Pull,1,11
ICSE/ISC,Class 4,Science,Essential Science (2023-24),12,Chapter 12 Friction as a Force,1,12
ICSE/ISC,Class 5,Science,Essential Science (2023-24),1,Chapter 1 Human Circulatry System,1,1
ICSE/ISC,Class 5,Science,Essential Science (2023-24),2,Chapter 2 Human Skeletal System,1,2
ICSE/ISC,Class 5,Science,Essential Science (2023-24),3,Chapter 3 Food and Health,1,3
ICSE/ISC,Class 5,Science,Essential Science (2023-24),4,Chapter 4 PoIIination,1,4
ICSE/ISC,Class 5,Science,Essential Science (2023-24),5,Chapter 5 Plant Reproduction,1,5
ICSE/ISC,Class 5,Science,Essential Science (2023-24),6,"Chapter 6 Solids, Liquids and Gases",1,6
ICSE/ISC,Class 5,Science,Essential Science (2023-24),7,Chapter 7 Interdependence in Living Being - Plants & Animals,1,7
ICSE/ISC,Class 5,Science,Essential Science (2023-24),8,Chapter 8 Sound and Noise,1,8
ICSE/ISC,Class 5,Science,Essential Science (2023-24),9,Chapter 9 Work and Energy,1,9
ICSE/ISC,Class 5,Science,Essential Science (2023-24),10,Chapter 10 Light and Shadows,1,10
ICSE/ISC,Class 5,Science,Essential Science (2023-24),11,Chapter 11 Simple and Machines,1,11
ICSE/ISC,Class 5,Science,Essential Science (2023-24),12,Chapter 12 Cleanliness and Hygiene,1,12
