Board Name,Class Name,Subject Name,Series Name,Chapter Number,Chapter Name,Status,Position
CBSE,Class 1,Computer Science,Online with Computer,1,Chapter 1 Computers,1,1
CBSE,Class 1,Computer Science,Online with Computer,2,Chapter 2 Mouse And Keyboard,1,2
CBSE,Class 1,Computer Science,Online with Computer,3,Chapter 3 Parts Of Computer,1,3
CBSE,Class 1,Computer Science,Online with Computer,4,Chapter 4 Uses Of Computers,1,4
CBSE,Class 1,Computer Science,Online with Computer,5,Chapter 5 Letters Of The Alphabet,1,5
CBSE,Class 2,Computer Science,Online with Computer,1,Chapter 1 Computers In The World,1,1
CBSE,Class 2,Computer Science,Online with Computer,2,Chapter 2 Hello Computers,1,2
CBSE,Class 2,Computer Science,Online with Computer,3,Chapter 3 Keyboard,1,3
CBSE,Class 2,Computer Science,Online with Computer,4,Chapter 4 Mouse,1,4
CBSE,Class 2,Computer Science,Online with Computer,5,Chapter 5 Parts Of A Computer,1,5
CBSE,Class 3,Computer Science,Online with Computer,1,Chapter 1 Computers Introduction,1,1
CBSE,Class 3,Computer Science,Online with Computer,2,Chapter 2 Drawing And Colouring In Paint,1,2
CBSE,Class 3,Computer Science,Online with Computer,3,Chapter 3 Introduction To Logo,1,3
CBSE,Class 3,Computer Science,Online with Computer,4,Chapter 4 Operating The Computer,1,4
CBSE,Class 3,Computer Science,Online with Computer,5,Chapter 5 Windows And Paint,1,5
CBSE,Class 4,Computer Science,Online with Computer,1,Chapter 1 Applications Of Computers,1,1
CBSE,Class 4,Computer Science,Online with Computer,2,Chapter 2 Features And Uses Of Computers,1,2
CBSE,Class 4,Computer Science,Online with Computer,3,Chapter 3 Hardware Devices And Software,1,3
CBSE,Class 4,Computer Science,Online with Computer,4,Chapter 4 More On Paint,1,4
CBSE,Class 4,Computer Science,Online with Computer,5,Chapter 5 Windows Xp,1,5
CBSE,Class 5,Computer Science,Online with Computer,1,Chapter 1 Computer Software,1,1
CBSE,Class 5,Computer Science,Online with Computer,2,Chapter 2 Exploring Your Computer,1,2
CBSE,Class 5,Computer Science,Online with Computer,3,Chapter 3 Generations And Types Of Computers,1,3
CBSE,Class 5,Computer Science,Online with Computer,4,Chapter 4 Memory Devices,1,4
CBSE,Class 5,Computer Science,Online with Computer,5,Chapter 5 Networks And Multimedia,1,5
CBSE,Class 6,Computer Science,Online with Computer,1,Chapter 1 Advance Word Features,1,1
CBSE,Class 6,Computer Science,Online with Computer,2,Chapter 2 Formatting Paragraphs In Word 2003,1,2
CBSE,Class 6,Computer Science,Online with Computer,3,Chapter 3 Historical Development Of Computers,1,3
CBSE,Class 6,Computer Science,Online with Computer,4,Chapter 4 Introduction To Internet,1,4
CBSE,Class 6,Computer Science,Online with Computer,5,Chapter 5 Introduction To Ms-Excel 2003,1,5
CBSE,Class 7,Computer Science,Online with Computer,1,Chapter 1 Computer Technology Advancement,1,1
CBSE,Class 7,Computer Science,Online with Computer,2,Chapter 2 Enhancing Your Document,1,2
CBSE,Class 7,Computer Science,Online with Computer,3,Chapter 3 Formatting Workbooks In Excel 2003,1,3
CBSE,Class 7,Computer Science,Online with Computer,4,Chapter 4 Viewing Worksheets And Entering Formulas,1,4
CBSE,Class 7,Computer Science,Online with Computer,5,"Chapter 5 Views, Styles And Mail Merge",1,5
CBSE,Class 8,Computer Science,Online with Computer,1,Chapter 1 Advance Features Of Excel 2003,1,1
CBSE,Class 8,Computer Science,Online with Computer,2,Chapter 2 Downloading And Installing Files,1,2
CBSE,Class 8,Computer Science,Online with Computer,3,Chapter 3 Malware And Antivirus,1,3
CBSE,Class 8,Computer Science,Online with Computer,4,Chapter 4 Using Internet,1,4
CBSE,Class 8,Computer Science,Online with Computer,5,Chapter 5 Word And Web,1,5
