Board Name,Class Name,Subject Name,Series Name,Chapter Name,Topic Name,Subtopic Name,Question Type,"Question(If question is mcq or Assertion & Reason  use option 1 to option 4 and in answer give 1,2,3,4 number only not option value, if true false, or any other type question give answer in answer coloumn and for fill in the blanks you can use comma seprator for multiple filling answers eg fill1,fill2, fill3)",Answer,Option1,Option2,Option3,Option4,Explanation,Question Weight(optional),Difficulty Level,Learning Outcomes(optional),"Skills(optional if any seprate with comma ,)","Tags(optional if any seprate with comma ,)","Status(1==active,0=Inactive)"
CBSE,Class 1,Social Studies,Illustrative Social Studies,Chapter 13- Celebrations and Recreation,,,Short Answer Questions (QPG),Name the festival of lights celebrated in India.,N/A,,,,,,Weight1,Easy,Test Learning Outcome 1,Easy, Illustrative Social Studies Class 1 Chapter 13- Celebrations and Recreation Short Answer Questions (QPG) 1_1,1
CBSE,Class 1,Social Studies,Illustrative Social Studies,Chapter 13- Celebrations and Recreation,,,Short Answer Questions (QPG),Who celebrates the festival of Eid?,N/A,,,,,,Weight1,Easy,Test Learning Outcome 1,Easy, Illustrative Social Studies Class 1 Chapter 13- Celebrations and Recreation Short Answer Questions (QPG) 1_2,1
CBSE,Class 1,Social Studies,Illustrative Social Studies,Chapter 13- Celebrations and Recreation,,,Short Answer Questions (QPG),Name any one means of having fun.,N/A,,,,,,Weight1,Easy,Test Learning Outcome 1,Easy, Illustrative Social Studies Class 1 Chapter 13- Celebrations and Recreation Short Answer Questions (QPG) 1_3,1
CBSE,Class 1,Social Studies,Illustrative Social Studies,Chapter 13- Celebrations and Recreation,,,One Word Answer (QPG),Festivals bring joy/sorrow to our lives.,N/A,,,,,,Weight2,Easy,Test Learning Outcome 1,Easy, Illustrative Social Studies Class 1 Chapter 13- Celebrations and Recreation One Word Answer (QPG) 2_1,1
CBSE,Class 1,Social Studies,Illustrative Social Studies,Chapter 13- Celebrations and Recreation,,,One Word Answer (QPG),Christmas is celebrated on 25th/30th December.,N/A,,,,,,Weight2,Easy,Test Learning Outcome 1,Easy, Illustrative Social Studies Class 1 Chapter 13- Celebrations and Recreation One Word Answer (QPG) 2_2,1
CBSE,Class 1,Social Studies,Illustrative Social Studies,Chapter 13- Celebrations and Recreation,,,One Word Answer (QPG),Sikhs/Christians celebrate Gurupurab.,N/A,,,,,,Weight2,Easy,Test Learning Outcome 1,Easy, Illustrative Social Studies Class 1 Chapter 13- Celebrations and Recreation One Word Answer (QPG) 2_3,1
CBSE,Class 1,Social Studies,Illustrative Social Studies,Chapter 13- Celebrations and Recreation,,,One Word Answer (QPG),Hindus pray to Goddess Lakshmi/Saraswati on Diwali.,N/A,,,,,,Weight2,Easy,Test Learning Outcome 1,Easy, Illustrative Social Studies Class 1 Chapter 13- Celebrations and Recreation One Word Answer (QPG) 2_4,1
CBSE,Class 1,Social Studies,Illustrative Social Studies,Chapter 13- Celebrations and Recreation,,,Short Answer Questions (QPG),Why do we need recreation?,N/A,,,,,,Weight3,Easy,Test Learning Outcome 1,Hard, Illustrative Social Studies Class 1 Chapter 13- Celebrations and Recreation Short Answer Questions (QPG) 3_1,1
CBSE,Class 1,Social Studies,Illustrative Social Studies,Chapter 13- Celebrations and Recreation,,,Short Answer Questions (QPG),How do we celebrate Christmas?,N/A,,,,,,Weight3,Hard,Test Learning Outcome 1,Hard, Illustrative Social Studies Class 1 Chapter 13- Celebrations and Recreation Short Answer Questions (QPG) 3_2,1
CBSE,Class 1,Social Studies,Illustrative Social Studies,Chapter 13- Celebrations and Recreation,,,Short Answer Questions (QPG),How do we celebrate Eid?,N/A,,,,,,Weight3,Hard,Test Learning Outcome 1,Hard, Illustrative Social Studies Class 1 Chapter 13- Celebrations and Recreation Short Answer Questions (QPG) 3_3,1
CBSE,Class 1,Social Studies,Illustrative Social Studies,Chapter 13- Celebrations and Recreation,,,Short Answer Questions (QPG),How do we celebrate Diwali?,N/A,,,,,,Weight3,Hard,Test Learning Outcome 1,Hard, Illustrative Social Studies Class 1 Chapter 13- Celebrations and Recreation Short Answer Questions (QPG) 3_4,1
CBSE,Class 1,Social Studies,Illustrative Social Studies,Chapter 13- Celebrations and Recreation,,,Short Answer Questions (QPG),Why is Gurupurab celebrated? What is a Langar?,N/A,,,,,,Weight3,Hard,Test Learning Outcome 1,Hard, Illustrative Social Studies Class 1 Chapter 13- Celebrations and Recreation Short Answer Questions (QPG) 3_5,1
CBSE,Class 1,Social Studies,Illustrative Social Studies,Chapter 13- Celebrations and Recreation,,,One Word Answer (QPG),Hindus ___________________________________________________,N/A,,,,,,Weight4,Hard,Test Learning Outcome 1,Easy, Illustrative Social Studies Class 1 Chapter 13- Celebrations and Recreation One Word Answer (QPG) 4_1,1
