Board Name,Class Name,Subject Name,Series Name,Chapter Name,Topic Name,Subtopic Name,Question Type,Question,Answer,Option1,Option2,Option3,Option4,Explanation,Question Weight(optional),Difficulty Level,Learning Outcomes(optional),"Skills(optional if any seprate with comma ,)","Tags(optional if any seprate with comma ,)","Status(1==active,0=Inactive)"
CBSE,Class 2,Social Studies,Illustrative Social Studies,Food,,,Multiple Choice Question (QPG) Test Paper,     What is the main purpose of eating food?,      To provide energy and nutrients,      To play games,      To watch TV,      To provide energy and nutrients,      To make our stomach full,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Social Studies Class 2 Chapter 3 Test Paper Generator,1
CBSE,Class 2,Social Studies,Illustrative Social Studies,Food,,,Multiple Choice Question (QPG) Test Paper,     Which of the following is a component of balanced food?,      Fruits and vegetables,      Candy,      Ice cream,      Fruits and vegetables,      Potato chips,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Social Studies Class 2 Chapter 3 Test Paper Generator,1
CBSE,Class 2,Social Studies,Illustrative Social Studies,Food,,,Multiple Choice Question (QPG) Test Paper,     Why is it important to have a balanced diet?,      To get all necessary nutrients,      To eat more sweets,      To have fun,      To get all necessary nutrients,      To skip meals,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Social Studies Class 2 Chapter 3 Test Paper Generator,1
CBSE,Class 2,Social Studies,Illustrative Social Studies,Food,,,Multiple Choice Question (QPG) Test Paper,"     What does the term ""body-building"" refer to in our food?",      A type of nutrient that helps build and repair our body,      Something sweet,      A type of nutrient that helps build and repair our body,      A kind of game,      A colorful vegetable,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Social Studies Class 2 Chapter 3 Test Paper Generator,1
CBSE,Class 2,Social Studies,Illustrative Social Studies,Food,,,Multiple Choice Question (QPG) Test Paper,     Which food group does bread belong to?,      Grains,      Sweets,      Dairy,      Grains,      Fruits,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Social Studies Class 2 Chapter 3 Test Paper Generator,1
CBSE,Class 2,Social Studies,Illustrative Social Studies,Food,,,Multiple Choice Question (QPG) Test Paper,     What is the main nutrient found in fruits?,      Vitamins,      Protein,      Carbohydrates,      Vitamins,      Fats,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Social Studies Class 2 Chapter 3 Test Paper Generator,1
CBSE,Class 2,Social Studies,Illustrative Social Studies,Food,,,Multiple Choice Question (QPG) Test Paper,     Why is it important to drink water every day?,      To keep our body hydrated and help it function properly,      To make our clothes wet,      To keep our body hydrated and help it function properly,      To wash our hands,      To play in the rain,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Social Studies Class 2 Chapter 3 Test Paper Generator,1
CBSE,Class 2,Social Studies,Illustrative Social Studies,Food,,,Multiple Choice Question (QPG) Test Paper,     Which of the following is a source of calcium?,      Milk,      Chicken,      Milk,      Chocolate,      Orange,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Social Studies Class 2 Chapter 3 Test Paper Generator,1
CBSE,Class 2,Social Studies,Illustrative Social Studies,Food,,,Multiple Choice Question (QPG) Test Paper,     What should be the main focus of a healthy meal?,      Including all types of food,      Eating as fast as possible,      Eating only sweets,      Including all types of food,      Eating only one type of food,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Social Studies Class 2 Chapter 3 Test Paper Generator,1
CBSE,Class 2,Social Studies,Illustrative Social Studies,Food,,,Multiple Choice Question (QPG) Test Paper,"What does the term ""balanced diet"" mean?",      Eating a variety of foods containing all nutrients,      Eating only one type of food,      Eating too much junk food,      Eating a variety of foods containing all nutrients,      Skipping meals,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Social Studies Class 2 Chapter 3 Test Paper Generator,1
CBSE,Class 2,Social Studies,Illustrative Social Studies,Food,,,True or False (QPG),      Pulses and milk are an example of body-building foods,N\A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Social Studies Class 2 Chapter 3 Test Paper Generator,1
CBSE,Class 2,Social Studies,Illustrative Social Studies,Food,,,True or False (QPG),      Water helps in digesting the food,N\A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Social Studies Class 2 Chapter 3 Test Paper Generator,1
CBSE,Class 2,Social Studies,Illustrative Social Studies,Food,,,True or False (QPG),      Dinner is the meal that we eat in the morning,N\A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Social Studies Class 2 Chapter 3 Test Paper Generator,1
CBSE,Class 2,Social Studies,Illustrative Social Studies,Food,,,True or False (QPG),      Overeating is a good habit,N\A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Social Studies Class 2 Chapter 3 Test Paper Generator,1
CBSE,Class 2,Social Studies,Illustrative Social Studies,Food,,,True or False (QPG),      Eating uncovered food does not do any harm,N\A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Social Studies Class 2 Chapter 3 Test Paper Generator,1
CBSE,Class 2,Social Studies,Illustrative Social Studies,Food,,,True or False (QPG),       We must eat three proper meals in a day,N\A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Social Studies Class 2 Chapter 3 Test Paper Generator,1
CBSE,Class 2,Social Studies,Illustrative Social Studies,Food,,,True or False (QPG),      Do not buy food from the street vendors,N\A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Social Studies Class 2 Chapter 3 Test Paper Generator,1
CBSE,Class 2,Social Studies,Illustrative Social Studies,Food,,,True or False (QPG),      Junk food is healthy for us,N\A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Social Studies Class 2 Chapter 3 Test Paper Generator,1
CBSE,Class 2,Social Studies,Illustrative Social Studies,Food,,,True or False (QPG),        Breakfast is the meal that we eat in the morning,N\A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Social Studies Class 2 Chapter 3 Test Paper Generator,1
CBSE,Class 2,Social Studies,Illustrative Social Studies,Food,,,True or False (QPG),       We must drink 3-4 glasses of water every day,N\A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Social Studies Class 2 Chapter 3 Test Paper Generator,1
CBSE,Class 2,Social Studies,Illustrative Social Studies,Food,,,Fill in the blank (QPG),"      People who eat chicken, fish, meat etc.  are called ____________",N\A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Social Studies Class 2 Chapter 3 Test Paper Generator,1
