ID,Type,Variant,Physical price,Discount Physical Price,Ebook Price,Ebook Discount Price
525,book,,575,518,575,288
524,book,,525,473,525,263
832,book,,480,432,480,120
831,book,,480,432,480,120
446,book,,320,288,320,80
280,book,,425,383,425,187
891,book,,485,437,485,214
279,book,,455,410,455,165
1032,book,,455,410,455,228
282,book,,390,351,390,172
892,book,,465,419,465,205
281,book,,345,311,345,119
1031,book,,345,311,345,173
284,book,,380,342,380,167
893,book,,450,405,450,198
283,book,,425,383,425,154
1030,book,,425,383,425,213
447,book,,350,315,350,88
997,book,,168,151,168,74
998,book,,240,216,240,106
999,book,,250,225,250,110
996,book,,145,131,145,64
387,book,,260,234,260,65
389,book,,270,243,270,119
391,book,,330,297,330,83
390,book,,145,131,145,64
289,book,,495,446,495,124
290,book,,450,405,450,113
291,book,,310,279,310,78
285,book,,170,153,170,43
286,book,,185,167,185,47
287,book,,240,216,240,60
288,book,,415,374,415,104
642,book,,420,378,420,105
429,book,,300,270,300,75
1012,book,,265,239,265,117
1013,book,,285,257,285,126
426,book,,160,144,160,40
427,book,,280,252,280,70
670,book,,270,243,270,119
669,book,,185,167,185,82
754,book,,170,153,170,75
755,book,,165,149,165,73
756,book,,175,158,175,77
526,book,,560,504,560,247
916,book,,620,558,620,273
240,book,,310,279,310,137
913,book,,395,356,395,174
241,book,,410,369,410,139
914,book,,410,369,410,181
242,book,,335,302,335,148
915,book,,435,392,435,192
514,book,,520,468,520,207
1023,book,,520,468,520,260
296,book,,590,531,590,148
292,book,,215,194,215,54
293,book,,225,203,225,57
294,book,,234,211,234,59
295,book,,540,486,540,135
425,book,,275,248,275,121
974,book,,265,239,265,117
973,book,,245,221,245,108
1002,book,,535,482,535,236
1003,book,,535,482,535,236
1004,book,,555,500,555,244
488,book,,490,441,490,216
489,book,,495,446,495,218
490,book,,515,464,515,227
1000,book,,165,149,165,73
1001,book,,195,176,195,49
232,book,,245,221,245,62
233,book,,270,243,270,68
234,book,,290,261,290,73
235,book,,305,275,305,77
236,book,,315,284,315,79
237,book,,335,302,335,84
238,book,,350,315,350,88
239,book,,360,324,360,90
263,book,,190,171,190,48
264,book,,195,176,195,49
265,book,,195,176,195,49
266,book,,215,194,215,54
267,book,,225,203,225,57
268,book,,245,221,245,62
269,book,,250,225,250,63
270,book,,250,225,250,63
298,book,,340,306,340,133
297,book,,340,306,340,133
558,book,,385,347,385,97
559,book,,405,365,405,102
560,book,,425,383,425,107
561,book,,425,383,425,107
562,book,,425,383,425,107
563,book,,470,423,470,118
564,book,,470,423,470,118
565,book,,470,423,470,118
555,book,,345,311,345,87
556,book,,350,315,350,88
557,book,,360,324,360,90
813,book,,180,162,180,45
814,book,,205,185,205,52
1034,book,,99,89,99,50
110,book,,315,284,315,79
111,book,,325,293,325,82
112,book,,340,306,340,85
113,book,,345,311,345,87
114,book,,350,315,350,88
115,book,,375,338,375,94
116,book,,385,347,385,97
117,book,,395,356,395,99
692,book,,210,189,210,53
251,book,,360,324,360,90
252,book,,425,383,425,107
253,book,,425,383,425,107
254,book,,425,383,425,107
1036,book,,520,468,520,260
1035,book,,495,446,495,248
978,book,,495,446,495,218
977,book,,495,446,495,218
983,book,,595,536,595,262
984,book,,595,536,595,262
975,book,,655,590,655,288
976,book,,655,590,655,288
985,book,,695,626,695,306
986,book,,695,626,695,306
987,book,,695,626,695,306
988,book,,695,626,695,306
979,book,,390,351,390,172
980,book,,390,351,390,172
981,book,,415,374,415,183
982,book,,415,374,415,183
626,book,,160,144,160,40
627,book,,200,180,200,50
628,book,,155,140,155,39
629,book,,155,140,155,39
630,book,,155,140,155,39
614,book,,170,153,170,43
615,book,,185,167,185,47
611,book,,180,162,180,45
617,book,,155,140,155,39
623,book,,160,144,160,40
619,book,,155,140,155,39
621,book,,160,144,160,40
625,book,,165,149,165,42
618,book,,195,176,195,49
620,book,,195,176,195,49
622,book,,195,176,195,49
624,book,,195,176,195,49
