Board Name,Class Name,Subject Name,Series Name,Chapter Name,Topic Name,Subtopic Name,Question Type,Question,Answer,Option1,Option2,Option3,Option4,Explanation,Question Weight(optional),Difficulty Level,Learning Outcomes(optional),"Skills(optional if any seprate with comma ,)","Tags(optional if any seprate with comma ,)","Status(1==active,0=Inactive)"
CBSE,Class 1,Mathematics,Illustrative Mathematics,Chapter 1- Numbers up to 9,,,Multiple Choice Question (QPG) Test Paper, What is the number that comes after 4?,N/A,2,5,6,7,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Mathematics Class 1 Chapter 1 Test Paper Generator,1
CBSE,Class 1,Mathematics,Illustrative Mathematics,Chapter 1- Numbers up to 9,,,Multiple Choice Question (QPG) Test Paper," Write the number ""8"" in words",N/A, Eight, Nine, Ten, Seven,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Mathematics Class 1 Chapter 1 Test Paper Generator,1
CBSE,Class 1,Mathematics,Illustrative Mathematics,Chapter 1- Numbers up to 9,,,Multiple Choice Question (QPG) Test Paper, Which number is between 2 and 4?,N/A,1,3,5,6,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Mathematics Class 1 Chapter 1 Test Paper Generator,1
CBSE,Class 1,Mathematics,Illustrative Mathematics,Chapter 1- Numbers up to 9,,,Multiple Choice Question (QPG) Test Paper, What is the number before 9?,N/A,7,8,10,6,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Mathematics Class 1 Chapter 1 Test Paper Generator,1
CBSE,Class 1,Mathematics,Illustrative Mathematics,Chapter 1- Numbers up to 9,,,Multiple Choice Question (QPG) Test Paper," Arrange these numbers in increasing order: 3, 1, 4, 2",N/A," 1, 2, 3, 4"," 4, 3, 2, 1"," 2, 1, 3, 4"," 3, 4, 1, 2",,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Mathematics Class 1 Chapter 1 Test Paper Generator,1
CBSE,Class 1,Mathematics,Illustrative Mathematics,Chapter 1- Numbers up to 9,,,Multiple Choice Question (QPG) Test Paper," Which is the smallest number: 6, 1, 2, 5?",N/A,6,2,5,1,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Mathematics Class 1 Chapter 1 Test Paper Generator,1
CBSE,Class 1,Mathematics,Illustrative Mathematics,Chapter 1- Numbers up to 9,,,Multiple Choice Question (QPG) Test Paper, What is the number 0 called?,N/A, Zero, One, Ten, Nine,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Mathematics Class 1 Chapter 1 Test Paper Generator,1
CBSE,Class 1,Mathematics,Illustrative Mathematics,Chapter 1- Numbers up to 9,,,Multiple Choice Question (QPG) Test Paper, How many fingers do you have on one hand?,N/A,3,5,7,9,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Mathematics Class 1 Chapter 1 Test Paper Generator,1
CBSE,Class 1,Mathematics,Illustrative Mathematics,Chapter 1- Numbers up to 9,,,Multiple Choice Question (QPG) Test Paper," Write the missing number: 1, ___, 3, 4",N/A,2,5,6,7,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Mathematics Class 1 Chapter 1 Test Paper Generator,1
CBSE,Class 1,Mathematics,Illustrative Mathematics,Chapter 1- Numbers up to 9,,,Fill in the blank (QPG),"The number ""5"" comes before ""6"". ___",N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Mathematics Class 1 Chapter 1 Test Paper Generator,1
