Board Name,Class Name,Subject Name,Series Name,Chapter Name,Topic Name,Position,Status
CBSE,Class 3,Semester Books,Bloomsbury,Semester 2 : English,Chapter 1 Witty Answer,1,1
CBSE,Class 3,Semester Books,Bloomsbury,Semester 2 : English,"Chapter 2 Robot, the Life Saver",2,1
CBSE,Class 3,Semester Books,Bloomsbury,Semester 2 : English,Chapter 3 Feather and Fur,3,1
CBSE,Class 3,Semester Books,Bloomsbury,Semester 2 : English,Chapter 4 Andrew’s Encounter with the Aliens,4,1
CBSE,Class 3,Semester Books,Bloomsbury,Semester 2 : English,Chapter 5 The Fire that would not Burn,5,1
CBSE,Class 3,Semester Books,Bloomsbury,Semester 2 : English,Chapter 6 I Wonder,6,1
CBSE,Class 3,Semester Books,Bloomsbury,Semester 2 : English,Chapter 7 Sharing—A Good Habit,7,1
CBSE,Class 3,Semester Books,Bloomsbury,Semester 2 : Mathematics,Chapter 1 Money,1,1
CBSE,Class 3,Semester Books,Bloomsbury,Semester 2 : Mathematics,Chapter 2 Fractions,2,1
CBSE,Class 3,Semester Books,Bloomsbury,Semester 2 : Mathematics,Chapter 3 Geometrical Shapes,3,1
CBSE,Class 3,Semester Books,Bloomsbury,Semester 2 : Mathematics,Chapter 4 Measurement of Length,4,1
CBSE,Class 3,Semester Books,Bloomsbury,Semester 2 : Mathematics,Chapter 5 Measurement of Mass (or Weight),5,1
CBSE,Class 3,Semester Books,Bloomsbury,Semester 2 : Mathematics,Chapter 6 Measurement of Capacity,6,1
CBSE,Class 3,Semester Books,Bloomsbury,Semester 2 : Mathematics,Chapter 7 Measurement of Time,7,1
CBSE,Class 3,Semester Books,Bloomsbury,Semester 2 : Mathematics,Chapter 8 Data Handling,8,1
CBSE,Class 3,Semester Books,Bloomsbury,Semester 2 : Mathematics,Chapter 9 Pattern,9,1
CBSE,Class 3,Semester Books,Bloomsbury,Semester 2 : Science,Chapter 1 Safety and First Aid,1,1
CBSE,Class 3,Semester Books,Bloomsbury,Semester 2 : Science,Chapter 2 Soil: A Natural Wonder,2,1
CBSE,Class 3,Semester Books,Bloomsbury,Semester 2 : Science,"Chapter 3 Light, Sound and Force",3,1
CBSE,Class 3,Semester Books,Bloomsbury,Semester 2 : Science,"Chapter 4 Air, Water and Weather",4,1
CBSE,Class 3,Semester Books,Bloomsbury,Semester 2 : Science,"Chapter 5 Sun, Moon and Stars",5,1
CBSE,Class 3,Semester Books,Bloomsbury,Semester 2 : Science,Chapter 6 The Earth,6,1
CBSE,Class 3,Semester Books,Bloomsbury,Semester 2 : Social Studies,Chapter 1 Occupations,1,1
CBSE,Class 3,Semester Books,Bloomsbury,Semester 2 : Social Studies,Chapter 2 People Who Help Us,2,1
CBSE,Class 3,Semester Books,Bloomsbury,Semester 2 : Social Studies,Chapter 3 Delhi : Capital City,3,1
CBSE,Class 3,Semester Books,Bloomsbury,Semester 2 : Social Studies,Chapter 4 Mumbai,4,1
CBSE,Class 3,Semester Books,Bloomsbury,Semester 2 : Social Studies,Chapter 5 Kolkata,5,1
CBSE,Class 3,Semester Books,Bloomsbury,Semester 2 : Social Studies,Chapter 6 Chennai,6,1
CBSE,Class 3,Semester Books,Bloomsbury,Semester 2 : Social Studies,Chapter 7 Discovery of Fire,7,1
CBSE,Class 3,Semester Books,Bloomsbury,Semester 2 : Social Studies,Chapter 8 The Story of Wheel,8,1
