Board Name,Class Name,Subject Name,Series Name,Chapter Number,Chapter Name,Status,Position
CBSE,Class 5,Integrated Subjects,Rosemary,1,Sem 01 - English : Chapter 1 The Recycling Rap,1,1
CBSE,Class 5,Integrated Subjects,Rosemary,2,Sem 01 - English : Chapter 2 A Wedding in Russia,1,2
CBSE,Class 5,Integrated Subjects,Rosemary,3,Sem 01 - English : Chapter 3 True Friends,1,3
CBSE,Class 5,Integrated Subjects,Rosemary,4,Sem 01 - English : Chapter 4 Indian Festivals,1,4
CBSE,Class 5,Integrated Subjects,Rosemary,5,Sem 01 - English : Chapter 5 The King of the Golden River,1,5
CBSE,Class 5,Integrated Subjects,Rosemary,6,Sem 01 - English : Chapter 6 A Story Without an End,1,6
CBSE,Class 5,Integrated Subjects,Rosemary,7,Sem 01 - English : Chapter 7 No More Water,1,7
CBSE,Class 5,Integrated Subjects,Rosemary,8,Sem 01 - Mathematics : Chapter 1 Numbers,1,8
CBSE,Class 5,Integrated Subjects,Rosemary,9,Sem 01 - Mathematics : Chapter 2 Operations on Large Numbers,1,9
CBSE,Class 5,Integrated Subjects,Rosemary,10,Sem 01 - Mathematics : Chapter 3 Factors and Multiples,1,10
CBSE,Class 5,Integrated Subjects,Rosemary,11,Sem 01 - Mathematics : Chapter 4 Fractions,1,11
CBSE,Class 5,Integrated Subjects,Rosemary,12,Sem 01 - Mathematics : Chapter 5 Decimals,1,12
CBSE,Class 5,Integrated Subjects,Rosemary,13,Sem 01 - Science : Chapter 1 Growing Plants,1,13
CBSE,Class 5,Integrated Subjects,Rosemary,14,Sem 01 - Science : Chapter 2 Animals : Habitat and Adaptations,1,14
CBSE,Class 5,Integrated Subjects,Rosemary,15,Sem 01 - Science : Chapter 3 Human Skeletal System,1,15
CBSE,Class 5,Integrated Subjects,Rosemary,16,Sem 01 - Science : Chapter 4 Human Nervous System,1,16
CBSE,Class 5,Integrated Subjects,Rosemary,17,Sem 01 - Science : Chapter 5 Organisms and Their Interdependence,1,17
CBSE,Class 5,Integrated Subjects,Rosemary,18,Sem 01 - Science : Chapter 6 Food and Health,1,18
CBSE,Class 5,Integrated Subjects,Rosemary,19,Sem 01 - Social Studies : Chapter 1 Changing Family Structure,1,19
CBSE,Class 5,Integrated Subjects,Rosemary,20,Sem 01 - Social Studies : Chapter 2 Shelter,1,20
CBSE,Class 5,Integrated Subjects,Rosemary,21,Sem 01 - Social Studies : Chapter 3 Caring for Others,1,21
CBSE,Class 5,Integrated Subjects,Rosemary,22,Sem 01 - Social Studies : Chapter 4 Diversity in India,1,22
CBSE,Class 5,Integrated Subjects,Rosemary,23,Sem 01 - Social Studies : Chapter 5 Public Institutions,1,23
CBSE,Class 5,Integrated Subjects,Rosemary,24,Sem 01 - Social Studies : Chapter 6 Weather and Climate,1,24
CBSE,Class 5,Integrated Subjects,Rosemary,25,Sem 01 - Social Studies : Chapter 7 Maps and Globes,1,25
CBSE,Class 5,Integrated Subjects,Rosemary,26,Sem 01 - Social Studies : Chapter 8 Our Nation - India,1,26
CBSE,Class 5,Integrated Subjects,Rosemary,27,Sem 01 - Social Studies : Chapter 9 The Great Himalayas,1,27
CBSE,Class 5,Integrated Subjects,Rosemary,28,Sem 02 - English : Chapter 1 The Kettle Who Gave Birth,1,28
CBSE,Class 5,Integrated Subjects,Rosemary,29,Sem 02 - English : Chapter 2 I Will Think of It,1,29
CBSE,Class 5,Integrated Subjects,Rosemary,30,Sem 02 - English : Chapter 3 Gulli Dando,1,30
CBSE,Class 5,Integrated Subjects,Rosemary,31,Sem 02 - English : Chapter 4 I Wish I Were,1,31
CBSE,Class 5,Integrated Subjects,Rosemary,32,"Sem 02 - English : Chapter 5 Thank You, Ma'am",1,32
CBSE,Class 5,Integrated Subjects,Rosemary,33,Sem 02 - English : Chapter 6 We Plow the Fields and Scatter,1,33
CBSE,Class 5,Integrated Subjects,Rosemary,34,Sem 02 - English : Chapter 7 India's Golden Girl-P V Sindhu,1,34
CBSE,Class 5,Integrated Subjects,Rosemary,35,Sem 02 - Mathematics : Chapter 1 Basic Geometrical Concepts,1,35
CBSE,Class 5,Integrated Subjects,Rosemary,36,Sem 02 - Mathematics : Chapter 2 Measurements,1,36
CBSE,Class 5,Integrated Subjects,Rosemary,37,Sem 02 - Mathematics : Chapter 3 Perimeter and Area,1,37
CBSE,Class 5,Integrated Subjects,Rosemary,38,Sem 02 - Mathematics : Chapter 4 Measurement of Volume,1,38
