Board Name,Class Name,Subject Name,Series Name,Chapter Name,Topic Name,Subtopic Name,Question Type,"Question(If question is mcq or Assertion & Reason  use option 1 to option 4 and in answer give 1,2,3,4 number only not option value, if true false, or any other type question give answer in answer coloumn and for fill in the blanks you can use comma seprator for multiple filling answers eg fill1,fill2, fill3)",Answer,Option1,Option2,Option3,Option4,Explanation,Question Weight(optional),Difficulty Level,Learning Outcomes(optional),"Skills(optional if any seprate with comma ,)","Tags(optional if any seprate with comma ,)","Status(1==active,0=Inactive)"
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 11 Neighbours and Neighbourhood,,,Multiple Choice Question (QPG) Test Paper,People who live in the neighbourhood are our  ,neighbours,teachers,enemies,helpers,neighbours,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 11 Neighbours and Neighbourhood Test Paper Generator MCQ 1 ,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 11 Neighbours and Neighbourhood,,,Multiple Choice Question (QPG) Test Paper,Good neighbours help us in time of,need,happiness,school function,playing,need,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 11 Neighbours and Neighbourhood Test Paper Generator MCQ 2,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 11 Neighbours and Neighbourhood,,,Multiple Choice Question (QPG) Test Paper,We buy stamps from a,post office,post office,shop,police station,bus stop ,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 11 Neighbours and Neighbourhood Test Paper Generator MCQ 3,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 11 Neighbours and Neighbourhood,,,Multiple Choice Question (QPG) Test Paper,We dial ____________to call an ambulance.,102,123,102,100,111,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 11 Neighbours and Neighbourhood Test Paper Generator MCQ 4,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 11 Neighbours and Neighbourhood,,,Multiple Choice Question (QPG) Test Paper,We keep our money safe in a,bank,post office,bus stop,police station,bank,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 11 Neighbours and Neighbourhood Test Paper Generator MCQ 5,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 11 Neighbours and Neighbourhood,,,Multiple Choice Question (QPG) Test Paper,The fire fighters work in a ,fire station,fire station,hospital,school,market,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 11 Neighbours and Neighbourhood Test Paper Generator MCQ 6,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 11 Neighbours and Neighbourhood,,,Multiple Choice Question (QPG) Test Paper,We can dial __________ to call the fire brigade,101,101,100,102,112,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 11 Neighbours and Neighbourhood Test Paper Generator MCQ 7,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 11 Neighbours and Neighbourhood,,,Multiple Choice Question (QPG) Test Paper,We dial ____________to call an ambulance.,102,123,102,100,111,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 11 Neighbours and Neighbourhood Test Paper Generator MCQ 8,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 11 Neighbours and Neighbourhood,,,Multiple Choice Question (QPG) Test Paper,We ______many things in the school.,learn,break,lose,forget,learn,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 11 Neighbours and Neighbourhood Test Paper Generator MCQ 9,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 11 Neighbours and Neighbourhood,,,Multiple Choice Question (QPG) Test Paper,We go to a _______for  treatment.,hospital,hospital,police staion,bus stop,school,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 11 Neighbours and Neighbourhood Test Paper Generator MCQ 10,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 11 Neighbours and Neighbourhood,,,True or False (QPG),We learn good manners in a school,NA,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 11 Neighbours and Neighbourhood Test Paper Generator True or False 1,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 11 Neighbours and Neighbourhood,,,True or False (QPG),We buy many things from a market,NA,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 11 Neighbours and Neighbourhood Test Paper Generator True or False 2,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 11 Neighbours and Neighbourhood,,,True or False (QPG),We sit in a classroom to study.,NA,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 11 Neighbours and Neighbourhood Test Paper Generator True or False 3,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 11 Neighbours and Neighbourhood,,,True or False (QPG),We throw waste paper in the playground.,NA,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 11 Neighbours and Neighbourhood Test Paper Generator True or False 4,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 11 Neighbours and Neighbourhood,,,True or False (QPG),We go to the hospital when we are ill.,NA,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 11 Neighbours and Neighbourhood Test Paper Generator True or False 5,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 11 Neighbours and Neighbourhood,,,True or False (QPG),We put a letter in a  letter box.,NA,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 11 Neighbours and Neighbourhood Test Paper Generator True or False 6,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 11 Neighbours and Neighbourhood,,,True or False (QPG),A hospital is part of neighbourhood services.,NA,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 11 Neighbours and Neighbourhood Test Paper Generator True or False 7,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 11 Neighbours and Neighbourhood,,,True or False (QPG),Neighbours must not help each other.,NA,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 11 Neighbours and Neighbourhood Test Paper Generator True or False 8,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 11 Neighbours and Neighbourhood,,,Very Short Answer Questions (QPG),Where do you go to buy things?,NA,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 11 Neighbours and Neighbourhood Test Paper Generator Very Short Answer Questions 1,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 11 Neighbours and Neighbourhood,,,Very Short Answer Questions (QPG),Name your nearest market.,NA,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 11 Neighbours and Neighbourhood Test Paper Generator Very Short Answer Questions 2,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 11 Neighbours and Neighbourhood,,,Very Short Answer Questions (QPG),Which place of worship is in your neighbourhood?,NA,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 11 Neighbours and Neighbourhood Test Paper Generator Very Short Answer Questions 3,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 11 Neighbours and Neighbourhood,,,Very Short Answer Questions (QPG),Is your school in your neighbourhood?,NA,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 11 Neighbours and Neighbourhood Test Paper Generator Very Short Answer Questions 4,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 11 Neighbours and Neighbourhood,,,Very Short Answer Questions (QPG),What is the name of your next door neighbour?,NA,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 11 Neighbours and Neighbourhood Test Paper Generator Very Short Answer Questions 5,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 11 Neighbours and Neighbourhood,,,Very Short Answer Questions (QPG),Name two of your neighbourhood friends.,NA,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 11 Neighbours and Neighbourhood Test Paper Generator Very Short Answer Questions 6,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 11 Neighbours and Neighbourhood,,,Very Short Answer Questions (QPG),Which neighbourhood service do you mostly visit?,NA,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 11 Neighbours and Neighbourhood Test Paper Generator Very Short Answer Questions 7,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 11 Neighbours and Neighbourhood,,,Very Short Answer Questions (QPG),Which festival do you enjoy with your neighbours?,NA,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 11 Neighbours and Neighbourhood Test Paper Generator Very Short Answer Questions 8,1
CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,Chapter 11 Neighbours and Neighbourhood,,,Short Answer Questions (QPG),List four neighbourhood services you use the most.,NA,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Environmental Studies Class 1 Chapter 11 Neighbours and Neighbourhood Test Paper Generator Short Answer Questions 1 ,1
