Board Name,Class Name,Subject Name,Series Name,Chapter Number,Chapter Name,Status,Position
CBSE,Class 6,Social Science,Exploring Social Science,1,"Chapter 1. An Introduction to History (What, When, Where and How?) ",1,1
CBSE,Class 6,Social Science,Exploring Social Science,2,Chapter 2. The Earliest Societies ,1,2
CBSE,Class 6,Social Science,Exploring Social Science,3,Chapter 3. Man as a Farmer and Herder ,1,3
CBSE,Class 6,Social Science,Exploring Social Science,4,Chapter 4. The First Cities : The Harappan Civilisation ,1,4
CBSE,Class 6,Social Science,Exploring Social Science,5,Chapter 5. Different Ways of Living : What Books and Burial Tell Us ,1,5
CBSE,Class 6,Social Science,Exploring Social Science,6,"Chapter 6. Rise of Janapadas, Mahajanapadas and Kingdoms ",1,6
CBSE,Class 6,Social Science,Exploring Social Science,7,"Chapter 7. New Questions and Ideas — Upanishads, Jainism and Buddhism ",1,7
CBSE,Class 6,Social Science,Exploring Social Science,8,Chapter 8. The First Empire : Ashoka The Great ,1,8
CBSE,Class 6,Social Science,Exploring Social Science,9,Chapter 9. Life in Towns and Villages : Vital Towns and Thriving Village (600 BCE to 300 CE) ,1,9
CBSE,Class 6,Social Science,Exploring Social Science,10,Chapter 10. Contact with Distant Lands ,1,10
CBSE,Class 6,Social Science,Exploring Social Science,11,Chapter 11. Conquerors from Distant Lands and Spread of Buddhism in Central Asia (Kings and Pilrims) ,1,11
CBSE,Class 6,Social Science,Exploring Social Science,12,Chapter 12. Political Developments — The Gupta Empire (320-540 CE) ,1,12
CBSE,Class 6,Social Science,Exploring Social Science,13,Chapter 13. Harshavardhana and His Times ,1,13
CBSE,Class 6,Social Science,Exploring Social Science,14,Chapter 14. The Chalukayas and the Pallavas ,1,14
CBSE,Class 6,Social Science,Exploring Social Science,15,Chapter 15. Culture and Science ,1,15
CBSE,Class 6,Social Science,Exploring Social Science,16,Chapter 16. The Earth in the Solar System ,1,16
CBSE,Class 6,Social Science,Exploring Social Science,17,Chapter 17. Globe — A Model of the Earth (Latitudes and Longitudes) ,1,17
CBSE,Class 6,Social Science,Exploring Social Science,18,Chapter 18. Maps — How They Help Us ,1,18
CBSE,Class 6,Social Science,Exploring Social Science,19,Chapter 19. Motions of the Earth ,1,19
CBSE,Class 6,Social Science,Exploring Social Science,20,Chapter 20. Major Domains of the Earth ,1,20
CBSE,Class 6,Social Science,Exploring Social Science,21,Chapter 21. India — Our Country ,1,21
CBSE,Class 6,Social Science,Exploring Social Science,22,Chapter 22. Understanding Diversity ,1,22
CBSE,Class 6,Social Science,Exploring Social Science,23,"Chapter 23. Diversity : Prejudice, Discrimination and Inequality ",1,23
CBSE,Class 6,Social Science,Exploring Social Science,24,Chapter 24. The Government ,1,24
CBSE,Class 6,Social Science,Exploring Social Science,25,Chapter 25. Rural Local Government : The Panchayati Raj ,1,25
CBSE,Class 6,Social Science,Exploring Social Science,26,Chapter 26. Urban Local Government ,1,26
CBSE,Class 6,Social Science,Exploring Social Science,27,Chapter 27. Rural Administration or District Administration ,1,27
CBSE,Class 6,Social Science,Exploring Social Science,28,Chapter 28. Making a Living — Rural Livelihoods and Urban Livelihoods,1,28
CBSE,Class 7,Social Science,Exploring Social Science,1,"Chapter 1. Where, When and How?  ",1,1
CBSE,Class 7,Social Science,Exploring Social Science,2,Chapter 2. New Kings and Kingdoms (CE 700 - 1200) ,1,2
CBSE,Class 7,Social Science,Exploring Social Science,3,Chapter 3. Political Developments in South India (CE 700 - 1200) : A Case Study of the Cholas ,1,3
CBSE,Class 7,Social Science,Exploring Social Science,4,Chapter 4. The Delhi Sultanate (1206-1526 CE) ,1,4
CBSE,Class 7,Social Science,Exploring Social Science,5,Chapter 5. The Creation of an Empire - The Mughal Empire ,1,5
CBSE,Class 7,Social Science,Exploring Social Science,6,Chapter 6. Social Change - Mobile and Settled Communities ,1,6
CBSE,Class 7,Social Science,Exploring Social Science,7,Chapter 7. Popular Beliefs and Religious Debates: Devotional Paths to the Divine ,1,7
CBSE,Class 7,Social Science,Exploring Social Science,8,Chapter 8. The Flowering of Regional Cultures ,1,8
CBSE,Class 7,Social Science,Exploring Social Science,9,Chapter 9. New Political Formations in the Eighteenth Century ,1,9
CBSE,Class 7,Social Science,Exploring Social Science,10,Chapter 10. Our Environment: Natural and Human,1,10
CBSE,Class 7,Social Science,Exploring Social Science,11,Chapter 11. Land and Interior of the Earth,1,11
CBSE,Class 7,Social Science,Exploring Social Science,12,Chapter 12. Processes Changing the Face of the Earth,1,12
CBSE,Class 7,Social Science,Exploring Social Science,13,Chapter 13. Air on the Move,1,13
CBSE,Class 7,Social Science,Exploring Social Science,14,Chapter 14. Moisture in the Air,1,14
CBSE,Class 7,Social Science,Exploring Social Science,15,Chapter 15. Elements of Weather and Climate,1,15
CBSE,Class 7,Social Science,Exploring Social Science,16,Chapter 16. Water in the Oceans,1,16
CBSE,Class 7,Social Science,Exploring Social Science,17,Chapter 17. Land and the People - Case Studies,1,17
CBSE,Class 7,Social Science,Exploring Social Science,18,Chapter 18. Why Democracy? [Democracy : Historical Development and Key Features],1,18
CBSE,Class 7,Social Science,Exploring Social Science,19,Chapter 19. lnstitutiona I Representation of Democracy,1,19
CBSE,Class 7,Social Science,Exploring Social Science,20,Chapter 20. Equality in Indian Democracy,1,20
CBSE,Class 7,Social Science,Exploring Social Science,21,Chapter 21. The State Government,1,21
CBSE,Class 7,Social Science,Exploring Social Science,22,Chapter 22. Understanding the Media,1,22
CBSE,Class 7,Social Science,Exploring Social Science,23,Chapter 23. Unpacking Gender,1,23
CBSE,Class 7,Social Science,Exploring Social Science,24,Chapter 24. Markets Around Us,1,24
CBSE,Class 8,Social Science,Exploring Social Science,1,"Chapter 1. How, When and Where ",1,1
CBSE,Class 8,Social Science,Exploring Social Science,2,Chapter 2. The Establishment of Company Power (From Trade to Territory) ,1,2
CBSE,Class 8,Social Science,Exploring Social Science,3,Chapter 3. Rural Settlements under the Company: Ruling the Countryside ,1,3
