Board Name,Class Name,Subject Name,Series Name,Chapter Number,Chapter Name,Status,Position
CBSE,Class 1,Science,Learning Elementary Science (For Acad. Year 2023-24),1,Chapter 1. Plants Around Us,1,1
CBSE,Class 1,Science,Learning Elementary Science (For Acad. Year 2023-24),2,Chapter 2. Parts of a Plants,1,2
CBSE,Class 1,Science,Learning Elementary Science (For Acad. Year 2023-24),3,Chapter 3. The World of Animals,1,3
CBSE,Class 1,Science,Learning Elementary Science (For Acad. Year 2023-24),4,Chapter 4. Plants as Food,1,4
CBSE,Class 1,Science,Learning Elementary Science (For Acad. Year 2023-24),5,Chapter 5. Food and Shelter for Animals,1,5
CBSE,Class 1,Science,Learning Elementary Science (For Acad. Year 2023-24),6,Chapter 6. Knowing Our Body and Our Needs,1,6
CBSE,Class 1,Science,Learning Elementary Science (For Acad. Year 2023-24),7,Chapter 7. Keeping Clean and Fit,1,7
CBSE,Class 1,Science,Learning Elementary Science (For Acad. Year 2023-24),8,Chapter 8. Safety First ,1,8
CBSE,Class 1,Science,Learning Elementary Science (For Acad. Year 2023-24),9,Chapter 9. Housing and Clothing,1,9
CBSE,Class 1,Science,Learning Elementary Science (For Acad. Year 2023-24),10,Chapter 10. Air ,1,10
CBSE,Class 1,Science,Learning Elementary Science (For Acad. Year 2023-24),11,Chapter 11. Water ,1,11
CBSE,Class 1,Science,Learning Elementary Science (For Acad. Year 2023-24),12,Chapter 12. Weather,1,12
CBSE,Class 1,Science,Learning Elementary Science (For Acad. Year 2023-24),13,"Chapter 13. The Sun, Moon and Stars",1,13
CBSE,Class 2,Science,Learning Elementary Science (For Acad. Year 2023-24),1,Chapter 1. Plants Around Us,1,1
CBSE,Class 2,Science,Learning Elementary Science (For Acad. Year 2023-24),2,Chapter 2. Uses of Plants,1,2
CBSE,Class 2,Science,Learning Elementary Science (For Acad. Year 2023-24),3,Chapter 3. Domestic Animals,1,3
CBSE,Class 2,Science,Learning Elementary Science (For Acad. Year 2023-24),4,Chapter 4. Wild Animals,1,4
CBSE,Class 2,Science,Learning Elementary Science (For Acad. Year 2023-24),5,Chapter 5. Food for Health,1,5
CBSE,Class 2,Science,Learning Elementary Science (For Acad. Year 2023-24),6,Chapter 6. Bones and Muscles ,1,6
CBSE,Class 2,Science,Learning Elementary Science (For Acad. Year 2023-24),7,Chapter 7. Safety and First Aid,1,7
CBSE,Class 2,Science,Learning Elementary Science (For Acad. Year 2023-24),8,Chapter 8. Housing and Clothes,1,8
CBSE,Class 2,Science,Learning Elementary Science (For Acad. Year 2023-24),9,Chapter 9. Rocks,1,9
CBSE,Class 2,Science,Learning Elementary Science (For Acad. Year 2023-24),10,Chapter 10. Air,1,10
CBSE,Class 2,Science,Learning Elementary Science (For Acad. Year 2023-24),11,Chapter 11. Water,1,11
CBSE,Class 2,Science,Learning Elementary Science (For Acad. Year 2023-24),12,Chapter 12. Light and Shadows,1,12
CBSE,Class 2,Science,Learning Elementary Science (For Acad. Year 2023-24),13,Chapter 13. The Moon,1,13
