Board Name,Class Name,Subject Name,Series Name,Chapter Number,Chapter Name,Status,Position
CBSE,Class 7,English Grammar,Elementary English Grammar and Composition (2024 Edition),19,Chapter 19. WORDS OFTEN CONFUSED,1,19
CBSE,Class 7,English Grammar,Elementary English Grammar and Composition (2024 Edition),20,Chapter 20. WORDS FOLLOWED BY PREPOSITIONS,1,20
CBSE,Class 7,English Grammar,Elementary English Grammar and Composition (2024 Edition),21,Chapter 21. SHORT COMPOSITIONS,1,21
CBSE,Class 7,English Grammar,Elementary English Grammar and Composition (2024 Edition),22,Chapter 22. ESSAYWRITING,1,22
CBSE,Class 7,English Grammar,Elementary English Grammar and Composition (2024 Edition),23,Chapter 23. STORYWRITING,1,23
CBSE,Class 7,English Grammar,Elementary English Grammar and Composition (2024 Edition),24,Chapter 24. LETTERWRITING,1,24
CBSE,Class 7,English Grammar,Elementary English Grammar and Composition (2024 Edition),25,Chapter 25. WRITING A SUMMARY,1,25
CBSE,Class 7,English Grammar,Elementary English Grammar and Composition (2024 Edition),26,Chapter 26. COMPREHENSION,1,26
CBSE,Class 8,English Grammar,Elementary English Grammar and Composition (2024 Edition),27,Chapter 27. WORD POWER,1,27
CBSE,Class 8,English Grammar,Elementary English Grammar and Composition (2024 Edition),28,Chapter 28.SPELLINGS,1,28
CBSE,Class 8,English Grammar,Elementary English Grammar and Composition (2024 Edition),29,Chapter 29.SOME USEFUL PHRASES AND IDIOMS,1,29
CBSE,Class 8,English Grammar,Elementary English Grammar and Composition (2024 Edition),30,Chapter 30. WORDS FOLLOWED BY PREPOSITIONS,1,30
CBSE,Class 8,English Grammar,Elementary English Grammar and Composition (2024 Edition),31,Chapter 31.SHORT COMPOSITIONS,1,31
CBSE,Class 8,English Grammar,Elementary English Grammar and Composition (2024 Edition),32,Chapter 32.LONGER COMPOSITIONS,1,32
CBSE,Class 8,English Grammar,Elementary English Grammar and Composition (2024 Edition),33,Chapter 33. ESSAYS AND ARTICLES,1,33
CBSE,Class 8,English Grammar,Elementary English Grammar and Composition (2024 Edition),34,Chapter 34.LETTER WRITING,1,34
CBSE,Class 8,English Grammar,Elementary English Grammar and Composition (2024 Edition),35,Chapter 35.COMPREHENSION PASSAGES,1,35
