Board Name,Class Name,Subject Name,Series Name,Chapter Number,Chapter Name,Status,Position
CBSE,Class 1,Integrated Subjects,Rosemary,1,Sem 01 - English : Chapter 1 Tommys Five Senses,1,1
CBSE,Class 1,Integrated Subjects,Rosemary,2,Sem 01 - English : Chapter 2 Riley Goes to School,1,2
CBSE,Class 1,Integrated Subjects,Rosemary,3,Sem 01 - English : Chapter 3 Aryan's Clean Neighbourhood,1,3
CBSE,Class 1,Integrated Subjects,Rosemary,4,Sem 01 - English : Chapter 4 My Friends,1,4
CBSE,Class 1,Integrated Subjects,Rosemary,5,Sem 01 - English : Chapter 5 The Magic crown,1,5
CBSE,Class 1,Integrated Subjects,Rosemary,6,Sem 01 - English : Chapter 6 Animal Sounds,1,6
CBSE,Class 1,Integrated Subjects,Rosemary,7,Sem 01 - Environmental Studies : Chapter 1 Myself,1,7
CBSE,Class 1,Integrated Subjects,Rosemary,8,Sem 01 - Environmental Studies : Chapter 2 My Body,1,8
CBSE,Class 1,Integrated Subjects,Rosemary,9,Sem 01 - Environmental Studies : Chapter 3 My Family,1,9
CBSE,Class 1,Integrated Subjects,Rosemary,10,Sem 01 - Environmental Studies : Chapter 4 My Food Habits,1,10
CBSE,Class 1,Integrated Subjects,Rosemary,11,Sem 01 - Environmental Studies : Chapter 5 My Sweet Home,1,11
CBSE,Class 1,Integrated Subjects,Rosemary,12,Sem 01 - Environmental Studies : Chapter 6 Clothes,1,12
CBSE,Class 1,Integrated Subjects,Rosemary,13,Sem 01 - Environmental Studies : Chapter 7 Air and Water,1,13
CBSE,Class 1,Integrated Subjects,Rosemary,14,Sem 01 - Environmental Studies : Chapter 8 Keeping Healthy,1,14
CBSE,Class 1,Integrated Subjects,Rosemary,15,Sem 01 - Environmental Studies : Chapter 9 Good Manners and Habits,1,15
CBSE,Class 1,Integrated Subjects,Rosemary,16,Sem 01 - Mathematics : Chapter 1 Numbers up to 9,1,16
CBSE,Class 1,Integrated Subjects,Rosemary,17,Sem 01 - Mathematics : Chapter 2 Addition up to 9,1,17
CBSE,Class 1,Integrated Subjects,Rosemary,18,Sem 01 - Mathematics : Chapter 3 Subtraction up to 9,1,18
CBSE,Class 1,Integrated Subjects,Rosemary,19,Sem 01 - Mathematics : Chapter 4 Numbers up to 20,1,19
CBSE,Class 1,Integrated Subjects,Rosemary,20,Sem 01 - Mathematics : Chapter 5 Addition and Subtraction up to 20,1,20
CBSE,Class 1,Integrated Subjects,Rosemary,21,Sem 01 - Mathematics : Chapter 6 Numbers up to 50,1,21
CBSE,Class 1,Integrated Subjects,Rosemary,22,Sem 02 - English : Chapter 1 Mandy's Vacation,1,22
CBSE,Class 1,Integrated Subjects,Rosemary,23,Sem 02 - English : Chapter 2 Manners,1,23
CBSE,Class 1,Integrated Subjects,Rosemary,24,Sem 02 - English : Chapter 3 John Hates Sports,1,24
CBSE,Class 1,Integrated Subjects,Rosemary,25,Sem 02 - English : Chapter 4 Mary Goes Shopping,1,25
CBSE,Class 1,Integrated Subjects,Rosemary,26,Sem 02 - English : Chapter 5 A Thank You Prayer,1,26
CBSE,Class 1,Integrated Subjects,Rosemary,27,Sem 02 - English : Chapter 6 Why is the Elephant Grey?,1,27
CBSE,Class 1,Integrated Subjects,Rosemary,28,Sem 02 - Environmental Studies : Chapter 1 Be Safe,1,28
CBSE,Class 1,Integrated Subjects,Rosemary,29,Sem 02 - Environmental Studies : Chapter 2 Neighbours and Neighbourhood,1,29
CBSE,Class 1,Integrated Subjects,Rosemary,30,Sem 02 - Environmental Studies : Chapter 3 Means of Recreation,1,30
CBSE,Class 1,Integrated Subjects,Rosemary,31,Sem 02 - Environmental Studies : Chapter 4 My Country,1,31
CBSE,Class 1,Integrated Subjects,Rosemary,32,Sem 02 - Environmental Studies : Chapter 5 Our Helpers,1,32
CBSE,Class 1,Integrated Subjects,Rosemary,33,Sem 02 - Environmental Studies : Chapter 6 It's time to travel,1,33
CBSE,Class 1,Integrated Subjects,Rosemary,34,Sem 02 - Environmental Studies : Chapter 7 Plants Around Us,1,34
CBSE,Class 1,Integrated Subjects,Rosemary,35,Sem 02 - Environmental Studies : Chapter 8 Amazing World of Animals,1,35
CBSE,Class 1,Integrated Subjects,Rosemary,36,Sem 02 - Mathematics : Chapter 1 Shapes and Patterns,1,36
CBSE,Class 1,Integrated Subjects,Rosemary,37,Sem 02 - Mathematics : Chapter 2 Data Handling,1,37
CBSE,Class 1,Integrated Subjects,Rosemary,38,Sem 02 - Mathematics : Chapter 3 Numbers up to 100,1,38
CBSE,Class 1,Integrated Subjects,Rosemary,39,Sem 02 - Mathematics : Chapter 4 Addition and Subtraction up to 99,1,39
CBSE,Class 1,Integrated Subjects,Rosemary,40,Sem 02 - Mathematics : Chapter 5 Measurement,1,40
CBSE,Class 1,Integrated Subjects,Rosemary,41,Sem 02 - Mathematics : Chapter 6 Time,1,41
CBSE,Class 1,Integrated Subjects,Rosemary,42,Sem 02 - Mathematics : Chapter 7 Money,1,42
