Board Name,Class Name,Subject Name,Series Name,Chapter Name,Topic Name,Position,Status
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),Economics : 1. Development ,Topic 1 : Developmental Goals,1,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),Economics : 1. Development ,Topic 2 : How To Compare Different Countries Or States?,2,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),Economics : 1. Development ,Topic 3 : Sustainability of Development,3,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),Economics : 2. Sectors Of The Indian Economy ,Topic 1 : Sectors of Economic Activities,4,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),Economics : 2. Sectors Of The Indian Economy ,Topic 2 : Comparing The Three Sectors,5,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),Economics : 2. Sectors Of The Indian Economy ,Topic 3 : Division of Sectors As Organised and Unorganised,6,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),Economics : 2. Sectors Of The Indian Economy ,Topic 4 : Sectors In Terms of Ownership,7,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),Economics : 3. Money And Credit ,Topic 1 : Money As A Medium of Exchange,8,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),Economics : 3. Money And Credit ,Topic 2 : Loan Activities of Bank,9,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),Economics : 3. Money And Credit ,Topic 3 : Terms of Credit,10,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),Economics : 3. Money And Credit ,Topic 4 : Self-Help Groups For The Poor,11,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),Economics : 4. Globalisation and The Indian Economy ,Topic 1 : Production Across Countries,12,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),Economics : 4. Globalisation and The Indian Economy ,Topic 2 : Foreign Trade and Integration of Markets,13,1
CBSE,Class 10,Social Science,CBSE Social Science Video Lesson Series (Course),Economics : 4. Globalisation and The Indian Economy ,Topic 3 : Globalisation,14,1
