Board Name,Class Name,Subject Name,Series Name,Chapter Number,Chapter Name,Status,Position
ICSE/ISC,Class 9,Biology,A New Approach to I.C.S.E. Biology (2023-24),1,Chapter 1. Introduction to Biology,1,1
ICSE/ISC,Class 9,Biology,A New Approach to I.C.S.E. Biology (2023-24),2,Chapter 2. The Cell,1,2
ICSE/ISC,Class 9,Biology,A New Approach to I.C.S.E. Biology (2023-24),3,Chapter 3. The Tissues,1,3
ICSE/ISC,Class 9,Biology,A New Approach to I.C.S.E. Biology (2023-24),4,Chapter 4. The Flower,1,4
ICSE/ISC,Class 9,Biology,A New Approach to I.C.S.E. Biology (2023-24),5,Chapter 5. Pollination and Fertilisation,1,5
ICSE/ISC,Class 9,Biology,A New Approach to I.C.S.E. Biology (2023-24),6,"Chapter 6. Seed : Structure, Types and Germination",1,6
ICSE/ISC,Class 9,Biology,A New Approach to I.C.S.E. Biology (2023-24),7,Chapter 7. Respiration in Plants,1,7
ICSE/ISC,Class 9,Biology,A New Approach to I.C.S.E. Biology (2023-24),8,Chapter 8. Five Kingdom Classification,1,8
ICSE/ISC,Class 9,Biology,A New Approach to I.C.S.E. Biology (2023-24),9,Chapter 9. Kingdom Plantae,1,9
ICSE/ISC,Class 9,Biology,A New Approach to I.C.S.E. Biology (2023-24),10,Chapter 10. Kingdom Animalia,1,10
ICSE/ISC,Class 9,Biology,A New Approach to I.C.S.E. Biology (2023-24),11,Chapter 11. Economic Importance of Bacteria and Fungi,1,11
ICSE/ISC,Class 9,Biology,A New Approach to I.C.S.E. Biology (2023-24),12,Chapter 12. Nutrition : Classes of Food,1,12
ICSE/ISC,Class 9,Biology,A New Approach to I.C.S.E. Biology (2023-24),13,Chapter 13. Digestive System,1,13
ICSE/ISC,Class 9,Biology,A New Approach to I.C.S.E. Biology (2023-24),14,Chapter 14. Skeleton - Movement and Locomotion,1,14
ICSE/ISC,Class 9,Biology,A New Approach to I.C.S.E. Biology (2023-24),15,Chapter 15. Structure and Functions of Skin,1,15
ICSE/ISC,Class 9,Biology,A New Approach to I.C.S.E. Biology (2023-24),16,Chapter 16. Respiratory System,1,16
ICSE/ISC,Class 9,Biology,A New Approach to I.C.S.E. Biology (2023-24),17,Chapter 17. Health and Hygiene,1,17
ICSE/ISC,Class 9,Biology,A New Approach to I.C.S.E. Biology (2023-24),18,Chapter 18. Waste Generation and Management,1,18
ICSE/ISC,Class 9,Chemistry,A New Approach to I.C.S.E. Chemistry (2023-24),1,Chapter 1. The Language of Chemistry,1,1
ICSE/ISC,Class 9,Chemistry,A New Approach to I.C.S.E. Chemistry (2023-24),2,Chapter 2. Chemical Changes and Reactions,1,2
ICSE/ISC,Class 9,Chemistry,A New Approach to I.C.S.E. Chemistry (2023-24),3,Chapter 3. Water,1,3
ICSE/ISC,Class 9,Chemistry,A New Approach to I.C.S.E. Chemistry (2023-24),4,Chapter 4. Atomic Structure and Chemical Bonding,1,4
ICSE/ISC,Class 9,Chemistry,A New Approach to I.C.S.E. Chemistry (2023-24),5,Chapter 5. The Periodic Table,1,5
ICSE/ISC,Class 9,Chemistry,A New Approach to I.C.S.E. Chemistry (2023-24),6,Chapter 6. Study of the First Element - Hydrogen,1,6
ICSE/ISC,Class 9,Chemistry,A New Approach to I.C.S.E. Chemistry (2023-24),7,Chapter 7. Study of Gas Laws,1,7
ICSE/ISC,Class 9,Chemistry,A New Approach to I.C.S.E. Chemistry (2023-24),8,Chapter 8. Abnospheric Pollution,1,8
ICSE/ISC,Class 9,Chemistry,A New Approach to I.C.S.E. Chemistry (2023-24),9,Chapter 9. Practical Chemistry,1,9
ICSE/ISC,Class 9,Physics,A New Approach to I.C.S.E. Physics (2023-24),1,Chapter 1. Measurements and Experimentation,1,1
ICSE/ISC,Class 9,Physics,A New Approach to I.C.S.E. Physics (2023-24),2,Chapter 2. Motion In One Dimension,1,2
ICSE/ISC,Class 9,Physics,A New Approach to I.C.S.E. Physics (2023-24),3,Chapter 3. Laws of Motion,1,3
ICSE/ISC,Class 9,Physics,A New Approach to I.C.S.E. Physics (2023-24),4,Chapter 4. Pressure in Fluids,1,4
ICSE/ISC,Class 9,Physics,A New Approach to I.C.S.E. Physics (2023-24),5,Chapter 5. Upthrust and Archimedes' Principle,1,5
ICSE/ISC,Class 9,Physics,A New Approach to I.C.S.E. Physics (2023-24),6,Chapter 6. Heat and Energy,1,6
ICSE/ISC,Class 9,Physics,A New Approach to I.C.S.E. Physics (2023-24),7,Chapter 7.  Energy Flow and Practices for Conservation of Resources,1,7
ICSE/ISC,Class 9,Physics,A New Approach to I.C.S.E. Physics (2023-24),8,Chapter 8. Light,1,8
ICSE/ISC,Class 9,Physics,A New Approach to I.C.S.E. Physics (2023-24),9,Chapter 9. Sound,1,9
ICSE/ISC,Class 9,Physics,A New Approach to I.C.S.E. Physics (2023-24),10,Chapter 10. Electricity and Magnetism - 1,1,10
ICSE/ISC,Class 9,Physics,A New Approach to I.C.S.E. Physics (2023-24),11,Chapter 11. Electricity and Magnetism - 2,1,11
