Board Name,Class Name,Subject Name,Series Name,Chapter Number,Chapter Name,Status,Position
CBSE,Class 2,Integrated Subjects,Rosemary,1,Sem 01 - English : Chapter 1 The Squirrel,1,1
CBSE,Class 2,Integrated Subjects,Rosemary,2,Sem 01 - English : Chapter 2 The Little Hen Bakes Bread,1,2
CBSE,Class 2,Integrated Subjects,Rosemary,3,Sem 01 - English : Chapter 3 The Spic and Span Club,1,3
CBSE,Class 2,Integrated Subjects,Rosemary,4,Sem 01 - English : Chapter 4 Trapped in Toy World,1,4
CBSE,Class 2,Integrated Subjects,Rosemary,5,Sem 01 - English : Chapter 5 The Day Dad Made Dinner,1,5
CBSE,Class 2,Integrated Subjects,Rosemary,6,Sem 01 - English : Chapter 6 Raindrops,1,6
CBSE,Class 2,Integrated Subjects,Rosemary,7,Sem 01 - English : Chapter 7 The Sweet Shop,1,7
CBSE,Class 2,Integrated Subjects,Rosemary,8,Sem 01 - Environmental Studies : Chapter 1 More About Myself,1,8
CBSE,Class 2,Integrated Subjects,Rosemary,9,Sem 01 - Environmental Studies : Chapter 10 Neighbourhood Services,1,9
CBSE,Class 2,Integrated Subjects,Rosemary,10,Sem 01 - Environmental Studies : Chapter 2 My Body,1,10
CBSE,Class 2,Integrated Subjects,Rosemary,11,Sem 01 - Environmental Studies : Chapter 3 Types of Families,1,11
CBSE,Class 2,Integrated Subjects,Rosemary,12,Sem 01 - Environmental Studies : Chapter 4 Food for Health,1,12
CBSE,Class 2,Integrated Subjects,Rosemary,13,Sem 01 - Environmental Studies : Chapter 5 Houses Around Us,1,13
CBSE,Class 2,Integrated Subjects,Rosemary,14,Sem 01 - Environmental Studies : Chapter 6 Time to Dress Up,1,14
CBSE,Class 2,Integrated Subjects,Rosemary,15,Sem 01 - Environmental Studies : Chapter 7 Air and Water,1,15
CBSE,Class 2,Integrated Subjects,Rosemary,16,Sem 01 - Environmental Studies : Chapter 8 Health Is Wealth,1,16
CBSE,Class 2,Integrated Subjects,Rosemary,17,Sem 01 - Environmental Studies : Chapter 9 Safety Rules,1,17
CBSE,Class 2,Integrated Subjects,Rosemary,18,Sem 01 - Mathematics : Chapter 1 Numbers up to 200,1,18
CBSE,Class 2,Integrated Subjects,Rosemary,19,Sem 01 - Mathematics : Chapter 2 Addition,1,19
CBSE,Class 2,Integrated Subjects,Rosemary,20,Sem 01 - Mathematics : Chapter 3 Subtraction,1,20
CBSE,Class 2,Integrated Subjects,Rosemary,21,Sem 01 - Mathematics : Chapter 4 Multiplication,1,21
CBSE,Class 2,Integrated Subjects,Rosemary,22,Sem 01 - Mathematics : Chapter 5 Numbers up to 1000,1,22
CBSE,Class 2,Integrated Subjects,Rosemary,23,Sem 01 - Mathematics : Chapter 6 Patterns,1,23
CBSE,Class 2,Integrated Subjects,Rosemary,24,Sem 02 - English : Chapter 1 Speak up for What's Right,1,24
CBSE,Class 2,Integrated Subjects,Rosemary,25,Sem 02 - English : Chapter 2 What is Pink?,1,25
CBSE,Class 2,Integrated Subjects,Rosemary,26,Sem 02 - English : Chapter 3 The Babies are Hungry,1,26
CBSE,Class 2,Integrated Subjects,Rosemary,27,Sem 02 - English : Chapter 4 The Best Eid Ever!,1,27
CBSE,Class 2,Integrated Subjects,Rosemary,28,"Sem 02 - English : Chapter 5 Sarah, the Shy Bunny",1,28
CBSE,Class 2,Integrated Subjects,Rosemary,29,Sem 02 - English : Chapter 6 The Story of Aqua,1,29
CBSE,Class 2,Integrated Subjects,Rosemary,30,Sem 02 - English : Chapter 7 Winter Animals,1,30
CBSE,Class 2,Integrated Subjects,Rosemary,31,Sem 02 - Environmental Studies : Chapter 1 Days to Celebrate,1,31
CBSE,Class 2,Integrated Subjects,Rosemary,32,Sem 02 - Environmental Studies : Chapter 2 Occupations,1,32
CBSE,Class 2,Integrated Subjects,Rosemary,33,Sem 02 - Environmental Studies : Chapter 3 It’s Travel Time,1,33
CBSE,Class 2,Integrated Subjects,Rosemary,34,Sem 02 - Environmental Studies : Chapter 4 Let’s Communicate,1,34
CBSE,Class 2,Integrated Subjects,Rosemary,35,Sem 02 - Environmental Studies : Chapter 5 Directions,1,35
CBSE,Class 2,Integrated Subjects,Rosemary,36,Sem 02 - Environmental Studies : Chapter 6 Time,1,36
CBSE,Class 2,Integrated Subjects,Rosemary,37,Sem 02 - Environmental Studies : Chapter 7 Seasons,1,37
CBSE,Class 2,Integrated Subjects,Rosemary,38,Sem 02 - Environmental Studies : Chapter 8 Animals Around Us,1,38
CBSE,Class 2,Integrated Subjects,Rosemary,39,Sem 02 - Environmental Studies : Chapter 9 World Around Us,1,39
CBSE,Class 2,Integrated Subjects,Rosemary,40,Sem 02 - Mathematics : Chapter 1 Addition and Subtraction of Bigger Numbers,1,40
CBSE,Class 2,Integrated Subjects,Rosemary,41,Sem 02 - Mathematics : Chapter 2 More About Multiplication,1,41
CBSE,Class 2,Integrated Subjects,Rosemary,42,Sem 02 - Mathematics : Chapter 3 Measurement:,1,42
CBSE,Class 2,Integrated Subjects,Rosemary,43,Sem 02 - Mathematics : Chapter 4 Geometry,1,43
CBSE,Class 2,Integrated Subjects,Rosemary,44,Sem 02 - Mathematics : Chapter 5 Time,1,44
CBSE,Class 2,Integrated Subjects,Rosemary,45,Sem 02 - Mathematics : Chapter 6 Money,1,45
CBSE,Class 2,Integrated Subjects,Rosemary,46,Sem 02 - Mathematics : Chapter 7 Data Handling,1,46
