Board Name,Class Name,Subject Name,Series Name,Chapter Number,Chapter Name,Status,Position
CBSE,Class 10,Mathematics,CBSE Mathematics Video Lesson Series (Course),1,Chapter 1. Real Numbers,1,1
CBSE,Class 10,Mathematics,CBSE Mathematics Video Lesson Series (Course),2,Chapter 2. Polynomials,1,2
CBSE,Class 10,Mathematics,CBSE Mathematics Video Lesson Series (Course),3,Chapter 3. Pair of Linear Equations in Two Variables,1,3
CBSE,Class 10,Mathematics,CBSE Mathematics Video Lesson Series (Course),4,Chapter 4. Quadratic Equations,1,4
CBSE,Class 10,Mathematics,CBSE Mathematics Video Lesson Series (Course),5,Chapter 5. Arithmetic Progressions,1,5
CBSE,Class 10,Mathematics,CBSE Mathematics Video Lesson Series (Course),6,Chapter 6. Triangles,1,6
CBSE,Class 10,Mathematics,CBSE Mathematics Video Lesson Series (Course),7,Chapter 7. Coordinate Geometry,1,7
CBSE,Class 10,Mathematics,CBSE Mathematics Video Lesson Series (Course),8,Chapter 8. Introduction to Trigonometry,1,8
CBSE,Class 10,Mathematics,CBSE Mathematics Video Lesson Series (Course),9,Chapter 9. Some Applications of Trigonometry,1,9
CBSE,Class 10,Mathematics,CBSE Mathematics Video Lesson Series (Course),10,Chapter 10. Circles,1,10
CBSE,Class 10,Mathematics,CBSE Mathematics Video Lesson Series (Course),11,Chapter 11. Areas Related to Circles,1,11
CBSE,Class 10,Mathematics,CBSE Mathematics Video Lesson Series (Course),12,Chapter 12. Surface Areas and Volumes,1,12
CBSE,Class 10,Mathematics,CBSE Mathematics Video Lesson Series (Course),13,Chapter 13. Statistics,1,13
CBSE,Class 10,Mathematics,CBSE Mathematics Video Lesson Series (Course),14,Chapter 14. Probability,1,14
