ID,Type,Variant,Physical price,Discount Physical Price,Ebook Price,Ebook Discount Price
525,book,1,575,518,575,287.5
524,book,1,525,473,525,262.5
832,book,1,480,432,480,240
831,book,1,480,432,480,240
446,book,1,320,288,320,160
280,book,1,425,383,425,212.5
891,book,1,485,437,485,242.5
1032,book,1,455,410,455,227.5
279,book,1,455,410,455,227.5
282,book,1,390,351,390,195
892,book,1,465,419,465,232.5
1031,book,1,345,311,345,172.5
281,book,1,345,311,345,172.5
284,book,1,380,342,380,190
893,book,1,450,405,450,225
1030,book,1,425,383,425,212.5
283,book,1,425,383,425,212.5
447,book,1,350,315,350,175
997,book,1,168,151,168,84
998,book,1,240,216,240,120
999,book,1,250,225,250,125
996,book,1,145,131,145,72.5
387,book,1,260,234,260,130
389,book,1,270,243,270,135
391,book,1,330,297,330,165
390,book,1,145,131,145,72.5
289,book,1,495,446,495,247.5
290,book,1,450,405,450,225
291,book,1,310,279,310,155
285,book,1,170,153,170,85
286,book,1,185,167,185,92.5
287,book,1,240,216,240,120
288,book,1,415,374,415,207.5
642,book,1,420,378,420,210
429,book,1,300,270,300,150
1012,book,1,265,239,265,132.5
1013,book,1,285,257,285,142.5
426,book,1,160,144,160,80
427,book,1,280,252,280,140
670,book,1,270,243,270,135
669,book,1,185,167,185,92.5
754,book,1,170,153,170,85
755,book,1,165,149,165,82.5
756,book,1,175,158,175,87.5
526,book,1,560,504,560,280
916,book,1,620,558,620,310
913,book,1,395,356,395,197.5
240,book,1,310,279,310,155
914,book,1,410,369,410,205
241,book,1,410,369,410,205
915,book,1,435,392,435,217.5
242,book,1,335,302,335,167.5
514,book,1,520,468,520,260
1023,book,1,520,468,520,260
296,book,1,590,531,590,295
292,book,1,215,194,215,107.5
293,book,1,225,203,225,112.5
294,book,1,234,211,234,117
295,book,1,540,486,540,270
425,book,1,275,248,275,137.5
974,book,1,265,239,265,132.5
973,book,1,245,221,245,122.5
1002,book,1,535,482,535,267.5
1003,book,1,535,482,535,267.5
1004,book,1,555,500,555,277.5
488,book,1,490,441,490,245
489,book,1,495,446,495,247.5
490,book,1,515,464,515,257.5
1000,book,1,165,149,165,82.5
1001,book,1,195,176,195,97.5
232,book,1,245,221,245,122.5
233,book,1,270,243,270,135
234,book,1,290,261,290,145
235,book,1,305,275,305,152.5
236,book,1,315,284,315,157.5
237,book,1,335,302,335,167.5
238,book,1,350,315,350,175
239,book,1,360,324,360,180
263,book,1,190,171,190,95
264,book,1,195,176,195,97.5
265,book,1,195,176,195,97.5
266,book,1,215,194,215,107.5
267,book,1,225,203,225,112.5
268,book,1,245,221,245,122.5
269,book,1,250,225,250,125
270,book,1,250,225,250,125
298,book,1,340,306,340,170
297,book,1,340,306,340,170
558,book,1,385,347,385,192.5
559,book,1,405,365,405,202.5
560,book,1,425,383,425,212.5
561,book,1,425,383,425,212.5
562,book,1,425,383,425,212.5
563,book,1,470,423,470,235
564,book,1,470,423,470,235
565,book,1,470,423,470,235
555,book,1,345,311,345,172.5
556,book,1,350,315,350,175
557,book,1,360,324,360,180
813,book,1,180,162,180,90
814,book,1,205,185,205,102.5
110,book,1,315,284,315,157.5
111,book,1,325,293,325,162.5
