Board Name,Class Name,Subject Name,Series Name,Chapter Name,Topic Name,Subtopic Name,Question Type,Question,Answer,Option1,Option2,Option3,Option4,Explanation,Question Weight(optional),Difficulty Level,Learning Outcomes(optional),"Skills(optional if any seprate with comma ,)","Tags(optional if any seprate with comma ,)","Status(1==active,0=Inactive)"
CBSE,Class 4,Social Studies,Illustrative Social Studies,Chapter 6 The Southern Plateaus,,,Multiple Choice Question (QPG) Test Paper, What is a plateau?, A high land with a flat top, A low land with a flat top, A high land with a flat top, An elevated structure with a pointed top, A deep valley with steep sides,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Social Studies Class 4 Chapter 6 Test Paper Generator,1
CBSE,Class 4,Social Studies,Illustrative Social Studies,Chapter 6 The Southern Plateaus,,,Multiple Choice Question (QPG) Test Paper, How does a plateau differ from a mountain?," Plateaus are lowlands, and mountains are elevated structures"," Plateaus have pointed tops, while mountains have flat tops"," Plateaus are lowlands, and mountains are elevated structures", Plateaus and mountains are synonymous terms," Plateaus are always covered in snow, unlike mountains",,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Social Studies Class 4 Chapter 6 Test Paper Generator,1
CBSE,Class 4,Social Studies,Illustrative Social Studies,Chapter 6 The Southern Plateaus,,,Multiple Choice Question (QPG) Test Paper, What characterizes the top of a mountain?, Pointed structure, Flat surface, Pointed structure, Gentle slope, Plateau-like terrain,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Social Studies Class 4 Chapter 6 Test Paper Generator,1
CBSE,Class 4,Social Studies,Illustrative Social Studies,Chapter 6 The Southern Plateaus,,,Multiple Choice Question (QPG) Test Paper, Which two plateaus form the Central Highlands of India?, Malwa Plateau and Chhotanagpur Plateau, Deccan Plateau and Western Ghats, Malwa Plateau and Chhotanagpur Plateau, Aravalli Range and Eastern Ghats, Vindhya Range and Satpura Range,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Social Studies Class 4 Chapter 6 Test Paper Generator,1
CBSE,Class 4,Social Studies,Illustrative Social Studies,Chapter 6 The Southern Plateaus,,,Multiple Choice Question (QPG) Test Paper, Where is the Malwa Plateau located in relation to the Central Highlands?, North-west, North-west, South-east, East, West,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Social Studies Class 4 Chapter 6 Test Paper Generator,1
CBSE,Class 4,Social Studies,Illustrative Social Studies,Chapter 6 The Southern Plateaus,,,Multiple Choice Question (QPG) Test Paper, Which direction does the Malwa Plateau slope towards?, North, North, South, East, West,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Social Studies Class 4 Chapter 6 Test Paper Generator,1
CBSE,Class 4,Social Studies,Illustrative Social Studies,Chapter 6 The Southern Plateaus,,,Multiple Choice Question (QPG) Test Paper, Which plateau forms the major part of the Southern Plateau?, Deccan Plateau, Malwa Plateau, Chhotanagpur Plateau, Deccan Plateau, Vindhya Plateau,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Social Studies Class 4 Chapter 6 Test Paper Generator,1
CBSE,Class 4,Social Studies,Illustrative Social Studies,Chapter 6 The Southern Plateaus,,,Multiple Choice Question (QPG) Test Paper, Which river in Karnataka is home to one of the highest waterfalls in India?, Sharavati, Ganges, Yamuna, Godavari, Sharavati,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Social Studies Class 4 Chapter 6 Test Paper Generator,1
CBSE,Class 4,Social Studies,Illustrative Social Studies,Chapter 6 The Southern Plateaus,,,Multiple Choice Question (QPG) Test Paper, In which part of the Deccan Plateau is Maharashtra located?, Northwestern, Northeastern, Northwestern, Southeastern, Southwestern,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Social Studies Class 4 Chapter 6 Test Paper Generator,1
CBSE,Class 4,Social Studies,Illustrative Social Studies,Chapter 6 The Southern Plateaus,,,Multiple Choice Question (QPG) Test Paper, What type of soil is found in Maharashtra?, Black soil, Red soil, Alluvial soil, Black soil, Laterite soil,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Social Studies Class 4 Chapter 6 Test Paper Generator,1
