Board Name,Class Name,Subject Name,Series Name,Chapter Name,Topic Name,Position,Status
CBSE,UKG,Semester Books,Bloomsbury,Semester 1 : English,Chapter 1 Let us Revise,1,1
CBSE,UKG,Semester Books,Bloomsbury,Semester 1 : English,Chapter 2 Vowels and Consonants,2,1
CBSE,UKG,Semester Books,Bloomsbury,Semester 1 : English,Chapter 3 The a Sound,3,1
CBSE,UKG,Semester Books,Bloomsbury,Semester 1 : English,Chapter 4 The e Sound,4,1
CBSE,UKG,Semester Books,Bloomsbury,Semester 1 : English,Chapter 5 The i Sound,5,1
CBSE,UKG,Semester Books,Bloomsbury,Semester 1 : English,Chapter 6 The o Sound,6,1
CBSE,UKG,Semester Books,Bloomsbury,Semester 1 : English,Chapter 7 The u Sound,7,1
CBSE,UKG,Semester Books,Bloomsbury,Semester 1 : Environmental Studies,Chapter 1 This is Me,1,1
CBSE,UKG,Semester Books,Bloomsbury,Semester 1 : Environmental Studies,Chapter 2 My Body,2,1
CBSE,UKG,Semester Books,Bloomsbury,Semester 1 : Environmental Studies,Chapter 3 Good Habits,3,1
CBSE,UKG,Semester Books,Bloomsbury,Semester 1 : Environmental Studies,Chapter 4 Good Manners,4,1
CBSE,UKG,Semester Books,Bloomsbury,Semester 1 : Environmental Studies,Chapter 5 The Magic Words,5,1
CBSE,UKG,Semester Books,Bloomsbury,Semester 1 : Environmental Studies,Chapter 6 My Food,6,1
CBSE,UKG,Semester Books,Bloomsbury,Semester 1 : Environmental Studies,Chapter 7 Food from Plants,7,1
CBSE,UKG,Semester Books,Bloomsbury,Semester 1 : Environmental Studies,Chapter 8 Food from Animals,8,1
CBSE,UKG,Semester Books,Bloomsbury,Semester 1 : Environmental Studies,Chapter 9 My Clothes,9,1
CBSE,UKG,Semester Books,Bloomsbury,Semester 1 : Environmental Studies,Chapter 10 My Home,10,1
CBSE,UKG,Semester Books,Bloomsbury,Semester 1 : Environmental Studies,Chapter 11 Safety at Home,11,1
