Board Name,Class Name,Subject Name,Series Name,Chapter Name,Topic Name,Subtopic Name,Question Type,"Question(If question is mcq or Assertion & Reason  use option 1 to option 4 and in answer give 1,2,3,4 number only not option value, if true false, or any other type question give answer in answer coloumn and for fill in the blanks you can use comma seprator for multiple filling answers eg fill1,fill2, fill3)",Answer,Option1,Option2,Option3,Option4,Explanation,Question Weight(optional),Difficulty Level,Learning Outcomes(optional),"Skills(optional if any seprate with comma ,)","Tags(optional if any seprate with comma ,)","Status(1==active,0=Inactive)"
ICSE,Class 9,Physics,A New Approach to I.C.S.E. Physics (2023-24),Chapter 1. Measurements and Experimentation,,,Fill in the Blanks,One light year is equal to __________________ .,,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 9,Physics,A New Approach to I.C.S.E. Physics (2023-24),Chapter 1. Measurements and Experimentation,,,Fill in the Blanks,One mean solar day= ___________________ sec,,,,,,,Other,Hard,Test Learning Outcome 2,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 9,Physics,A New Approach to I.C.S.E. Physics (2023-24),Chapter 1. Measurements and Experimentation,,,Fill in the Blanks,One micrometre = __________________ m.,,,,,,,Other,Hard,Test Learning Outcome 3,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 9,Physics,A New Approach to I.C.S.E. Physics (2023-24),Chapter 1. Measurements and Experimentation,,,Fill in the Blanks,One year = __________________ sec,,,,,,,Other,Hard,Test Learning Outcome 4,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 9,Physics,A New Approach to I.C.S.E. Physics (2023-24),Chapter 1. Measurements and Experimentation,,,Fill in the Blanks,The unit in which we measure the quantity is called_________________.,,,,,,,Other,Hard,Test Learning Outcome 5,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 9,Physics,A New Approach to I.C.S.E. Physics (2023-24),Chapter 1. Measurements and Experimentation,,,Multiple Choice Questions,Which is not a unit of disdance?,,metre,millimetre,Leap year,kilometre,,Other,Hard,Test Learning Outcome 6,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 9,Physics,A New Approach to I.C.S.E. Physics (2023-24),Chapter 1. Measurements and Experimentation,,,Multiple Choice Questions,Which of the following is a fundamental unit?,,m/s2,Joule,Newton,metre,,Other,Hard,Test Learning Outcome 7,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 9,Physics,A New Approach to I.C.S.E. Physics (2023-24),Chapter 1. Measurements and Experimentation,,,Multiple Choice Questions,Which of the following is not a fundamental unit?,,Second,Ampere,Candela,Newton,,Other,Hard,Test Learning Outcome 8,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 9,Physics,A New Approach to I.C.S.E. Physics (2023-24),Chapter 1. Measurements and Experimentation,,,Short Answer type Questions,A body measures 25 m. State the unit and the magnitude of unit in the statement.,,,,,,,Other,Hard,Test Learning Outcome 9,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 9,Physics,A New Approach to I.C.S.E. Physics (2023-24),Chapter 1. Measurements and Experimentation,,,Short Answer type Questions,Define the term fundamental unit. Name fundamental units of mass; length; time; current and temperature.,,,,,,,Other,Hard,Test Learning Outcome 10,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 9,Physics,A New Approach to I.C.S.E. Physics (2023-24),Chapter 1. Measurements and Experimentation,,,Short Answer type Questions,State four characteristics of a standard unit.,,,,,,,Other,Hard,Test Learning Outcome 11,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 9,Physics,A New Approach to I.C.S.E. Physics (2023-24),Chapter 1. Measurements and Experimentation,,,Short Answer type Questions,What do you understand by the term derived unit ? Give three examples.,,,,,,,Other,Hard,Test Learning Outcome 12,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 9,Physics,A New Approach to I.C.S.E. Physics (2023-24),Chapter 1. Measurements and Experimentation,,,Short Answer type Questions,What do you understand by the term measurement ?,,,,,,,Other,Hard,Test Learning Outcome 13,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 9,Physics,A New Approach to I.C.S.E. Physics (2023-24),Chapter 1. Measurements and Experimentation,,,Short Answer type Questions,"What do you understand by the terms (i) unit, (ii) magnitude, as applied to a physical quantity ?",,,,,,,Other,Hard,Test Learning Outcome 14,"Skillone,skilltwo","tagone,tagtwo",1
,,,,,,,,,,,,,,,Other,Hard,Test Learning Outcome 15,"Skillone,skilltwo","tagone,tagtwo",1
,,,,,,,,,,,,,,,Other,Hard,Test Learning Outcome 16,"Skillone,skilltwo","tagone,tagtwo",1
,,,,,,,,,,,,,,,Other,Hard,Test Learning Outcome 17,"Skillone,skilltwo","tagone,tagtwo",1
,,,,,,,,,,,,,,,Other,Hard,Test Learning Outcome 18,"Skillone,skilltwo","tagone,tagtwo",1
,,,,,,,,,,,,,,,Other,Hard,Test Learning Outcome 19,"Skillone,skilltwo","tagone,tagtwo",1
,,,,,,,,,,,,,,,Other,Hard,Test Learning Outcome 20,"Skillone,skilltwo","tagone,tagtwo",1
