Board Name,Class Name,Subject Name,Series Name,Chapter Number,Chapter Name,Status,Position
CBSE,Class 3,Social Studies,Illustrative Social Studies,1,Chapter 1 The Earth – Our Home,1,1
CBSE,Class 3,Social Studies,Illustrative Social Studies,2,Chapter 2 How Our Earth Looks,2,1
CBSE,Class 3,Social Studies,Illustrative Social Studies,3,Chapter 3 Our Country India,3,1
CBSE,Class 3,Social Studies,Illustrative Social Studies,4,Chapter 4 Water–Our Precious Resource,4,1
CBSE,Class 3,Social Studies,Illustrative Social Studies,5,Chapter 5 Family–The Foundation,5,1
CBSE,Class 3,Social Studies,Illustrative Social Studies,6,Chapter 6 Food We Eat,6,1
CBSE,Class 3,Social Studies,Illustrative Social Studies,7,Chapter 7 Indian Dresses,7,1
CBSE,Class 3,Social Studies,Illustrative Social Studies,8,Chapter 8 Our Festivals,8,1
CBSE,Class 3,Social Studies,Illustrative Social Studies,9,Chapter 9 Means of Transport,9,1
CBSE,Class 3,Social Studies,Illustrative Social Studies,10,Chapter 10 Means of Communication,10,1
CBSE,Class 3,Social Studies,Illustrative Social Studies,11,Chapter 11 Occupations,11,1
CBSE,Class 3,Social Studies,Illustrative Social Studies,12,Chapter 12 People Who Help Us,12,1
CBSE,Class 3,Social Studies,Illustrative Social Studies,13,Chapter 13 Local Institutions and their Roles,13,1
CBSE,Class 3,Social Studies,Illustrative Social Studies,14,Chapter 14 Diversity,14,1
CBSE,Class 3,Social Studies,Illustrative Social Studies,15,Chapter 15 Life of Early Humans,15,1
CBSE,Class 3,Social Studies,Illustrative Social Studies,16,Chapter 16 Houses–Then and Now,16,1
