Board Name,Class Name,Subject Name,Series Name,Chapter Name,Topic Name,Subtopic Name,Question Type,"Question(If question is mcq or Assertion & Reason use option 1 to option 4 and in answer give 1,2,3,4 number only not option value, if true false, or any other type question give answer in answer coloumn and for fill in the blanks you can use comma seprator for multiple filling answers eg fill1,fill2, fill3)",Answer,Option1,Option2,Option3,Option4,Explanation,Question Weight(optional),Difficulty Level,Learning Outcomes(optional),"Skills(optional if any seprate with comma ,)","Tags(optional if any seprate with comma ,)","Status(1==active,0=Inactive)"
CBSE,Class 4,Science,Illustrative Science,Chapter 1 Plants The Producers,,1,Multiple Choice Question (QPG) Test Paper,Which of the following is not a part of a plant?,Not Available,Flower,Stem,Root,Stomach,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 4 Chapter 1 Plants The Producers Test Paper Generator Multiple Choice Question (QPG) Test Paper 1,1
CBSE,Class 4,Science,Illustrative Science,Chapter 1 Plants The Producers,,,Multiple Choice Question (QPG) Test Paper,The green pigment in leaves that helps in photosynthesis is called:,Not Available,Chlorophyll,Carotene,Xanthophyll,Melanin,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 4 Chapter 1 Plants The Producers Test Paper Generator Multiple Choice Question (QPG) Test Paper 2,1
CBSE,Class 4,Science,Illustrative Science,Chapter 1 Plants The Producers,,,Multiple Choice Question (QPG) Test Paper,What is the process by which plants make their own food?,Not Available,Digestion,Photosynthesis,Respiration,Transpiration,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 4 Chapter 1 Plants The Producers Test Paper Generator Multiple Choice Question (QPG) Test Paper 3,1
CBSE,Class 4,Science,Illustrative Science,Chapter 1 Plants The Producers,,,Multiple Choice Question (QPG) Test Paper,"Which type of plant has a thick, woody stem called a trunk?",Not Available,Herb,Shrub,Climber,Tree ,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 4 Chapter 1 Plants The Producers Test Paper Generator Multiple Choice Question (QPG) Test Paper 4,1
CBSE,Class 4,Science,Illustrative Science,Chapter 1 Plants The Producers,,,Multiple Choice Question (QPG) Test Paper,What are the tiny holes on the underside of leaves called?,Not Available,Veins,Stomata,Midrib,Petiole,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 4 Chapter 1 Plants The Producers Test Paper Generator Multiple Choice Question (QPG) Test Paper 5,1
CBSE,Class 4,Science,Illustrative Science,Chapter 1 Plants The Producers,,,Multiple Choice Question (QPG) Test Paper,Which of the following plants has a taproot system?,Not Available,Grass,Onion,Carrot,Wheat,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science  Class 4 Chapter 1 Plants The Producers Test Paper Generator Multiple Choice Question (QPG) Test Paper 6,1
CBSE,Class 4,Science,Illustrative Science,Chapter 1 Plants The Producers,,,Multiple Choice Question (QPG) Test Paper,Which plant is known as the largest herb on earth?,Not Available,Bamboo,Banana,Sunflower,Eucalyptus,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 4 Chapter 1 Plants The Producers Test Paper Generator Multiple Choice Question (QPG) Test Paper 7,1
CBSE,Class 4,Science,Illustrative Science,Chapter 1 Plants The Producers,,,Multiple Choice Question (QPG) Test Paper,Which type of plant needs support to grow vertically?,Not Available,Tree,Shrub,Climber,Creeper ,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 4 Chapter 1 Plants The Producers Test Paper Generator Multiple Choice Question (QPG) Test Paper 8,1
CBSE,Class 4,Science,Illustrative Science,Chapter 1 Plants The Producers,,,Multiple Choice Question (QPG) Test Paper,What is the purpose of stomata on the underside of a leaf?,Not Available,Absorption of sunlight,Water storage,Gas exchange,Flower reproduction,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 4 Chapter 1 Plants The Producers Test Paper Generator Multiple Choice Question (QPG) Test Paper 9,1
CBSE,Class 4,Science,Illustrative Science,Chapter 1 Plants The Producers,,,Multiple Choice Question (QPG) Test Paper,"Which type of root system is found in grass, wheat, onion, and sugarcane?",Not Available,Tap root,Fibrous root,Adventitious root,Storage root,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 4 Chapter 1 Plants The Producers Test Paper Generator Multiple Choice Question (QPG) Test Paper 10,1
CBSE,Class 4,Science,Illustrative Science,Chapter 1 Plants The Producers,,,True or False (QPG),All plants are green in colour.,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 4 Chapter 1 Plants The Producers Test Paper Generator True or False (QPG) 1,1
CBSE,Class 4,Science,Illustrative Science,Chapter 1 Plants The Producers,,,True or False (QPG),"Stems transport food, water, and minerals throughout the plant",Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 4 Chapter 1 Plants The Producers Test Paper Generator True or False (QPG) 2,1
CBSE,Class 4,Science,Illustrative Science,Chapter 1 Plants The Producers,,,True or False (QPG),Leaves are the only part of a plant that can make food,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 4 Chapter 1 Plants The Producers Test Paper Generator True or False (QPG) 3,1
CBSE,Class 4,Science,Illustrative Science,Chapter 1 Plants The Producers,,,True or False (QPG),Flowers attract insects to help with pollination,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 4 Chapter 1 Plants The Producers Test Paper Generator True or False (QPG) 4,1
CBSE,Class 4,Science,Illustrative Science,Chapter 1 Plants The Producers,,,True or False (QPG),Plants take in more oxygen and release more carbon dioxide during the day,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 4 Chapter 1 Plants The Producers Test Paper Generator True or False (QPG) 5,1
CBSE,Class 4,Science,Illustrative Science,Chapter 1 Plants The Producers,,,True or False (QPG),Herbs are shorter than shrubs,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 4 Chapter 1 Plants The Producers Test Paper Generator True or False (QPG) 6,1
CBSE,Class 4,Science,Illustrative Science,Chapter 1 Plants The Producers,,,True or False (QPG),Banana plants are considered trees,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 4 Chapter 1 Plants The Producers Test Paper Generator True or False (QPG) 7,1
CBSE,Class 4,Science,Illustrative Science,Chapter 1 Plants The Producers,,,True or False (QPG),The deepest root in the world belongs to a banyan tree,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 4 Chapter 1 Plants The Producers Test Paper Generator True or False (QPG) 8,1
CBSE,Class 4,Science,Illustrative Science,Chapter 1 Plants The Producers,,,True or False (QPG),All plants reproduce through seeds,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 4 Chapter 1 Plants The Producers Test Paper Generator True or False (QPG) 9,1
CBSE,Class 4,Science,Illustrative Science,Chapter 1 Plants The Producers,,,True or False (QPG),All green plants release oxygen into the atmosphere during the day,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 4 Chapter 1 Plants The Producers Test Paper Generator True or False (QPG) 10,1
CBSE,Class 4,Science,Illustrative Science,Chapter 1 Plants The Producers,,,Very Short Answer Questions (QPG),Give two examples of annual plants.,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 4 Chapter 1 Plants The Producers Test Paper Generator Very Short Answer Questions (QPG) 1,1
CBSE,Class 4,Science,Illustrative Science,Chapter 1 Plants The Producers,,,Very Short Answer Questions (QPG),Give two examples of perennials.,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 4 Chapter 1 Plants The Producers Test Paper Generator Very Short Answer Questions (QPG) 2,1
CBSE,Class 4,Science,Illustrative Science,Chapter 1 Plants The Producers,,,Very Short Answer Questions (QPG),What is the function of flowers? ,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 4 Chapter 1 Plants The Producers Test Paper Generator Very Short Answer Questions (QPG) 3,1
CBSE,Class 4,Science,Illustrative Science,Chapter 1 Plants The Producers,,,Very Short Answer Questions (QPG),What are the main parts of a flower? ,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 4 Chapter 1 Plants The Producers Test Paper Generator Very Short Answer Questions (QPG) 4,1
CBSE,Class 4,Science,Illustrative Science,Chapter 1 Plants The Producers,,,Very Short Answer Questions (QPG),Give two examples of edible plant roots. ,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 4 Chapter 1 Plants The Producers Test Paper Generator Very Short Answer Questions (QPG) 5,1
CBSE,Class 4,Science,Illustrative Science,Chapter 1 Plants The Producers,,,Very Short Answer Questions (QPG),Give two examples of edible plant stems. ,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 4 Chapter 1 Plants The Producers Test Paper Generator Very Short Answer Questions (QPG) 6,1
CBSE,Class 4,Science,Illustrative Science,Chapter 1 Plants The Producers,,,Very Short Answer Questions (QPG),Give two examples of edible plant leaves. ,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 4 Chapter 1 Plants The Producers Test Paper Generator Very Short Answer Questions (QPG) 7,1
CBSE,Class 4,Science,Illustrative Science,Chapter 1 Plants The Producers,,,Very Short Answer Questions (QPG),Give two examples of edible plant fruits. ,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 4 Chapter 1 Plants The Producers Test Paper Generator Very Short Answer Questions (QPG) 8,1
CBSE,Class 4,Science,Illustrative Science,Chapter 1 Plants The Producers,,,Very Short Answer Questions (QPG),Give two examples of edible plant seeds. ,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 4 Chapter 1 Plants The Producers Test Paper Generator Very Short Answer Questions (QPG) 9,1
CBSE,Class 4,Science,Illustrative Science,Chapter 1 Plants The Producers,,,Very Short Answer Questions (QPG),What is the main source of energy for plants?,Not Available,,,,,,Weight1,Medium,Test Learning Outcome 1,Medium,Illustrative Science Class 4 Chapter 1 Plants The Producers Test Paper Generator Very Short Answer Questions (QPG) 10,1
