Board Name,Class Name,Subject Name,Series Name,Chapter Name,Topic Name,Position,Status
CBSE,Class 10,Science,CBSE Science Video Lesson Series (Course),Chapter 1 Chemical Reactions and Equations ,Topic 1: Chemical Reactions and Equations,1,1
CBSE,Class 10,Science,CBSE Science Video Lesson Series (Course),Chapter 1 Chemical Reactions and Equations ,Topic 2: Types of Chemical Reaction,2,1
CBSE,Class 10,Science,CBSE Science Video Lesson Series (Course),Chapter 1 Chemical Reactions and Equations ,Topic 3: Oxidation Reduction Reactions in Everyday Life,3,1
CBSE,Class 10,Science,CBSE Science Video Lesson Series (Course),"Chapter 2 Acids, Bases and Salts ",Topic 1: Chemical Properties of Acids and Bases,1,1
CBSE,Class 10,Science,CBSE Science Video Lesson Series (Course),"Chapter 2 Acids, Bases and Salts ",Topic 2: Acid and Bases in Water,2,1
CBSE,Class 10,Science,CBSE Science Video Lesson Series (Course),"Chapter 2 Acids, Bases and Salts ",Topic 3: Strong Acids and Strong Bases,3,1
CBSE,Class 10,Science,CBSE Science Video Lesson Series (Course),"Chapter 2 Acids, Bases and Salts ",Topic 4: Salt,4,1
CBSE,Class 10,Science,CBSE Science Video Lesson Series (Course),Chapter 3 Metals and Non-metals ,Topic 1: Physical Properties of Metals and non-metals,1,1
CBSE,Class 10,Science,CBSE Science Video Lesson Series (Course),Chapter 3 Metals and Non-metals ,Topic 2: Chemical Properties of Metals and non-metals,2,1
CBSE,Class 10,Science,CBSE Science Video Lesson Series (Course),Chapter 3 Metals and Non-metals ,Topic 3: Occurrence of Metals,3,1
CBSE,Class 10,Science,CBSE Science Video Lesson Series (Course),Chapter 3 Metals and Non-metals ,Topic 4: Corrosion,4,1
CBSE,Class 10,Science,CBSE Science Video Lesson Series (Course),Chapter 4 Carbon and its Compounds ,Topic 1: Bonding in Carbon – The Covalent Bond,1,1
CBSE,Class 10,Science,CBSE Science Video Lesson Series (Course),Chapter 4 Carbon and its Compounds ,Topic 2: Versatile Nature of Carbon,2,1
CBSE,Class 10,Science,CBSE Science Video Lesson Series (Course),Chapter 4 Carbon and its Compounds ,Topic 3: Chemical Properties of Carbon Compounds,3,1
CBSE,Class 10,Science,CBSE Science Video Lesson Series (Course),Chapter 4 Carbon and its Compounds ,Topic 4: Some Important Carbon Compounds,4,1
CBSE,Class 10,Science,CBSE Science Video Lesson Series (Course),Chapter 4 Carbon and its Compounds ,Topic 5: Soap and Detergent,5,1
CBSE,Class 10,Science,CBSE Science Video Lesson Series (Course),Chapter 9 Light – Reflection and Refraction ,Topic 1: Reflection of Light - Plane and Spherical Mirrors,1,1
CBSE,Class 10,Science,CBSE Science Video Lesson Series (Course),Chapter 9 Light – Reflection and Refraction ,Topic 2: Image Formation by Spherical Mirrors,2,1
CBSE,Class 10,Science,CBSE Science Video Lesson Series (Course),Chapter 9 Light – Reflection and Refraction ,Topic 3: Refraction of Light,3,1
CBSE,Class 10,Science,CBSE Science Video Lesson Series (Course),Chapter 9 Light – Reflection and Refraction ,Topic 4: Refraction through lenses,4,1
CBSE,Class 10,Science,CBSE Science Video Lesson Series (Course),Chapter 10 The Human Eye and the Colourful World ,Topic 1: The Human Eye,1,1
CBSE,Class 10,Science,CBSE Science Video Lesson Series (Course),Chapter 10 The Human Eye and the Colourful World ,Topic 2: Defects of vision and their correction,2,1
CBSE,Class 10,Science,CBSE Science Video Lesson Series (Course),Chapter 10 The Human Eye and the Colourful World ,Topic 3: Refraction and Dispersion through a prism and Scattering of light,3,1
CBSE,Class 10,Science,CBSE Science Video Lesson Series (Course),Chapter 11 Electricity ,Topic 1: Electric Current,1,1
CBSE,Class 10,Science,CBSE Science Video Lesson Series (Course),Chapter 11 Electricity ,Topic 2: Electric Potential and Circuit Diagram,2,1
CBSE,Class 10,Science,CBSE Science Video Lesson Series (Course),Chapter 11 Electricity ,Topic 3: Ohm’s Law,3,1
CBSE,Class 10,Science,CBSE Science Video Lesson Series (Course),Chapter 11 Electricity ,Topic 4: Factors Affecting Resistance of a Wire,4,1
CBSE,Class 10,Science,CBSE Science Video Lesson Series (Course),Chapter 11 Electricity ,Topic 5: Combination of Resistances,5,1
CBSE,Class 10,Science,CBSE Science Video Lesson Series (Course),Chapter 11 Electricity ,Topic 6: Heating Effect of Electric Current and Electric Power,6,1
CBSE,Class 10,Science,CBSE Science Video Lesson Series (Course),Chapter 12 Magnetic Effects of Electric Current ,Topic 1: Magnetic Field and Field Lines,1,1
CBSE,Class 10,Science,CBSE Science Video Lesson Series (Course),Chapter 12 Magnetic Effects of Electric Current ,Topic 2: Magnetic Field Due to a Current-Carrying Conductor,2,1
CBSE,Class 10,Science,CBSE Science Video Lesson Series (Course),Chapter 12 Magnetic Effects of Electric Current ,Topic 3: Force on a Current-Carrying Conductor and Electric Motor,3,1
CBSE,Class 10,Science,CBSE Science Video Lesson Series (Course),Chapter 12 Magnetic Effects of Electric Current ,Topic 4: Electromagnetic Induction and Generator,4,1
CBSE,Class 10,Science,CBSE Science Video Lesson Series (Course),Chapter 12 Magnetic Effects of Electric Current ,Topic 5: Domestic Electric Circuit and Fuses,5,1
