Board Name,Class Name,Subject Name,Series Name,Chapter Name,Topic Name,Position,Status
CBSE,Class 9,Science,CBSE Science Video Lesson Series (Course),Chapter 1 Matter In Our Surroundings,Topic 1: Physical nature of matter,1,1
CBSE,Class 9,Science,CBSE Science Video Lesson Series (Course),Chapter 1 Matter In Our Surroundings,Topic 2: States of matter,2,1
CBSE,Class 9,Science,CBSE Science Video Lesson Series (Course),Chapter 1 Matter In Our Surroundings,Topic 3: Can matter change its state,3,1
CBSE,Class 9,Science,CBSE Science Video Lesson Series (Course),Chapter 1 Matter In Our Surroundings,Topic 4: Evaporation,4,1
CBSE,Class 9,Science,CBSE Science Video Lesson Series (Course),Chapter 2 Is Matter Around Us Pure?,Topic 1: Mixtures,1,1
CBSE,Class 9,Science,CBSE Science Video Lesson Series (Course),Chapter 2 Is Matter Around Us Pure?,Topic 2: Separating the components of a mixture,2,1
CBSE,Class 9,Science,CBSE Science Video Lesson Series (Course),Chapter 2 Is Matter Around Us Pure?,Topic 3: Physical and chemical change and types of pure substances,3,1
CBSE,Class 9,Science,CBSE Science Video Lesson Series (Course),Chapter 3 Atoms And Molecules,Topic 1: Laws of Chemical Combination,1,1
CBSE,Class 9,Science,CBSE Science Video Lesson Series (Course),Chapter 3 Atoms And Molecules,Topic 2: What is atom and molecule,2,1
CBSE,Class 9,Science,CBSE Science Video Lesson Series (Course),Chapter 3 Atoms And Molecules,Topic 3: Writing Chemical Formulae,3,1
CBSE,Class 9,Science,CBSE Science Video Lesson Series (Course),Chapter 3 Atoms And Molecules,Topic 4: Molecular Mass and Mole Concept,4,1
CBSE,Class 9,Science,CBSE Science Video Lesson Series (Course),Chapter 4 Structure Of The Atom,Topic 1: Charged Particles in Matter,1,1
CBSE,Class 9,Science,CBSE Science Video Lesson Series (Course),Chapter 4 Structure Of The Atom,Topic 2: The structure of an atom,2,1
CBSE,Class 9,Science,CBSE Science Video Lesson Series (Course),Chapter 4 Structure Of The Atom,Topic 3: Electron distribution in different orbits,3,1
CBSE,Class 9,Science,CBSE Science Video Lesson Series (Course),Chapter 4 Structure Of The Atom,Topic 4: Atomic number and mass number,4,1
CBSE,Class 9,Science,CBSE Science Video Lesson Series (Course),Chapter 4 Structure Of The Atom,Topic 5: Isotope and Isobar,5,1
CBSE,Class 9,Science,CBSE Science Video Lesson Series (Course),Chapter 5 The Fundamental Unit Of Life,Topic 1: Cell and Its Discovery,1,1
CBSE,Class 9,Science,CBSE Science Video Lesson Series (Course),Chapter 5 The Fundamental Unit Of Life,Topic 2: Cellular Organisation of Cell,2,1
CBSE,Class 9,Science,CBSE Science Video Lesson Series (Course),Chapter 5 The Fundamental Unit Of Life,Topic 3: Cell Organelles,3,1
CBSE,Class 9,Science,CBSE Science Video Lesson Series (Course),Chapter 6 Tissues,Topic 1: Plant Tissues,1,1
CBSE,Class 9,Science,CBSE Science Video Lesson Series (Course),Chapter 6 Tissues,Topic 2: Animal Tissues,2,1
CBSE,Class 9,Science,CBSE Science Video Lesson Series (Course),Chapter 7 Motion,Topic 1: Describing Motion,1,1
CBSE,Class 9,Science,CBSE Science Video Lesson Series (Course),Chapter 7 Motion,Topic 2: Measuring the Rate of Motion,2,1
CBSE,Class 9,Science,CBSE Science Video Lesson Series (Course),Chapter 7 Motion,Topic 3: Rate of Change of Velocity,3,1
CBSE,Class 9,Science,CBSE Science Video Lesson Series (Course),Chapter 7 Motion,Topic 4: Graphical Representation of Motion,4,1
CBSE,Class 9,Science,CBSE Science Video Lesson Series (Course),Chapter 7 Motion,Topic 5: Equations of Motion by Graphical Method,5,1
CBSE,Class 9,Science,CBSE Science Video Lesson Series (Course),Chapter 7 Motion,Topic 6: Uniform Circular Motion,6,1
CBSE,Class 9,Science,CBSE Science Video Lesson Series (Course),Chapter 8 Force And Laws Of Motion,Topic 1: Force Balanced and Unbalanced Force,1,1
CBSE,Class 9,Science,CBSE Science Video Lesson Series (Course),Chapter 8 Force And Laws Of Motion,Topic 2: Newton’s First law of Motion,2,1
CBSE,Class 9,Science,CBSE Science Video Lesson Series (Course),Chapter 8 Force And Laws Of Motion,Topic 3: Newton’s Second Law of Motion,3,1
CBSE,Class 9,Science,CBSE Science Video Lesson Series (Course),Chapter 8 Force And Laws Of Motion,Topic 4: Newton’s Third Law of Motion,4,1
CBSE,Class 9,Science,CBSE Science Video Lesson Series (Course),Chapter 9 Gravitation,Topic 1: Gravitation,1,1
CBSE,Class 9,Science,CBSE Science Video Lesson Series (Course),Chapter 9 Gravitation,Topic 2: Free Fall,2,1
CBSE,Class 9,Science,CBSE Science Video Lesson Series (Course),Chapter 9 Gravitation,Topic 3: Mass and Weight,3,1
CBSE,Class 9,Science,CBSE Science Video Lesson Series (Course),Chapter 9 Gravitation,Topic 4: Thrust and Pressure,4,1
CBSE,Class 9,Science,CBSE Science Video Lesson Series (Course),Chapter 9 Gravitation,Topic 5: Archimedes’s Principle and Relative Density,5,1
CBSE,Class 9,Science,CBSE Science Video Lesson Series (Course),Chapter 10 Work And Energy,Topic 1: Work,1,1
CBSE,Class 9,Science,CBSE Science Video Lesson Series (Course),Chapter 10 Work And Energy,Topic 2: Kinetic Energy,2,1
CBSE,Class 9,Science,CBSE Science Video Lesson Series (Course),Chapter 10 Work And Energy,Topic 3: Potential Energy and Conservation of Energy,3,1
CBSE,Class 9,Science,CBSE Science Video Lesson Series (Course),Chapter 10 Work And Energy,Topic 4: Rate of Doing Work,4,1
CBSE,Class 9,Science,CBSE Science Video Lesson Series (Course),Chapter 11 Sound,Topic 1: Sound  Production and Propagation,1,1
CBSE,Class 9,Science,CBSE Science Video Lesson Series (Course),Chapter 11 Sound,Topic 2: Sound Wave and its Characteristics,2,1
CBSE,Class 9,Science,CBSE Science Video Lesson Series (Course),Chapter 11 Sound,Topic 3: Speed of Sound and Reflection of Sound,3,1
CBSE,Class 9,Science,CBSE Science Video Lesson Series (Course),Chapter 11 Sound,Topic 4: Range of Hearing and Applications of Ultrasound,4,1
CBSE,Class 9,Science,CBSE Science Video Lesson Series (Course),Chapter 11 Sound,Topic 5: Structure of Human Ear,5,1
CBSE,Class 9,Science,CBSE Science Video Lesson Series (Course),Chapter 12 Improvement In Food Resources,Topic 1: Crops and Crop Variety Improvement,1,1
CBSE,Class 9,Science,CBSE Science Video Lesson Series (Course),Chapter 12 Improvement In Food Resources,Topic 2: Crop Production Management,2,1
CBSE,Class 9,Science,CBSE Science Video Lesson Series (Course),Chapter 12 Improvement In Food Resources,Topic 3: Crop Protection Management,3,1
CBSE,Class 9,Science,CBSE Science Video Lesson Series (Course),Chapter 12 Improvement In Food Resources,Topic 4: Animal Husbandary,4,1
