Board Name,Class Name,Subject Name,Series Name,Chapter Name,Topic Name,Subtopic Name,Question Type,Question,Answer,Option1,Option2,Option3,Option4,Explanation,Question Weight(optional),Difficulty Level,Learning Outcomes(optional),"Skills(optional if any seprate with comma ,)","Tags(optional if any seprate with comma ,)","Status(1==active,0=Inactive)"
CBSE,Class 4,Social Studies,Illustrative Social Studies,Chapter 5 The Great Indian Desert,,,Multiple Choice Question (QPG) Test Paper, What is a desert?, A flat area covered with sand, A mountainous region covered with snow, A flat area covered with sand, A dense forest with abundant vegetation, A vast grassland with moderate rainfall,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Social Studies Class 4 Chapter 5 Test Paper Generator,1
CBSE,Class 4,Social Studies,Illustrative Social Studies,Chapter 5 The Great Indian Desert,,,Multiple Choice Question (QPG) Test Paper, What characterizes a desert in terms of vegetation?, Sparse vegetation with limited plant life, Rich and diverse vegetation, Moderate vegetation with tall trees, Sparse vegetation with limited plant life, Lush greenery and dense forests,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Social Studies Class 4 Chapter 5 Test Paper Generator,1
CBSE,Class 4,Social Studies,Illustrative Social Studies,Chapter 5 The Great Indian Desert,,,Multiple Choice Question (QPG) Test Paper, What is a significant environmental characteristic of a desert?, Very low rainfall, High humidity levels, Abundance of water bodies, Heavy and consistent rainfall, Very low rainfall,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Social Studies Class 4 Chapter 5 Test Paper Generator,1
CBSE,Class 4,Social Studies,Illustrative Social Studies,Chapter 5 The Great Indian Desert,,,Multiple Choice Question (QPG) Test Paper,  Where is Rajasthan located in relation to the Northern Plains?, To the southwest, To the northeast, To the northwest, To the southwest, To the southeast,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Social Studies Class 4 Chapter 5 Test Paper Generator,1
CBSE,Class 4,Social Studies,Illustrative Social Studies,Chapter 5 The Great Indian Desert,,,Multiple Choice Question (QPG) Test Paper,  What geographical feature divides Rajasthan into two parts?, The Aravalli Hills, The Thar Desert, The Vindhya Range, The Aravalli Hills, The Great Rann of Kutch,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Social Studies Class 4 Chapter 5 Test Paper Generator,1
CBSE,Class 4,Social Studies,Illustrative Social Studies,Chapter 5 The Great Indian Desert,,,Multiple Choice Question (QPG) Test Paper, How is the eastern part of Rajasthan described in terms of fertility?, Fertile, Rich in minerals, Rocky and sandy, Fertile, Mountainous,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Social Studies Class 4 Chapter 5 Test Paper Generator,1
CBSE,Class 4,Social Studies,Illustrative Social Studies,Chapter 5 The Great Indian Desert,,,Multiple Choice Question (QPG) Test Paper, Which river flows in the eastern part of Rajasthan?, Chambal, Ganga, Yamuna, Chambal, Brahmaputra,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Social Studies Class 4 Chapter 5 Test Paper Generator,1
CBSE,Class 4,Social Studies,Illustrative Social Studies,Chapter 5 The Great Indian Desert,,,Multiple Choice Question (QPG) Test Paper, What is the western part of Rajasthan commonly known as?, The Thar Desert, The Aravalli Hills, The Ganges Plains, The Thar Desert, The Chambal Valley,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Social Studies Class 4 Chapter 5 Test Paper Generator,1
CBSE,Class 4,Social Studies,Illustrative Social Studies,Chapter 5 The Great Indian Desert,,,Multiple Choice Question (QPG) Test Paper, What alternative name is given to the Thar Desert?, The Indian Desert, The Gobi Desert, The Sahara Desert, The Indian Desert, The Atacama Desert,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Social Studies Class 4 Chapter 5 Test Paper Generator,1
CBSE,Class 4,Social Studies,Illustrative Social Studies,Chapter 5 The Great Indian Desert,,,Multiple Choice Question (QPG) Test Paper, What are the main factors that contributed to the formation of the Thar Desert?, Low rainfall and heavy soil erosion, High rainfall and dense vegetation, Low rainfall and heavy soil erosion, Volcanic activity and seismic disturbances, Glacial melting and river sedimentation,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Social Studies Class 4 Chapter 5 Test Paper Generator,1
CBSE,Class 4,Social Studies,Illustrative Social Studies,Chapter 5 The Great Indian Desert,,,True or False (QPG), The camel has a lump of fat in its hump,N\A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Social Studies Class 4 Chapter 5 Test Paper Generator,1
CBSE,Class 4,Social Studies,Illustrative Social Studies,Chapter 5 The Great Indian Desert,,,True or False (QPG), The weather has influenced the dress of the people of this region,N\A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Social Studies Class 4 Chapter 5 Test Paper Generator,1
CBSE,Class 4,Social Studies,Illustrative Social Studies,Chapter 5 The Great Indian Desert,,,True or False (QPG), There are some salt water lakes in Rajasthan,N\A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Social Studies Class 4 Chapter 5 Test Paper Generator,1
CBSE,Class 4,Social Studies,Illustrative Social Studies,Chapter 5 The Great Indian Desert,,,True or False (QPG), The desert region remains cool and wet throughout the year,N\A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Social Studies Class 4 Chapter 5 Test Paper Generator,1
CBSE,Class 4,Social Studies,Illustrative Social Studies,Chapter 5 The Great Indian Desert,,,True or False (QPG), A desert is a high area covered with forests,N\A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Social Studies Class 4 Chapter 5 Test Paper Generator,1
CBSE,Class 4,Social Studies,Illustrative Social Studies,Chapter 5 The Great Indian Desert,,,True or False (QPG), In the west it forms a part of Sindh Desert in Pakistan,N\A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Social Studies Class 4 Chapter 5 Test Paper Generator,1
CBSE,Class 4,Social Studies,Illustrative Social Studies,Chapter 5 The Great Indian Desert,,,True or False (QPG), Hawa Mahal is in Jaipur,N\A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Social Studies Class 4 Chapter 5 Test Paper Generator,1
CBSE,Class 4,Social Studies,Illustrative Social Studies,Chapter 5 The Great Indian Desert,,,True or False (QPG), We have a responsibility to protect the water and environment in the Indian Desert so that it stays healthy and balanced for a long time,N\A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Social Studies Class 4 Chapter 5 Test Paper Generator,1
CBSE,Class 4,Social Studies,Illustrative Social Studies,Chapter 5 The Great Indian Desert,,,True or False (QPG), Jaipur the capital of Rajasthan,N\A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Social Studies Class 4 Chapter 5 Test Paper Generator,1
CBSE,Class 4,Social Studies,Illustrative Social Studies,Chapter 5 The Great Indian Desert,,,True or False (QPG), Jaipur is called as Pink City as most of the  buildings are made of pink colour,N\A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Social Studies Class 4 Chapter 5 Test Paper Generator,1
CBSE,Class 4,Social Studies,Illustrative Social Studies,Chapter 5 The Great Indian Desert,,,Fill in the blank (QPG), The desert region remains __________ and _____________ throughout the year,N\A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Social Studies Class 4 Chapter 5 Test Paper Generator,1
CBSE,Class 4,Social Studies,Illustrative Social Studies,Chapter 5 The Great Indian Desert,,,Fill in the blank (QPG), Sand dunes are small _____________ of sand,N\A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Social Studies Class 4 Chapter 5 Test Paper Generator,1
CBSE,Class 4,Social Studies,Illustrative Social Studies,Chapter 5 The Great Indian Desert,,,Fill in the blank (QPG), Sometimes ______________ blows away the sand with great speed,N\A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Social Studies Class 4 Chapter 5 Test Paper Generator,1
CBSE,Class 4,Social Studies,Illustrative Social Studies,Chapter 5 The Great Indian Desert,,,Fill in the blank (QPG), The _______ at the Thar Desert is based on its climate,N\A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Social Studies Class 4 Chapter 5 Test Paper Generator,1
CBSE,Class 4,Social Studies,Illustrative Social Studies,Chapter 5 The Great Indian Desert,,,Fill in the blank (QPG), River ___________ is the important river of the Indian Desert,N\A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Social Studies Class 4 Chapter 5 Test Paper Generator,1
