Board Name,Class Name,Subject Name,Series Name,Chapter Name,Topic Name,Subtopic Name,Question Type,Question,Answer,Option1,Option2,Option3,Option4,Explanation,Question Weight(optional),Difficulty Level,Learning Outcomes(optional),"Skills(optional if any seprate with comma ,)","Tags(optional if any seprate with comma ,)","Status(1==active,0=Inactive)"
CBSE,Class 2,Science,Illustrative Science,Chapter 1- Types of Plants,,,Multiple Choice Question (QPG) Test Paper, What is the primary function of leaves in plants?, Making food, Absorbing water, Making food, Providing support, Storing minerals,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative  Science Class 2 Chapter 1 Test Paper Generator,1
CBSE,Class 2,Science,Illustrative Science,Chapter 1- Types of Plants,,,Multiple Choice Question (QPG) Test Paper, Which of the following is an example of a climber plant?, Pea, Rose, Pea, Spinach, Hibiscus,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative  Science Class 2 Chapter 1 Test Paper Generator,1
CBSE,Class 2,Science,Illustrative Science,Chapter 1- Types of Plants,,,Multiple Choice Question (QPG) Test Paper, What is the primary role of the roots in a plant?, Absorbing water and minerals, Making food, Absorbing water and minerals, Carrying nutrients, Producing seeds,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative  Science Class 2 Chapter 1 Test Paper Generator,1
CBSE,Class 2,Science,Illustrative Science,Chapter 1- Types of Plants,,,Multiple Choice Question (QPG) Test Paper, Where do creepers typically grow?, Along the ground, Vertical structures, In the air, Along the ground, Underwater,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative  Science Class 2 Chapter 1 Test Paper Generator,1
CBSE,Class 2,Science,Illustrative Science,Chapter 1- Types of Plants,,,Multiple Choice Question (QPG) Test Paper, What part of the plant is often referred to as the ‘kitchen’?, Leaf, Stem, Root, Leaf, Flower,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative  Science Class 2 Chapter 1 Test Paper Generator,1
CBSE,Class 2,Science,Illustrative Science,Chapter 1- Types of Plants,,,Multiple Choice Question (QPG) Test Paper," Which category of plants has small, soft stems and lives for a few months?", Herbs, Trees, Climbers, Herbs, Shrubs,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative  Science Class 2 Chapter 1 Test Paper Generator,1
CBSE,Class 2,Science,Illustrative Science,Chapter 1- Types of Plants,,,Multiple Choice Question (QPG) Test Paper, What is the function of the stem in a plant?, Carrying food and water to other parts, Making food, Absorbing water, Carrying food and water to other parts, Fixing the plant to the soil,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative  Science Class 2 Chapter 1 Test Paper Generator,1
CBSE,Class 2,Science,Illustrative Science,Chapter 1- Types of Plants,,,Multiple Choice Question (QPG) Test Paper, Which statement is correct regarding the lifespan of shrubs?, Shrubs live for a few years, Shrubs live for many years, Shrubs live for a few months, Shrubs live for a few days, Shrubs live for a few years,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative  Science Class 2 Chapter 1 Test Paper Generator,1
CBSE,Class 2,Science,Illustrative Science,Chapter 1- Types of Plants,,,True or False (QPG),"   Trees generally have thin, soft stems",N\A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative  Science Class 2 Chapter 1 Test Paper Generator,1
CBSE,Class 2,Science,Illustrative Science,Chapter 1- Types of Plants,,,True or False (QPG),   Climber plants can grow erect on their own,N\A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative  Science Class 2 Chapter 1 Test Paper Generator,1
CBSE,Class 2,Science,Illustrative Science,Chapter 1- Types of Plants,,,True or False (QPG),   Creepers are plants with strong stems that stand upright,N\A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative  Science Class 2 Chapter 1 Test Paper Generator,1
CBSE,Class 2,Science,Illustrative Science,Chapter 1- Types of Plants,,,True or False (QPG),   The primary function of leaves is to absorb water for the plant,N\A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative  Science Class 2 Chapter 1 Test Paper Generator,1
CBSE,Class 2,Science,Illustrative Science,Chapter 1- Types of Plants,,,True or False (QPG),   The stem of a plant carries food and water to different parts of the plant,N\A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative  Science Class 2 Chapter 1 Test Paper Generator,1
CBSE,Class 2,Science,Illustrative Science,Chapter 1- Types of Plants,,,True or False (QPG),   Herbs are typically large plants with a long lifespan,N\A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative  Science Class 2 Chapter 1 Test Paper Generator,1
CBSE,Class 2,Science,Illustrative Science,Chapter 1- Types of Plants,,,True or False (QPG),   The roots of a plant fix it to the soil and absorb water and minerals,N\A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative  Science Class 2 Chapter 1 Test Paper Generator,1
CBSE,Class 2,Science,Illustrative Science,Chapter 1- Types of Plants,,,True or False (QPG),"   Shrubs are smaller than trees and have thick, hard stems",N\A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative  Science Class 2 Chapter 1 Test Paper Generator,1
CBSE,Class 2,Science,Illustrative Science,Chapter 1- Types of Plants,,,Fill in the blank (QPG),   The part of the plant that fixes it to the soil is the __________,N\A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative  Science Class 2 Chapter 1 Test Paper Generator,1
CBSE,Class 2,Science,Illustrative Science,Chapter 1- Types of Plants,,,Fill in the blank (QPG),   Leaves make food for the plant through a process called __________,N\A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative  Science Class 2 Chapter 1 Test Paper Generator,1
CBSE,Class 2,Science,Illustrative Science,Chapter 1- Types of Plants,,,Fill in the blank (QPG),   Climber plants need the support of a wall or other plants to grow __________,N\A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative  Science Class 2 Chapter 1 Test Paper Generator,1
