Board Name,Class Name,Subject Name,Series Name,Chapter Name,Topic Name,Position,Status
CBSE,Class 3,Semester Books,Bloomsbury,Semester 1 : English,Chapter 1 A Little Bird Sees,1,1
CBSE,Class 3,Semester Books,Bloomsbury,Semester 1 : English,Chapter 2 A Secret Riddle,2,1
CBSE,Class 3,Semester Books,Bloomsbury,Semester 1 : English,Chapter 3 One Bad Habit,3,1
CBSE,Class 3,Semester Books,Bloomsbury,Semester 1 : English,Chapter 4 Five Little Chickens,4,1
CBSE,Class 3,Semester Books,Bloomsbury,Semester 1 : English,Chapter 5 Days of Celebration- Pongal,5,1
CBSE,Class 3,Semester Books,Bloomsbury,Semester 1 : English,Chapter 6 The Magic Lamp,6,1
CBSE,Class 3,Semester Books,Bloomsbury,Semester 1 : English,Chapter 7 The Rainbow Fairies,7,1
CBSE,Class 3,Semester Books,Bloomsbury,Semester 1 : Mathematics,Chapter 1 Numbers up to 9999,1,1
CBSE,Class 3,Semester Books,Bloomsbury,Semester 1 : Mathematics,Chapter 2 Addition,2,1
CBSE,Class 3,Semester Books,Bloomsbury,Semester 1 : Mathematics,Chapter 3 Subtraction,3,1
CBSE,Class 3,Semester Books,Bloomsbury,Semester 1 : Mathematics,Chapter 4 Multiplication,4,1
CBSE,Class 3,Semester Books,Bloomsbury,Semester 1 : Mathematics,Chapter 5 Division,5,1
CBSE,Class 3,Semester Books,Bloomsbury,Semester 1 : Science,Chapter 1 Living and Non-living Things,1,1
CBSE,Class 3,Semester Books,Bloomsbury,Semester 1 : Science,Chapter 2 Parts of Plants,2,1
CBSE,Class 3,Semester Books,Bloomsbury,Semester 1 : Science,Chapter 3 Birds,3,1
CBSE,Class 3,Semester Books,Bloomsbury,Semester 1 : Science,Chapter 4 Human Body : A Living Wonder,4,1
CBSE,Class 3,Semester Books,Bloomsbury,Semester 1 : Science,Chapter 5 Food and Feeding Habits of Animals,5,1
CBSE,Class 3,Semester Books,Bloomsbury,Semester 1 : Science,Chapter 6 Housing and Clothing,6,1
CBSE,Class 3,Semester Books,Bloomsbury,Semester 1 : Social Studies,Chapter 1 The Earth - Our Home,1,1
CBSE,Class 3,Semester Books,Bloomsbury,Semester 1 : Social Studies,Chapter 2 How Our Earth Looks,2,1
CBSE,Class 3,Semester Books,Bloomsbury,Semester 1 : Social Studies,Chapter 3 Our Country India,3,1
CBSE,Class 3,Semester Books,Bloomsbury,Semester 1 : Social Studies,Chapter 4 Indian States,4,1
CBSE,Class 3,Semester Books,Bloomsbury,Semester 1 : Social Studies,Chapter 5 Food We Eat,5,1
CBSE,Class 3,Semester Books,Bloomsbury,Semester 1 : Social Studies,Chapter 6 Indian Dresses,6,1
CBSE,Class 3,Semester Books,Bloomsbury,Semester 1 : Social Studies,Chapter 7 Our Festivals,7,1
CBSE,Class 3,Semester Books,Bloomsbury,Semester 1 : Social Studies,Chapter 8 Means of Transport,8,1
CBSE,Class 3,Semester Books,Bloomsbury,Semester 1 : Social Studies,Chapter 9 Means of Communication,9,1
CBSE,Class 3,Semester Books,Bloomsbury,Semester 2 : English,Chapter 1 Witty Answer,1,1
CBSE,Class 3,Semester Books,Bloomsbury,Semester 2 : English,"Chapter 2 Robot, the Life Saver",2,1
CBSE,Class 3,Semester Books,Bloomsbury,Semester 2 : English,Chapter 3 Feather and Fur,3,1
CBSE,Class 3,Semester Books,Bloomsbury,Semester 2 : English,Chapter 4 Andrew’s Encounter with the Aliens,4,1
CBSE,Class 3,Semester Books,Bloomsbury,Semester 2 : English,Chapter 5 The Fire that would not Burn,5,1
CBSE,Class 3,Semester Books,Bloomsbury,Semester 2 : English,Chapter 6 I Wonder,6,1
CBSE,Class 3,Semester Books,Bloomsbury,Semester 2 : English,Chapter 7 Sharing—A Good Habit,7,1
CBSE,Class 3,Semester Books,Bloomsbury,Semester 2 : Mathematics,Chapter 1 Money,1,1
CBSE,Class 3,Semester Books,Bloomsbury,Semester 2 : Mathematics,Chapter 2 Fractions,2,1
CBSE,Class 3,Semester Books,Bloomsbury,Semester 2 : Mathematics,Chapter 3 Geometrical Shapes,3,1
CBSE,Class 3,Semester Books,Bloomsbury,Semester 2 : Mathematics,Chapter 4 Measurement of Length,4,1
CBSE,Class 3,Semester Books,Bloomsbury,Semester 2 : Mathematics,Chapter 5 Measurement of Mass (or Weight),5,1
CBSE,Class 3,Semester Books,Bloomsbury,Semester 2 : Mathematics,Chapter 6 Measurement of Capacity,6,1
CBSE,Class 3,Semester Books,Bloomsbury,Semester 2 : Mathematics,Chapter 7 Measurement of Time,7,1
CBSE,Class 3,Semester Books,Bloomsbury,Semester 2 : Mathematics,Chapter 8 Data Handling,8,1
CBSE,Class 3,Semester Books,Bloomsbury,Semester 2 : Mathematics,Chapter 9 Pattern,9,1
CBSE,Class 3,Semester Books,Bloomsbury,Semester 2 : Science,Chapter 1 Safety and First Aid,1,1
CBSE,Class 3,Semester Books,Bloomsbury,Semester 2 : Science,Chapter 2 Soil: A Natural Wonder,2,1
