Board Name,Class Name,Subject Name,Series Name,Chapter Number,Chapter Name,Status,Position
CBSE,Class 1,Social Studies,Social Studies for Juniors (2023-24),1, Chapter 1. Myself ,1,1
CBSE,Class 1,Social Studies,Social Studies for Juniors (2023-24),2, Chapter 2. Our Food,1,2
CBSE,Class 1,Social Studies,Social Studies for Juniors (2023-24),3, Chapter 3. Clothes,1,3
CBSE,Class 1,Social Studies,Social Studies for Juniors (2023-24),4, Chapter 4. Keeping Healthy,1,4
CBSE,Class 1,Social Studies,Social Studies for Juniors (2023-24),5, Chapter 5. Safety Rules,1,5
CBSE,Class 1,Social Studies,Social Studies for Juniors (2023-24),6, Chapter 6. Types of Houses,1,6
CBSE,Class 1,Social Studies,Social Studies for Juniors (2023-24),7, Chapter 7. Rooms in a House,1,7
CBSE,Class 1,Social Studies,Social Studies for Juniors (2023-24),8, Chapter 8. Homes of Animals,1,8
CBSE,Class 1,Social Studies,Social Studies for Juniors (2023-24),9, Chapter 9. My Family ,1,9
CBSE,Class 1,Social Studies,Social Studies for Juniors (2023-24),10, Chapter 10. Sharing Work: Parents and Children,1,10
CBSE,Class 1,Social Studies,Social Studies for Juniors (2023-24),11, Chapter 11. Fun and Play,1,11
CBSE,Class 1,Social Studies,Social Studies for Juniors (2023-24),12, Chapter 12. My School,1,12
CBSE,Class 1,Social Studies,Social Studies for Juniors (2023-24),13, Chapter 13. My Classroom ,1,13
CBSE,Class 1,Social Studies,Social Studies for Juniors (2023-24),14, Chapter 14. Good Manners and Good Habits,1,14
CBSE,Class 1,Social Studies,Social Studies for Juniors (2023-24),15, Chapter 15. People who help us ,1,15
CBSE,Class 1,Social Studies,Social Studies for Juniors (2023-24),16, Chapter 16. Festivals ,1,16
CBSE,Class 1,Social Studies,Social Studies for Juniors (2023-24),17, Chapter 17. Great Persons,1,17
CBSE,Class 1,Social Studies,Social Studies for Juniors (2023-24),18, Chapter 18. Early Human Beings ,1,18
CBSE,Class 2,Social Studies,Social Studies for Juniors (2023-24),1, Chapter 1. Myself,1,1
CBSE,Class 2,Social Studies,Social Studies for Juniors (2023-24),2, Chapter 2. Our Food ,1,2
CBSE,Class 2,Social Studies,Social Studies for Juniors (2023-24),3, Chapter 3. Clothes,1,3
CBSE,Class 2,Social Studies,Social Studies for Juniors (2023-24),4, Chapter 4. Safety Rules ,1,4
CBSE,Class 2,Social Studies,Social Studies for Juniors (2023-24),5, Chapter 5. Houses,1,5
CBSE,Class 2,Social Studies,Social Studies for Juniors (2023-24),6, Chapter 6. Makers of Our House ,1,6
CBSE,Class 2,Social Studies,Social Studies for Juniors (2023-24),7, Chapter 1. Neighbours,1,7
CBSE,Class 2,Social Studies,Social Studies for Juniors (2023-24),8, Chapter 8. Places of Worship ,1,8
CBSE,Class 2,Social Studies,Social Studies for Juniors (2023-24),9, Chapter 9. Neighbourhood Services ,1,9
CBSE,Class 2,Social Studies,Social Studies for Juniors (2023-24),10, Chapter 10. School ,1,10
CBSE,Class 2,Social Studies,Social Studies for Juniors (2023-24),11, Chapter 11. Festivals ,1,11
CBSE,Class 2,Social Studies,Social Studies for Juniors (2023-24),12, Chapter 12. National Festivals ,1,12
CBSE,Class 2,Social Studies,Social Studies for Juniors (2023-24),13, Chapter 13. People Who Help Us ,1,13
CBSE,Class 2,Social Studies,Social Studies for Juniors (2023-24),14, Chapter 14. Wheel ,1,14
CBSE,Class 2,Social Studies,Social Studies for Juniors (2023-24),15, Chapter 15. Means of Transport,1,15
CBSE,Class 2,Social Studies,Social Studies for Juniors (2023-24),16, Chapter 16. Directions ,1,16
CBSE,Class 2,Social Studies,Social Studies for Juniors (2023-24),17, Chapter 17. Time ,1,17
CBSE,Class 2,Social Studies,Social Studies for Juniors (2023-24),18, Chapter 18. Seasons,1,18
CBSE,Class 2,Social Studies,Social Studies for Juniors (2023-24),19, Chapter 19. Water ,1,19
CBSE,Class 2,Social Studies,Social Studies for Juniors (2023-24),20, Chapter 20. Our Beautiful Earth,1,20
