Board Name,Class Name,Subject Name,Series Name,Chapter Name,Topic Name,Position,Status
CBSE,Class 5,Semester Books,Bloomsbury,Semester 1 : English,Chapter 1 The Recycling Rap,1,1
CBSE,Class 5,Semester Books,Bloomsbury,Semester 1 : English,Chapter 2 The Gift,2,1
CBSE,Class 5,Semester Books,Bloomsbury,Semester 1 : English,Chapter 3 True Friends,3,1
CBSE,Class 5,Semester Books,Bloomsbury,Semester 1 : English,Chapter 4 Indian Festivals,4,1
CBSE,Class 5,Semester Books,Bloomsbury,Semester 1 : English,Chapter 5 The King of the Golden River,5,1
CBSE,Class 5,Semester Books,Bloomsbury,Semester 1 : English,Chapter 6 A Story Without an End,6,1
CBSE,Class 5,Semester Books,Bloomsbury,Semester 1 : English,Chapter 7 No More Water,7,1
CBSE,Class 5,Semester Books,Bloomsbury,Semester 1 : Mathematics,Chapter 1 Large Numbers,1,1
CBSE,Class 5,Semester Books,Bloomsbury,Semester 1 : Mathematics,Chapter 2 Roman Numerals,2,1
CBSE,Class 5,Semester Books,Bloomsbury,Semester 1 : Mathematics,Chapter 3 Operations on Large Numbers,3,1
CBSE,Class 5,Semester Books,Bloomsbury,Semester 1 : Mathematics,Chapter 4 Fractions,4,1
CBSE,Class 5,Semester Books,Bloomsbury,Semester 1 : Mathematics,Chapter 5 Decimals,5,1
CBSE,Class 5,Semester Books,Bloomsbury,Semester 1 : Science,Chapter 1 Growing Plants,1,1
CBSE,Class 5,Semester Books,Bloomsbury,Semester 1 : Science,Chapter 2 Animals : Habitat and Adaptations,2,1
CBSE,Class 5,Semester Books,Bloomsbury,Semester 1 : Science,Chapter 3 Human Skeletal System,3,1
CBSE,Class 5,Semester Books,Bloomsbury,Semester 1 : Science,Chapter 4 Human Nervous System,4,1
CBSE,Class 5,Semester Books,Bloomsbury,Semester 1 : Science,Chapter 5 Food and Health,5,1
CBSE,Class 5,Semester Books,Bloomsbury,Semester 1 : Science,Chapter 6 Safety and First Aid,6,1
CBSE,Class 5,Semester Books,Bloomsbury,Semester 1 : Science,Chapter 7 Soil,7,1
CBSE,Class 5,Semester Books,Bloomsbury,Semester 1 : Social Studies,Chapter 1 Globe,1,1
CBSE,Class 5,Semester Books,Bloomsbury,Semester 1 : Social Studies,Chapter 2 Maps: Our Guide,2,1
CBSE,Class 5,Semester Books,Bloomsbury,Semester 1 : Social Studies,Chapter 3 Weather and Climate,3,1
CBSE,Class 5,Semester Books,Bloomsbury,Semester 1 : Social Studies,Chapter 4 Land of Dense Forests,4,1
CBSE,Class 5,Semester Books,Bloomsbury,Semester 1 : Social Studies,Chapter 5 Greenland : The Land of Snow,5,1
CBSE,Class 5,Semester Books,Bloomsbury,Semester 1 : Social Studies,Chapter 6 Saudi Arabia : The Land of Sand,6,1
CBSE,Class 5,Semester Books,Bloomsbury,Semester 1 : Social Studies,Chapter 7 Prairies : The Grasslands,7,1
CBSE,Class 5,Semester Books,Bloomsbury,Semester 1 : Social Studies,Chapter 8 Means of Transport,8,1
CBSE,Class 5,Semester Books,Bloomsbury,Semester 1 : Social Studies,Chapter 9 Means of Communication,9,1
CBSE,Class 5,Semester Books,Bloomsbury,Semester 1 : Social Studies,Chapter 10 The World of Growing Knowledge,10,1
CBSE,Class 5,Semester Books,Bloomsbury,Semester 1 : Social Studies,Chapter 11 The Development of Medical Science,11,1
CBSE,Class 5,Semester Books,Bloomsbury,Semester 2 : English,Chapter 1 The Kettle Who Gave Birth,1,1
CBSE,Class 5,Semester Books,Bloomsbury,Semester 2 : English,Chapter 2 I Will Think of It,2,1
CBSE,Class 5,Semester Books,Bloomsbury,Semester 2 : English,Chapter 3 Summer Sun,3,1
CBSE,Class 5,Semester Books,Bloomsbury,Semester 2 : English,Chapter 4 The Husband of the Rat's Daughter,4,1
CBSE,Class 5,Semester Books,Bloomsbury,Semester 2 : English,"Chapter 5 Thank You, Ma'am",5,1
CBSE,Class 5,Semester Books,Bloomsbury,Semester 2 : English,Chapter 6 We Plow the Fields and Scatter,6,1
CBSE,Class 5,Semester Books,Bloomsbury,Semester 2 : English,Chapter 7 India's Golden Girl-P V Sindhu,7,1
CBSE,Class 5,Semester Books,Bloomsbury,Semester 2 : Mathematics,Chapter 1 HCF and LCM,1,1
CBSE,Class 5,Semester Books,Bloomsbury,Semester 2 : Mathematics,Chapter 2 Angles and Triangles,2,1
CBSE,Class 5,Semester Books,Bloomsbury,Semester 2 : Mathematics,Chapter 3 Symmetry and Nets,3,1
CBSE,Class 5,Semester Books,Bloomsbury,Semester 2 : Mathematics,"Chapter 4 Measurement of Length, mass and Capacity",4,1
CBSE,Class 5,Semester Books,Bloomsbury,Semester 2 : Mathematics,Chapter 5 Perimeter and Area,5,1
CBSE,Class 5,Semester Books,Bloomsbury,Semester 2 : Mathematics,Chapter 6 Money,6,1
CBSE,Class 5,Semester Books,Bloomsbury,Semester 2 : Mathematics,Chapter 7 Time,7,1
CBSE,Class 5,Semester Books,Bloomsbury,Semester 2 : Mathematics,Chapter 8 Data Handling,8,1
CBSE,Class 5,Semester Books,Bloomsbury,Semester 2 : Mathematics,Chapter 9 Patterns,9,1
CBSE,Class 5,Semester Books,Bloomsbury,Semester 2 : Science,Chapter 1 Rocks and Minerals,1,1
CBSE,Class 5,Semester Books,Bloomsbury,Semester 2 : Science,"Chapter 2 Force, Energy and Simple Machines",2,1
CBSE,Class 5,Semester Books,Bloomsbury,Semester 2 : Science,Chapter 3 Air and Water,3,1
CBSE,Class 5,Semester Books,Bloomsbury,Semester 2 : Science,Chapter 4 Natural Disasters,4,1
CBSE,Class 5,Semester Books,Bloomsbury,Semester 2 : Science,"Chapter 5 The Earth, the Sun and the Moon",5,1
CBSE,Class 5,Semester Books,Bloomsbury,Semester 2 : Science,Chapter 6 Our Environment,6,1
CBSE,Class 5,Semester Books,Bloomsbury,Semester 2 : Social Studies,Chapter 1 The Machine Age,1,1
CBSE,Class 5,Semester Books,Bloomsbury,Semester 2 : Social Studies,Chapter 2 Great Personalities,2,1
CBSE,Class 5,Semester Books,Bloomsbury,Semester 2 : Social Studies,Chapter 3 The Birth of The United Nations,3,1
CBSE,Class 5,Semester Books,Bloomsbury,Semester 2 : Social Studies,Chapter 4 The Working of The United Nations,4,1
CBSE,Class 5,Semester Books,Bloomsbury,Semester 2 : Social Studies,Chapter 5 India and The United Nations,5,1
CBSE,Class 5,Semester Books,Bloomsbury,Semester 2 : Social Studies,Chapter 6 The Revolt of 1857,6,1
CBSE,Class 5,Semester Books,Bloomsbury,Semester 2 : Social Studies,Chapter 7 Beginning of The Freedom Struggle,7,1
CBSE,Class 5,Semester Books,Bloomsbury,Semester 2 : Social Studies,Chapter 8 India Wins Freedom,8,1
