Board Name,Class Name,Subject Name,Series Name,Chapter Name,Topic Name,Subtopic Name,Question Type,"Question(If question is mcq or Assertion & Reason  use option 1 to option 4 and in answer give 1,2,3,4 number only not option value, if true false, or any other type question give answer in answer coloumn and for fill in the blanks you can use comma seprator for multiple filling answers eg fill1,fill2, fill3)",Answer,Option1,Option2,Option3,Option4,Explanation,Question Weight(optional),Difficulty Level,Learning Outcomes(optional),"Skills(optional if any seprate with comma ,)","Tags(optional if any seprate with comma ,)","Status(1==active,0=Inactive)"
CBSE,Class 3,English,Elementary English Grammar and Composition,Chapter 5 The Adjective Kinds Of Adjectives,NA,NA,Fill in the Blanks,_________________________ boys throw stones at birds.,NA,NULL,NULL,NULL,NULL,NA,Other,Easy,Test Learning Outcome 1,Skillone,tagone,1
CBSE,Class 3,English,Elementary English Grammar and Composition,Chapter 5 The Adjective Kinds Of Adjectives,NA,NA,Fill in the Blanks,_______________________________ boys never tell lies.,NA,NULL,NULL,NULL,NULL,NA,Other,Easy,Test Learning Outcome 1,Skillone,tagone,1
CBSE,Class 3,English,Elementary English Grammar and Composition,Chapter 5 The Adjective Kinds Of Adjectives,NA,NA,Fill in the Blanks,"In India we have _____________ weather in summer and _______________
weather in winter.",NA,NULL,NULL,NULL,NULL,NA,Other,Easy,Test Learning Outcome 1,Skillone,tagone,1
CBSE,Class 3,English,Elementary English Grammar and Composition,Chapter 5 The Adjective Kinds Of Adjectives,NA,NA,Fill in the Blanks,"An elephant is a ____________ animal, a mouse is a ____________ animal.",NA,NULL,NULL,NULL,NULL,NA,Other,Easy,Test Learning Outcome 1,Skillone,tagone,1
CBSE,Class 3,English,Elementary English Grammar and Composition,Chapter 5 The Adjective Kinds Of Adjectives,NA,NA,Fill in the Blanks,Each boy __________________ a pen from the chief guest.,NA,NULL,NULL,NULL,NULL,NA,Other,Easy,Test Learning Outcome 1,Skillone,tagone,1
CBSE,Class 3,English,Elementary English Grammar and Composition,Chapter 5 The Adjective Kinds Of Adjectives,NA,NA,Fill in the Blanks,Every student ___________________ a uniform to school.,NA,NULL,NULL,NULL,NULL,NA,Other,Easy,Test Learning Outcome 1,Skillone,tagone,1
CBSE,Class 3,English,Elementary English Grammar and Composition,Chapter 5 The Adjective Kinds Of Adjectives,NA,NA,Fill in the Blanks,Farmers ________________ very hard to grow food.,NA,NULL,NULL,NULL,NULL,NA,Other,Easy,Test Learning Outcome 1,Skillone,tagone,1
CBSE,Class 3,English,Elementary English Grammar and Composition,Chapter 5 The Adjective Kinds Of Adjectives,NA,NA,Fill in the Blanks,Good children _________________________ their parents and teachers.,NA,NULL,NULL,NULL,NULL,NA,Other,Easy,Test Learning Outcome 1,Skillone,tagone,1
CBSE,Class 3,English,Elementary English Grammar and Composition,Chapter 5 The Adjective Kinds Of Adjectives,NA,NA,Fill in the Blanks,I ______________________ to have a good sleep in the afternoon.,NA,NULL,NULL,NULL,NULL,NA,Other,Easy,Test Learning Outcome 1,Skillone,tagone,1
CBSE,Class 3,English,Elementary English Grammar and Composition,Chapter 5 The Adjective Kinds Of Adjectives,NA,NA,Fill in the Blanks,Lemons are _______________ grapes are _____________________ .,NA,NULL,NULL,NULL,NULL,NA,Other,Easy,Test Learning Outcome 1,Skillone,tagone,1
CBSE,Class 3,English,Elementary English Grammar and Composition,Chapter 5 The Adjective Kinds Of Adjectives,NA,NA,Fill in the Blanks,Monkeys have _____________________________________________ tails.,NA,NULL,NULL,NULL,NULL,NA,Other,Easy,Test Learning Outcome 1,Skillone,tagone,1
CBSE,Class 3,English,Elementary English Grammar and Composition,Chapter 5 The Adjective Kinds Of Adjectives,NA,NA,Fill in the Blanks,My friend is _________________ to a movie.,NA,NULL,NULL,NULL,NULL,NA,Other,Easy,Test Learning Outcome 1,Skillone,tagone,1
CBSE,Class 3,English,Elementary English Grammar and Composition,Chapter 5 The Adjective Kinds Of Adjectives,NA,NA,Fill in the Blanks,My knife is ________________________________,NA,NULL,NULL,NULL,NULL,NA,Other,Easy,Test Learning Outcome 1,Skillone,tagone,1
CBSE,Class 3,English,Elementary English Grammar and Composition,Chapter 5 The Adjective Kinds Of Adjectives,NA,NA,Fill in the Blanks,My uncle is ____________________ for dinner tonight.,NA,NULL,NULL,NULL,NULL,NA,Other,Easy,Test Learning Outcome 1,Skillone,tagone,1
CBSE,Class 3,English,Elementary English Grammar and Composition,Chapter 5 The Adjective Kinds Of Adjectives,NA,NA,Fill in the Blanks,Rani is _________________ in the pool.,NA,NULL,NULL,NULL,NULL,NA,Other,Easy,Test Learning Outcome 1,Skillone,tagone,1
CBSE,Class 3,English,Elementary English Grammar and Composition,Chapter 5 The Adjective Kinds Of Adjectives,NA,NA,Fill in the Blanks,The camel is a _______________________ animal.,NA,NULL,NULL,NULL,NULL,NA,Other,Easy,Test Learning Outcome 1,Skillone,tagone,1
CBSE,Class 3,English,Elementary English Grammar and Composition,Chapter 5 The Adjective Kinds Of Adjectives,NA,NA,Fill in the Blanks,The Sharma family is ___________________ T.V.,NA,NULL,NULL,NULL,NULL,NA,Other,Easy,Test Learning Outcome 1,Skillone,tagone,1
CBSE,Class 3,English,Elementary English Grammar and Composition,Chapter 5 The Adjective Kinds Of Adjectives,NA,NA,Fill in the Blanks,What a ______________________________________ boy you are!,NA,NULL,NULL,NULL,NULL,NA,Other,Easy,Test Learning Outcome 1,Skillone,tagone,1
CBSE,Class 3,English,Elementary English Grammar and Composition,Chapter 5 The Adjective Kinds Of Adjectives,NA,NA,Fill in the Blanks,What are you _________________ at?,NA,NULL,NULL,NULL,NULL,NA,Other,Easy,Test Learning Outcome 1,Skillone,tagone,1
