Board Name,Class Name,Subject Name,Series Name,Chapter Name,Topic Name,Subtopic Name,Question Type,Question,Answer,Option1,Option2,Option3,Option4,Explanation,Question Weight(optional),Difficulty Level,Learning Outcomes(optional),"Skills(optional if any seprate with comma ,)","Tags(optional if any seprate with comma ,)","Status(1==active,0=Inactive)"
CBSE,Class 8,Social Science,Social Science Success (2023-24),History 1. Beginning Of The Modern Period,,,Multiple Choice Question (QPG) Test Paper,The Modern Period in India covers the history of last,Not Available,250 years,150 years,350 years,450 years,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Social Science Success (2023-24) Class 8 History 1. Beginning Of The Modern Period Multiple Choice Question (QPG) Test Paper 1,1
CBSE,Class 8,Social Science,Social Science Success (2023-24),History 1. Beginning Of The Modern Period,,,Multiple Choice Question (QPG) Test Paper," Who started the division of Indian History into three periods – Hindu, Muslim and British?",Not Available, Vincent Smith , James Mill ,H.W. Voysey , Warren Hastings,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Social Science Success (2023-24) Class 8 History 1. Beginning Of The Modern Period Multiple Choice Question (QPG) Test Paper 2,1
CBSE,Class 8,Social Science,Social Science Success (2023-24),History 1. Beginning Of The Modern Period,,,Multiple Choice Question (QPG) Test Paper," Which institution in India is responsible for keeping historical documents, records, letters, etc?",Not Available, National Archives of India , National Museum, Salarjung Museum d, All of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Social Science Success (2023-24) Class 8 History 1. Beginning Of The Modern Period Multiple Choice Question (QPG) Test Paper 3,1
CBSE,Class 8,Social Science,Social Science Success (2023-24),History 1. Beginning Of The Modern Period,,,Multiple Choice Question (QPG) Test Paper, What is the theme of the book ‘Neeel Darpan’ written by Deenabandhu Mitra?,Not Available, Exploitation of glass workers , Exploitation of workers on indigo plantation, Exploitation of tenants by landlords , All of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Social Science Success (2023-24) Class 8 History 1. Beginning Of The Modern Period Multiple Choice Question (QPG) Test Paper 4,1
CBSE,Class 8,Social Science,Social Science Success (2023-24),History 1. Beginning Of The Modern Period,,,Multiple Choice Question (QPG) Test Paper, When was the first ever census held in India?,Not Available,1871,1971,1921,1951,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Social Science Success (2023-24) Class 8 History 1. Beginning Of The Modern Period Multiple Choice Question (QPG) Test Paper 5,1
CBSE,Class 8,Social Science,Social Science Success (2023-24),History 1. Beginning Of The Modern Period,,,Multiple Choice Question (QPG) Test Paper, Choose the option which correctly shows the duo of first Governor and last Viceroy of India,Not Available, Lord Ripon- Lord Mountbatten , Lord William Bentinck- Lord Mountbatten, Lord Wellesley- Lord Mountbatten , Warren Hastings- Lord Mountbatten,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Social Science Success (2023-24) Class 8 History 1. Beginning Of The Modern Period Multiple Choice Question (QPG) Test Paper 6,1
CBSE,Class 8,Social Science,Social Science Success (2023-24),History 1. Beginning Of The Modern Period,,,Multiple Choice Question (QPG) Test Paper, Choose the correct statement,Not Available, The 1871 India Census was the first comprehensive census of India, The census is held every 10 years, The first modern census of India was conducted in 1881, All of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Social Science Success (2023-24) Class 8 History 1. Beginning Of The Modern Period Multiple Choice Question (QPG) Test Paper 7,1
CBSE,Class 8,Social Science,Social Science Success (2023-24),History 1. Beginning Of The Modern Period,,,Multiple Choice Question (QPG) Test Paper, The Salarjung Museum is situated at,Not Available, Kolkata , Hyderabad , Delhi , Bengaluru,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Social Science Success (2023-24) Class 8 History 1. Beginning Of The Modern Period Multiple Choice Question (QPG) Test Paper 8,1
CBSE,Class 8,Social Science,Social Science Success (2023-24),History 1. Beginning Of The Modern Period,,,Multiple Choice Question (QPG) Test Paper, The most famous newspaper Kesari was edited by,Not Available, Dadabhai Naoroji , Mahatma Gandhi , Bal Gangadhar Tilak , None of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Social Science Success (2023-24) Class 8 History 1. Beginning Of The Modern Period Multiple Choice Question (QPG) Test Paper 9,1
CBSE,Class 8,Social Science,Social Science Success (2023-24),History 1. Beginning Of The Modern Period,,,Multiple Choice Question (QPG) Test Paper, __________ was the first woman to write an autobiography; it was in ______,Not Available," Sarojini Naidu, Bengali "," Indira Gandhi, English"," Rassundari Devi, Bengali "," Shashi Deshpande, Gujarati",,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Social Science Success (2023-24) Class 8 History 1. Beginning Of The Modern Period Multiple Choice Question (QPG) Test Paper 10,1
