Board Name,Class Name,Subject Name,Series Name,Chapter Name,Topic Name,Subtopic Name,Question Type,Question,Answer,Option1,Option2,Option3,Option4,Explanation,Question Weight(optional),Difficulty Level,Learning Outcomes(optional),"Skills(optional if any seprate with comma ,)","Tags(optional if any seprate with comma ,)","Status(1==active,0=Inactive)"
CBSE,Class 4,Environmental Studies,Illustrative Environmental Studies,Chapter 1- Family,,,Multiple Choice Question (QPG) Test Paper,   What is the main role of parents in a family?,Taking care of the children ,Playing video games,Taking care of the children,Cooking delicious meals,Watching TV all day,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Environmental Studies Class 4 Chapter 1 Test Paper Generator,1
CBSE,Class 4,Environmental Studies,Illustrative Environmental Studies,Chapter 1- Family,,,Multiple Choice Question (QPG) Test Paper,   Why do families have grandparents?,To share their wisdom and experiences ,To tell exciting bedtime stories,To share their wisdom and experiences,To fix broken toys,To cook yummy desserts,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Environmental Studies Class 4 Chapter 1 Test Paper Generator,1
CBSE,Class 4,Environmental Studies,Illustrative Environmental Studies,Chapter 1- Family,,,Multiple Choice Question (QPG) Test Paper,    In which season do families celebrate festivals like Diwali and Navratri by decorating their homes with lights and colors?,Autumn,Winter,Spring,Summer,Autumn,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Environmental Studies Class 4 Chapter 1 Test Paper Generator,1
CBSE,Class 4,Environmental Studies,Illustrative Environmental Studies,Chapter 1- Family,,,Multiple Choice Question (QPG) Test Paper,    What do families in India often do during the summer season to stay cool?,Use fans and air conditioners,Build snowmen,Wear warm jackets,Plant flowers in the garden,Use fans and air conditioners,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Environmental Studies Class 4 Chapter 1 Test Paper Generator,1
CBSE,Class 4,Environmental Studies,Illustrative Environmental Studies,Chapter 1- Family,,,Multiple Choice Question (QPG) Test Paper,    How does the size of a nuclear family compare to a joint family?,Nuclear families are smaller,Nuclear families are larger,Joint families are smaller,Both are the same size,Nuclear families are smaller,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Environmental Studies Class 4 Chapter 1 Test Paper Generator,1
CBSE,Class 4,Environmental Studies,Illustrative Environmental Studies,Chapter 1- Family,,,Multiple Choice Question (QPG) Test Paper,"    In a nuclear family, who are the primary members?",Only parents and children ,Cousins and aunts,Only parents and children,Grandparents and grandchildren,Siblings and friends,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Environmental Studies Class 4 Chapter 1 Test Paper Generator,1
CBSE,Class 4,Environmental Studies,Illustrative Environmental Studies,Chapter 1- Family,,,Multiple Choice Question (QPG) Test Paper,    What is a common daytime activity?,Watching the sunrise,Stargazing,Sleeping,Playing with flashlights,Watching the sunrise,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Environmental Studies Class 4 Chapter 1 Test Paper Generator,1
CBSE,Class 4,Environmental Studies,Illustrative Environmental Studies,Chapter 1- Family,,,Multiple Choice Question (QPG) Test Paper,    What is a typical night time activity?,Sleeping under the stars,Swimming in the pool,Building sandcastles at the beach,Having a picnic,Sleeping under the stars,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Environmental Studies Class 4 Chapter 1 Test Paper Generator,1
CBSE,Class 4,Environmental Studies,Illustrative Environmental Studies,Chapter 1- Family,,,Multiple Choice Question (QPG) Test Paper,   When do people usually go to school or work?,Morning or daytime,Night-time,Late afternoon,Morning or daytime,Midnight,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Environmental Studies Class 4 Chapter 1 Test Paper Generator,1
CBSE,Class 4,Environmental Studies,Illustrative Environmental Studies,Chapter 1- Family,,,Multiple Choice Question (QPG) Test Paper,What is a typical summer season activity for households in many regions?,Watering plants ,Skiing,Watering plants,Building sandcastles,Collecting autumn leaves,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Environmental Studies Class 4 Chapter 1 Test Paper Generator,1
CBSE,Class 4,Environmental Studies,Illustrative Environmental Studies,Chapter 1- Family,,,True or False (QPG),Older siblings should always boss younger siblings around.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Environmental Studies Class 4 Chapter 1 Test Paper Generator,1
CBSE,Class 4,Environmental Studies,Illustrative Environmental Studies,Chapter 1- Family,,,True or False (QPG),"Everyone in the family has different strengths and weaknesses, and that's okay.",N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Environmental Studies Class 4 Chapter 1 Test Paper Generator,1
CBSE,Class 4,Environmental Studies,Illustrative Environmental Studies,Chapter 1- Family,,,True or False (QPG),Joint families have fewer family members compared to nuclear families.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Environmental Studies Class 4 Chapter 1 Test Paper Generator,1
CBSE,Class 4,Environmental Studies,Illustrative Environmental Studies,Chapter 1- Family,,,True or False (QPG),We study and complete our homework during midnight.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Environmental Studies Class 4 Chapter 1 Test Paper Generator,1
CBSE,Class 4,Environmental Studies,Illustrative Environmental Studies,Chapter 1- Family,,,True or False (QPG),Night is the time for rest and relaxation of our body and mind.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Environmental Studies Class 4 Chapter 1 Test Paper Generator,1
CBSE,Class 4,Environmental Studies,Illustrative Environmental Studies,Chapter 1- Family,,,True or False (QPG),"In the rainy season, families in India enjoy building snowmen in their front yards.",N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Environmental Studies Class 4 Chapter 1 Test Paper Generator,1
CBSE,Class 4,Environmental Studies,Illustrative Environmental Studies,Chapter 1- Family,,,True or False (QPG),"In the winter, families use more blankets and warm clothing to keep warm.",N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Environmental Studies Class 4 Chapter 1 Test Paper Generator,1
CBSE,Class 4,Environmental Studies,Illustrative Environmental Studies,Chapter 1- Family,,,True or False (QPG),"During the summer, it is common for households to consume more ice cream and cold drinks.",N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Environmental Studies Class 4 Chapter 1 Test Paper Generator,1
CBSE,Class 4,Environmental Studies,Illustrative Environmental Studies,Chapter 1- Family,,,True or False (QPG),Sunbathing on the terrace is a common winter season practice for households in India.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Environmental Studies Class 4 Chapter 1 Test Paper Generator,1
CBSE,Class 4,Environmental Studies,Illustrative Environmental Studies,Chapter 1- Family,,,True or False (QPG),Nowadays there are more nuclear families.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Environmental Studies Class 4 Chapter 1 Test Paper Generator,1
CBSE,Class 4,Environmental Studies,Illustrative Environmental Studies,Chapter 1- Family,,,Fill in the blank (QPG),"In a nuclear family, __________ is often shared among a larger group of relatives.",N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Environmental Studies Class 4 Chapter 1 Test Paper Generator,1
CBSE,Class 4,Environmental Studies,Illustrative Environmental Studies,Chapter 1- Family,,,Fill in the blank (QPG),Joint families often have a more extended __________ system due to the presence of multiple generations,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Environmental Studies Class 4 Chapter 1 Test Paper Generator,1
CBSE,Class 4,Environmental Studies,Illustrative Environmental Studies,Chapter 1- Family,,,Fill in the blank (QPG),Watering the __________ is a typical summer season activity for households in many regions.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Environmental Studies Class 4 Chapter 1 Test Paper Generator,1
CBSE,Class 4,Environmental Studies,Illustrative Environmental Studies,Chapter 1- Family,,,Fill in the blank (QPG),"In the _________, we play games and ride bicycles.",N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Environmental Studies Class 4 Chapter 1 Test Paper Generator,1
CBSE,Class 4,Environmental Studies,Illustrative Environmental Studies,Chapter 1- Family,,,Fill in the blank (QPG),We enjoy beautiful flowers in _________ season.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Environmental Studies Class 4 Chapter 1 Test Paper Generator,1
CBSE,Class 4,Environmental Studies,Illustrative Environmental Studies,Chapter 1- Family,,,Fill in the blank (QPG),Grandparents are wise family members who often share stories and pass down their __________ to younger generations.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Environmental Studies Class 4 Chapter 1 Test Paper Generator,1
CBSE,Class 4,Environmental Studies,Illustrative Environmental Studies,Chapter 1- Family,,,Fill in the blank (QPG),"In a family, parents provide love, guidance, and take care of their __________.",N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Environmental Studies Class 4 Chapter 1 Test Paper Generator,1
CBSE,Class 4,Environmental Studies,Illustrative Environmental Studies,Chapter 1- Family,,,Fill in the blank (QPG),The child of uncle and aunt is called ___________,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Environmental Studies Class 4 Chapter 1 Test Paper Generator,1
CBSE,Class 4,Environmental Studies,Illustrative Environmental Studies,Chapter 1- Family,,,Fill in the blank (QPG),Children play a crucial role in a family by learning from their parents and contributing to household __________.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Environmental Studies Class 4 Chapter 1 Test Paper Generator,1
CBSE,Class 4,Environmental Studies,Illustrative Environmental Studies,Chapter 1- Family,,,Fill in the blank (QPG),We use raincoat and umbrella during___________ season.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Environmental Studies Class 4 Chapter 1 Test Paper Generator,1
CBSE,Class 4,Environmental Studies,Illustrative Environmental Studies,Chapter 1- Family,,,Very Short Answer Questions (QPG),Does a nuclear family include grandparents?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Environmental Studies Class 4 Chapter 1 Test Paper Generator,1
CBSE,Class 4,Environmental Studies,Illustrative Environmental Studies,Chapter 1- Family,,,Very Short Answer Questions (QPG),How many members are usually in a nuclear family?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Environmental Studies Class 4 Chapter 1 Test Paper Generator,1
CBSE,Class 4,Environmental Studies,Illustrative Environmental Studies,Chapter 1- Family,,,Very Short Answer Questions (QPG),How many members are usually in a joint family?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",Illustrative Environmental Studies Class 4 Chapter 1 Test Paper Generator,1
