Board Name,Class Name,Subject Name,Series Name,Chapter Number,Chapter Name,Status,Position
CBSE,3,Science,Science Success (2023-24),1,Chapter 1. Living And Non-Living Things,1,1
CBSE,3,Science,Science Success (2023-24),2,Chapter 2. Parts Of Plants,1,2
CBSE,3,Science,Science Success (2023-24),3,Chapter 3. Birds,1,3
CBSE,3,Science,Science Success (2023-24),4,Chapter 4. Human Body: A Living Wonder,1,4
CBSE,3,Science,Science Success (2023-24),5,Chapter 5. Food And Feeding Habits Of Animals,1,5
CBSE,3,Science,Science Success (2023-24),6,Chapter 6. Housing And Clothing,1,6
CBSE,3,Science,Science Success (2023-24),7,Chapter 7. Safety And First Aid,1,7
CBSE,3,Science,Science Success (2023-24),8,Chapter 8. Soil: A Natural Wonder,1,8
CBSE,3,Science,Science Success (2023-24),9,"Chapter 9. Solids, Liquids And Gases",1,9
CBSE,3,Science,Science Success (2023-24),10,Chapter 10. Measurement,1,10
CBSE,3,Science,Science Success (2023-24),11,"Chapter 11. Light, Sound And Force",1,11
CBSE,3,Science,Science Success (2023-24),12,"Chapter 12. Air, Water And Weather",1,12
CBSE,3,Science,Science Success (2023-24),13,"Chapter 13. Sun, Moon And Stars",1,13
CBSE,3,Science,Science Success (2023-24),14,Chapter 14. The Earth,1,14
CBSE,4,Science,Science Success (2023-24),1,Chapter 1. Plants : The Producer,1,1
CBSE,4,Science,Science Success (2023-24),2,Chapter 2. Adaptations In Plants,1,2
CBSE,4,Science,Science Success (2023-24),3,Chapter 3. Reproduction In Animals,1,3
CBSE,4,Science,Science Success (2023-24),4,Chapter 4. Adaptations In Animals,1,4
CBSE,4,Science,Science Success (2023-24),5,Chapter 5. Food : Our Basic Need,1,5
CBSE,4,Science,Science Success (2023-24),6,Chapter 6. Human Teeth And Digestive System,1,6
CBSE,4,Science,Science Success (2023-24),7,Chapter 7. Safety First,1,7
CBSE,4,Science,Science Success (2023-24),8,Chapter 8. Clothes,1,8
CBSE,4,Science,Science Success (2023-24),9,"Chapter 9. Solids, Liquids And Gases",1,9
CBSE,4,Science,Science Success (2023-24),10,"Chapter 10. Force, Work And Energy",1,10
CBSE,4,Science,Science Success (2023-24),11,"Chapter 11. Air, Water And Weather",1,11
CBSE,4,Science,Science Success (2023-24),12,Chapter 12. The Solar System,1,12
CBSE,4,Science,Science Success (2023-24),13,Chapter 13. Green And Clean Earth,1,13
CBSE,5,Science,Science Success (2023-24),1,Chapter 1. Growing Plants,1,1
CBSE,5,Science,Science Success (2023-24),2,Chapter 2. Animals : Habitat And Adaptations,1,2
CBSE,5,Science,Science Success (2023-24),3,Chapter 3. Human Skeletal System,1,3
CBSE,5,Science,Science Success (2023-24),4,Chapter 4. Human Nervous System,1,4
CBSE,5,Science,Science Success (2023-24),5,Chapter 5. Food And Health,1,5
CBSE,5,Science,Science Success (2023-24),6,Chapter 6. Safety And First Aid,1,6
CBSE,5,Science,Science Success (2023-24),7,Chapter 7. Soil,1,7
CBSE,5,Science,Science Success (2023-24),8,Chapter 8. Rocks And Minerals,1,8
CBSE,5,Science,Science Success (2023-24),9,"Chapter 9. Solids, Liquids And Gases",1,9
CBSE,5,Science,Science Success (2023-24),10,"Chapter 10. Force, Energy And Simple Machines",1,10
CBSE,5,Science,Science Success (2023-24),11,Chapter 11. Air And Water,1,11
CBSE,5,Science,Science Success (2023-24),12,Chapter 12. Natural Disasters,1,12
CBSE,5,Science,Science Success (2023-24),13,"Chapter 13. The Earth, The Sun And The Moon",1,13
CBSE,5,Science,Science Success (2023-24),14,Chapter 14. Our Environment,1,14
